fixture_id,date,league_id,season,home_team_id,home_team_name,away_team_id,away_team_name,goals_home,goals_away,status_short,home_formation,away_formation,formation_matchup,home_injuries_count,away_injuries_count,injuries_diff,home_formation_stability_5,home_recent_formations_count,home_api_possession_5,home_api_yellow_cards_5,home_api_red_cards_5,home_api_shots_on_goal_for_5,home_api_shots_on_goal_against_5,home_api_total_shots_for_5,home_api_total_shots_against_5,home_api_expected_goals_for_5,home_api_expected_goals_against_5,home_api_corners_for_5,home_api_corners_against_5,away_formation_stability_5,away_recent_formations_count,away_api_possession_5,away_api_yellow_cards_5,away_api_red_cards_5,away_api_shots_on_goal_for_5,away_api_shots_on_goal_against_5,away_api_total_shots_for_5,away_api_total_shots_against_5,away_api_expected_goals_for_5,away_api_expected_goals_against_5,away_api_corners_for_5,away_api_corners_against_5,api_shots_on_goal_diff_5,api_total_shots_diff_5,api_expected_goals_diff_5,api_corners_diff_5,api_possession_diff_5,formation_stability_diff_5
1387711,2025-08-23 15:00:00+00:00,61,2025,81,Marseille,114,Paris FC,5,2,FT,4-2-3-1,4-3-3,4-2-3-1 vs 4-3-3,4,0,4,1.0,1,72.0,3.0,0.0,2.0,5.0,24.0,12.0,1.71,1.47,12.0,1.0,1.0,1,68.0,1.0,0.0,7.0,2.0,17.0,8.0,0.92,0.97,7.0,3.0,-5.0,7.0,0.7899999999999999,5.0,4.0,0.0
1387712,2025-08-23 17:00:00+00:00,61,2025,84,Nice,108,Auxerre,3,1,FT,3-4-2-1,3-4-3,3-4-2-1 vs 3-4-3,8,1,7,1.0,1,57.0,2.0,,2.0,2.0,13.0,10.0,0.79,0.61,9.0,4.0,1.0,1,44.0,3.0,,3.0,3.0,7.0,14.0,1.44,1.37,4.0,4.0,-1.0,6.0,-0.6499999999999999,5.0,13.0,0.0
1387710,2025-08-23 19:05:00+00:00,61,2025,80,Lyon,112,Metz,3,0,FT,4-2-3-1,4-2-3-1,4-2-3-1 vs 4-2-3-1,4,2,2,1.0,1,45.0,3.0,,3.0,5.0,11.0,18.0,1.41,1.38,8.0,12.0,1.0,1,38.0,2.0,,0.0,4.0,2.0,9.0,0.3,0.62,3.0,3.0,3.0,9.0,1.1099999999999999,5.0,7.0,0.0
1387709,2025-08-24 13:00:00+00:00,61,2025,97,Lorient,94,Rennes,4,0,FT,3-4-3,3-5-2,3-4-3 vs 3-5-2,3,3,0,1.0,1,56.0,2.0,,3.0,3.0,14.0,7.0,1.37,1.44,4.0,4.0,1.0,1,28.0,2.0,1.0,5.0,2.0,12.0,24.0,1.47,1.71,1.0,12.0,-2.0,2.0,-0.09999999999999987,3.0,28.0,0.0
1387707,2025-08-24 15:15:00+00:00,61,2025,111,Le Havre,116,Lens,1,2,FT,4-1-4-1,3-4-2-1,4-1-4-1 vs 3-4-2-1,2,0,2,1.0,1,26.0,1.0,,4.0,3.0,9.0,13.0,0.6,1.76,4.0,5.0,1.0,1,55.0,2.0,,5.0,3.0,18.0,11.0,1.38,1.41,12.0,8.0,-1.0,-9.0,-0.7799999999999999,-8.0,-29.0,0.0
1387714,2025-08-24 15:15:00+00:00,61,2025,95,Strasbourg,83,Nantes,1,0,FT,3-4-2-1,4-1-4-1,3-4-2-1 vs 4-1-4-1,7,1,6,1.0,1,62.0,2.0,,4.0,0.0,9.0,2.0,0.62,0.3,3.0,3.0,1.0,1,29.0,1.0,,0.0,4.0,5.0,18.0,0.14,1.43,2.0,7.0,4.0,4.0,0.48,1.0,33.0,0.0
1387715,2025-08-24 15:15:00+00:00,61,2025,96,Toulouse,106,Stade Brestois 29,2,0,FT,3-4-3,4-3-3,3-4-3 vs 4-3-3,3,2,1,1.0,1,43.0,3.0,,2.0,2.0,10.0,13.0,0.61,0.79,4.0,9.0,1.0,1,46.0,2.0,,5.0,6.0,18.0,10.0,2.01,1.62,2.0,2.0,-3.0,-8.0,-1.4,2.0,-3.0,0.0
1387708,2025-08-24 18:45:00+00:00,61,2025,79,Lille,91,Monaco,1,0,FT,4-2-3-1,4-3-3,4-2-3-1 vs 4-3-3,8,6,2,1.0,1,54.0,1.0,,6.0,5.0,10.0,18.0,1.62,2.01,2.0,2.0,1.0,1,74.0,0.0,,3.0,4.0,13.0,9.0,1.76,0.6,5.0,4.0,3.0,-3.0,-0.1399999999999999,-3.0,-20.0,0.0
1387718,2025-08-29 18:45:00+00:00,61,2025,116,Lens,106,Stade Brestois 29,3,1,FT,3-4-2-1,4-3-3,3-4-2-1 vs 4-3-3,1,2,-1,1.0,1,49.0,1.5,,4.0,4.5,12.0,14.5,1.225,1.65,6.0,7.5,1.0,1,49.5,1.5,,3.5,4.5,17.0,8.0,1.4899999999999998,1.4500000000000002,5.5,2.5,0.5,-5.0,-0.2649999999999997,0.5,-0.5,0.0
1387719,2025-08-30 15:00:00+00:00,61,2025,97,Lorient,79,Lille,1,7,FT,3-4-2-1,4-2-3-1,3-4-2-1 vs 4-2-3-1,6,9,-3,1.0,1,53.5,4.0,0.0,5.0,2.0,18.0,5.5,2.205,0.76,3.5,3.0,1.0,1,52.0,1.0,,3.5,3.0,14.0,12.0,2.27,1.63,5.0,2.5,1.5,4.0,-0.06499999999999995,-1.5,1.5,0.0
1387722,2025-08-30 17:00:00+00:00,61,2025,83,Nantes,108,Auxerre,1,0,FT,4-3-3,4-4-1-1,4-3-3 vs 4-4-1-1,2,4,-2,1.0,1,40.0,1.5,,1.0,4.0,7.0,16.5,0.29000000000000004,1.605,4.0,7.0,0.5,2,44.5,2.5,1.0,5.5,4.5,9.5,15.0,1.475,1.655,4.0,4.5,-4.5,-2.5,-1.185,0.0,-4.5,0.5
1387724,2025-08-30 19:05:00+00:00,61,2025,96,Toulouse,85,Paris Saint Germain,3,6,FT,5-4-1,4-3-3,5-4-1 vs 4-3-3,4,4,0,1.0,1,45.0,1.5,,2.5,2.0,8.0,14.5,0.9450000000000001,0.88,3.5,9.0,1.0,1,77.5,1.0,,4.0,0.0,19.5,4.0,1.6400000000000001,0.19,9.5,1.0,-1.5,-11.5,-0.6950000000000001,-6.0,-32.5,0.0
1387716,2025-08-31 13:00:00+00:00,61,2025,77,Angers,94,Rennes,1,1,FT,4-2-3-1,3-5-2,4-2-3-1 vs 3-5-2,1,4,-3,0.5,2,24.0,2.0,1.0,1.0,5.5,5.5,19.0,0.605,1.385,1.5,9.5,0.5,2,38.5,1.0,1.5,3.0,4.5,8.0,23.0,0.775,2.375,1.5,7.5,-2.0,-2.5,-0.17000000000000004,0.0,-14.5,0.0
1387717,2025-08-31 15:15:00+00:00,61,2025,111,Le Havre,84,Nice,3,1,FT,4-1-4-1,3-4-2-1,4-1-4-1 vs 3-4-2-1,2,8,-6,1.0,1,41.5,2.0,,5.0,3.0,13.5,9.5,1.2449999999999999,1.415,5.5,2.5,1.0,1,56.0,2.0,0.0,4.0,5.0,14.5,11.0,1.365,1.06,7.0,4.0,1.0,-1.0,-0.1200000000000001,-1.5,-14.5,0.0
1387721,2025-08-31 15:15:00+00:00,61,2025,91,Monaco,95,Strasbourg,3,2,FT,4-2-3-1,3-4-2-1,4-2-3-1 vs 3-4-2-1,4,6,-2,0.5,2,62.0,1.0,,2.0,2.5,9.5,13.5,1.505,1.76,4.0,6.0,0.5,2,55.5,2.0,,4.0,1.0,12.0,5.5,1.2,0.37,5.0,4.5,-2.0,-2.5,0.30499999999999994,-1.0,6.5,0.0
1387723,2025-08-31 15:15:00+00:00,61,2025,114,Paris FC,112,Metz,3,2,FT,4-3-3,4-2-3-1,4-3-3 vs 4-2-3-1,1,5,-4,0.5,2,53.5,0.5,0.0,5.5,4.5,12.5,9.5,1.0050000000000001,1.9,4.5,4.0,0.5,2,42.5,2.0,,1.0,6.0,6.5,11.0,0.43000000000000005,1.695,3.0,3.5,4.5,6.0,0.5750000000000001,1.5,11.0,0.0
1387720,2025-08-31 18:45:00+00:00,61,2025,80,Lyon,81,Marseille,1,0,FT,4-2-3-1,4-2-3-1,4-2-3-1 vs 4-2-3-1,6,6,0,1.0,1,49.0,1.5,,5.5,3.5,12.0,14.5,2.09,0.97,6.0,7.5,0.5,2,66.5,2.0,0.0,4.5,4.5,17.5,10.0,2.27,1.28,8.5,1.5,1.0,-5.5,-0.18000000000000016,-2.5,-17.5,0.5
1387728,2025-09-12 18:45:00+00:00,61,2025,81,Marseille,97,Lorient,4,0,FT,4-2-3-1,3-4-2-1,4-2-3-1 vs 3-4-2-1,2,6,-4,0.6666666666666666,2,58.333333333333336,2.0,0.5,3.6666666666666665,5.0,13.333333333333334,12.666666666666666,1.7700000000000002,1.8666666666666665,7.0,4.0,0.6666666666666666,2,49.333333333333336,3.6666666666666665,0.0,4.0,5.0,14.0,10.333333333333334,1.97,1.67,3.3333333333333335,4.666666666666667,-0.3333333333333335,-0.6666666666666661,-0.19999999999999973,3.6666666666666665,9.0,0.0
1387730,2025-09-13 15:00:00+00:00,61,2025,84,Nice,83,Nantes,1,0,FT,3-4-2-1,4-1-4-1,3-4-2-1 vs 4-1-4-1,3,0,3,1.0,1,57.0,2.6666666666666665,0.0,3.6666666666666665,6.0,12.0,11.333333333333334,1.1199999999999999,1.5599999999999998,6.333333333333333,2.6666666666666665,0.6666666666666666,2,41.0,1.3333333333333333,,1.6666666666666667,4.0,6.0,15.666666666666666,0.35333333333333333,1.2966666666666666,3.6666666666666665,7.666666666666667,1.9999999999999998,6.0,0.7666666666666666,2.6666666666666665,16.0,0.33333333333333337
1387725,2025-09-13 19:05:00+00:00,61,2025,108,Auxerre,91,Monaco,1,2,FT,5-4-1,4-4-2,5-4-1 vs 4-4-2,0,4,-4,0.3333333333333333,3,48.666666666666664,2.6666666666666665,1.0,5.0,4.0,11.0,11.333333333333334,1.2100000000000002,1.2633333333333334,5.666666666666667,4.0,0.6666666666666666,2,55.666666666666664,1.3333333333333333,0.0,2.6666666666666665,3.0,10.333333333333334,13.0,1.6499999999999997,1.7133333333333336,4.666666666666667,5.666666666666667,2.3333333333333335,0.6666666666666661,-0.4399999999999995,1.0,-7.0,-0.3333333333333333
1387727,2025-09-14 13:00:00+00:00,61,2025,79,Lille,96,Toulouse,2,1,FT,4-2-3-1,3-4-3,4-2-3-1 vs 3-4-3,5,0,5,1.0,1,54.333333333333336,1.6666666666666667,,6.0,2.6666666666666665,16.0,10.0,2.676666666666667,1.5866666666666667,6.0,2.6666666666666665,0.6666666666666666,2,38.0,1.3333333333333333,,3.6666666666666665,4.0,10.0,14.0,1.37,1.46,4.0,8.333333333333334,2.3333333333333335,6.0,1.306666666666667,2.0,16.333333333333336,0.33333333333333337
1387726,2025-09-14 15:15:00+00:00,61,2025,106,Stade Brestois 29,114,Paris FC,1,2,FT,4-3-3,4-1-4-1,4-3-3 vs 4-1-4-1,2,0,2,1.0,1,43.666666666666664,2.0,1.0,3.0,6.333333333333333,14.333333333333334,15.333333333333334,1.3533333333333333,2.296666666666667,4.0,6.666666666666667,0.6666666666666666,2,52.666666666666664,0.6666666666666666,0.0,6.666666666666667,3.6666666666666665,16.333333333333332,11.0,1.7400000000000002,1.88,7.666666666666667,4.666666666666667,-3.666666666666667,-1.9999999999999982,-0.38666666666666694,-3.666666666666667,-9.0,0.33333333333333337
1387729,2025-09-14 15:15:00+00:00,61,2025,112,Metz,77,Angers,1,1,FT,4-2-3-1,4-2-3-1,4-2-3-1 vs 4-2-3-1,4,0,4,0.6666666666666666,2,44.666666666666664,1.6666666666666667,1.0,1.3333333333333333,7.0,9.0,15.333333333333334,0.9,2.1999999999999997,4.0,7.0,0.3333333333333333,3,28.333333333333332,2.0,1.0,3.0,6.0,7.0,17.666666666666668,0.8133333333333334,1.4100000000000001,1.3333333333333333,8.666666666666666,-1.6666666666666667,2.0,0.08666666666666667,2.666666666666667,16.333333333333332,0.3333333333333333
1387731,2025-09-14 15:15:00+00:00,61,2025,85,Paris Saint Germain,116,Lens,2,0,FT,4-3-3,3-4-2-1,4-3-3 vs 3-4-2-1,3,0,3,1.0,1,77.0,0.5,,5.333333333333333,2.0,17.333333333333332,7.333333333333333,1.9666666666666668,0.8666666666666667,8.666666666666666,2.3333333333333335,1.0,1,55.333333333333336,1.3333333333333333,0.0,6.0,3.6666666666666665,18.0,12.666666666666666,2.146666666666667,1.46,9.0,5.333333333333333,-0.666666666666667,-0.6666666666666679,-0.18000000000000016,-0.3333333333333339,21.666666666666664,0.0
1387733,2025-09-14 15:15:00+00:00,61,2025,95,Strasbourg,111,Le Havre,1,0,FT,3-1-4-2,4-1-4-1,3-1-4-2 vs 4-1-4-1,6,0,6,0.6666666666666666,2,56.0,1.6666666666666667,1.0,4.0,2.0,12.0,7.666666666666667,1.3399999999999999,0.8933333333333332,5.0,5.0,1.0,1,41.333333333333336,1.6666666666666667,,6.0,3.0,13.0,8.666666666666666,1.6833333333333333,1.1533333333333333,3.6666666666666665,3.3333333333333335,-2.0,-1.0,-0.3433333333333335,1.3333333333333335,14.666666666666664,-0.33333333333333337
1387732,2025-09-14 18:45:00+00:00,61,2025,94,Rennes,80,Lyon,3,1,FT,3-5-2,4-2-3-1,3-5-2 vs 4-2-3-1,0,4,-4,0.6666666666666666,2,46.666666666666664,1.3333333333333333,1.5,4.333333333333333,5.333333333333333,10.333333333333334,18.666666666666668,1.0033333333333332,1.9933333333333334,3.3333333333333335,5.333333333333333,1.0,1,52.0,1.6666666666666667,0.0,5.666666666666667,3.0,14.0,11.333333333333334,2.4066666666666667,0.9033333333333333,7.0,6.333333333333333,-1.333333333333334,-3.666666666666666,-1.4033333333333335,-3.6666666666666665,-5.333333333333336,-0.33333333333333337
1387738,2025-09-19 18:45:00+00:00,61,2025,80,Lyon,77,Angers,1,0,FT,4-2-3-1,4-3-3,4-2-3-1 vs 4-3-3,5,1,4,1.0,1,52.0,1.75,0.5,5.5,3.5,12.5,14.25,2.2325,1.225,6.25,6.0,0.5,3,32.5,1.6666666666666667,1.0,3.25,5.75,7.75,15.5,1.1775,1.485,1.75,7.5,2.25,4.75,1.055,4.5,19.5,0.5
1387741,2025-09-20 15:00:00+00:00,61,2025,83,Nantes,94,Rennes,2,2,FT,4-1-4-1,3-5-2,4-1-4-1 vs 3-5-2,3,2,1,0.75,2,41.0,1.0,,2.0,5.0,8.0,16.5,0.4525,1.4100000000000001,3.75,7.5,0.75,2,47.0,1.5,1.0,4.5,5.25,13.5,16.0,1.2999999999999998,1.9225,3.75,5.0,-2.5,-5.5,-0.8474999999999998,0.0,-6.0,0.0
1387735,2025-09-20 17:00:00+00:00,61,2025,106,Stade Brestois 29,84,Nice,4,1,FT,4-2-3-1,3-4-2-1,4-2-3-1 vs 3-4-2-1,3,6,-3,1.0,1,44.25,1.5,0.5,4.25,5.75,16.5,13.25,1.6574999999999998,2.1100000000000003,4.5,5.25,1.0,1,57.5,2.5,0.0,4.75,5.25,13.75,12.0,1.2774999999999999,1.3575,6.5,3.0,-0.5,2.75,0.3799999999999999,-2.0,-13.25,0.0
1387737,2025-09-20 19:05:00+00:00,61,2025,116,Lens,79,Lille,3,0,FT,3-4-2-1,4-2-3-1,3-4-2-1 vs 4-2-3-1,2,4,-2,1.0,1,49.5,1.5,0.0,5.25,4.25,16.25,13.0,1.9000000000000001,1.3625,7.5,5.0,1.0,1,58.25,1.75,0.0,5.75,3.0,17.0,9.75,2.5600000000000005,1.3925,6.25,3.5,-0.5,-0.75,-0.6600000000000004,1.25,-8.75,0.0
1387742,2025-09-21 13:00:00+00:00,61,2025,114,Paris FC,95,Strasbourg,2,3,FT,4-1-4-1,4-4-2,4-1-4-1 vs 4-4-2,3,7,-4,0.5,3,53.0,1.25,0.3333333333333333,6.0,4.75,14.0,14.0,1.6925000000000001,2.0524999999999998,6.0,5.0,0.5,3,54.25,1.75,1.0,4.75,1.75,11.25,8.25,1.345,0.8324999999999999,4.75,4.5,1.25,2.75,0.34750000000000014,1.25,-1.25,0.0
1387734,2025-09-21 15:15:00+00:00,61,2025,108,Auxerre,96,Toulouse,1,0,FT,5-4-1,3-4-3,5-4-1 vs 3-4-3,4,4,0,0.5,3,44.75,2.75,1.0,4.25,3.75,10.5,11.75,1.0750000000000002,1.3025,5.5,5.0,0.75,2,36.0,2.0,1.0,3.75,4.25,9.75,15.5,1.23,1.6475,4.5,8.0,0.5,0.75,-0.1549999999999998,1.0,8.75,-0.25
1387736,2025-09-21 15:15:00+00:00,61,2025,111,Le Havre,97,Lorient,1,1,FT,4-2-3-1,3-4-2-1,4-2-3-1 vs 3-4-2-1,1,6,-5,1.0,1,43.75,1.75,0.0,4.75,4.0,12.25,8.75,1.425,1.205,3.5,3.5,0.5,2,44.0,3.25,0.5,3.25,5.75,11.5,11.5,1.5125,1.8175,2.5,6.0,1.5,0.75,-0.08749999999999991,1.0,-0.25,0.5
1387740,2025-09-21 15:15:00+00:00,61,2025,91,Monaco,112,Metz,5,2,FT,4-4-2,3-4-2-1,4-4-2 vs 3-4-2-1,5,4,1,0.5,3,58.5,2.5,0.0,2.75,2.75,11.0,12.0,1.5924999999999998,1.4525000000000001,5.5,5.5,0.75,2,47.25,1.25,1.0,2.25,6.25,9.0,14.0,1.1025,2.2175,4.0,6.0,0.5,2.0,0.48999999999999977,1.5,11.25,-0.25
1387739,2025-09-22 18:00:00+00:00,61,2025,81,Marseille,85,Paris Saint Germain,1,0,FT,3-4-2-1,3-5-2,3-4-2-1 vs 3-5-2,2,4,-2,0.75,2,61.75,2.25,0.3333333333333333,4.75,4.0,13.75,10.5,1.8925,1.4349999999999998,7.75,3.0,1.0,1,74.75,0.6666666666666666,,5.5,2.25,16.5,8.25,1.7425000000000002,0.94,7.5,2.5,-0.75,-2.75,0.1499999999999999,0.25,-13.0,-0.25
1387750,2025-09-26 18:45:00+00:00,61,2025,95,Strasbourg,81,Marseille,1,2,FT,4-2-3-1,4-2-3-1,4-2-3-1 vs 4-2-3-1,5,3,2,0.4,4,51.2,2.4,1.0,4.6,2.6,10.6,10.2,1.552,0.986,4.2,4.4,0.6,3,55.8,2.4,0.3333333333333333,4.0,4.2,12.8,10.8,1.7420000000000002,1.2819999999999998,7.2,3.0,0.5999999999999996,-2.200000000000001,-0.19000000000000017,-3.0,-4.599999999999994,-0.19999999999999996
1387745,2025-09-27 15:00:00+00:00,61,2025,97,Lorient,91,Monaco,3,1,FT,3-4-2-1,3-5-2,3-4-2-1 vs 3-5-2,6,7,-1,0.6,2,43.2,3.8,0.5,3.4,5.0,10.8,11.8,1.452,1.948,2.4,6.0,0.4,3,55.4,2.2,0.0,3.4,2.8,12.0,11.2,1.9739999999999998,1.594,5.2,5.4,0.0,-1.1999999999999993,-0.5219999999999998,-2.8000000000000003,-12.199999999999996,0.19999999999999996
1387751,2025-09-27 17:00:00+00:00,61,2025,96,Toulouse,83,Nantes,2,2,FT,3-4-2-1,4-3-3,3-4-2-1 vs 4-3-3,4,1,3,0.8,2,40.8,2.8,0.5,3.6,3.6,10.4,13.6,1.45,1.468,4.4,7.0,0.8,2,41.4,1.2,,2.4,4.8,9.6,14.8,0.784,1.4020000000000001,3.8,6.8,1.2000000000000002,0.8000000000000007,0.6659999999999999,0.6000000000000005,-0.6000000000000014,0.0
1387748,2025-09-27 19:05:00+00:00,61,2025,85,Paris Saint Germain,108,Auxerre,2,0,FT,4-3-3,5-4-1,4-3-3 vs 5-4-1,5,4,1,0.8,2,73.4,0.75,,5.4,2.0,15.6,8.4,1.528,0.9799999999999999,6.6,3.0,0.6,3,43.8,2.4,1.0,3.6,3.6,9.6,12.0,1.0100000000000002,1.508,5.0,4.8,1.8000000000000003,6.0,0.5179999999999998,1.5999999999999996,29.60000000000001,0.20000000000000007
1387747,2025-09-28 13:00:00+00:00,61,2025,84,Nice,114,Paris FC,1,1,FT,3-4-1-2,4-3-3,3-4-1-2 vs 4-3-3,4,4,0,1.0,1,58.4,2.6,0.0,4.6,5.2,15.2,11.8,1.488,1.4919999999999998,6.6,2.8,0.4,3,54.6,1.2,0.3333333333333333,6.0,4.6,14.8,12.8,1.6740000000000002,2.118,5.6,4.4,-1.4000000000000004,0.3999999999999986,-0.18600000000000017,1.0,3.799999999999997,0.6
1387743,2025-09-28 15:15:00+00:00,61,2025,77,Angers,106,Stade Brestois 29,0,2,FT,4-4-2,4-2-3-1,4-4-2 vs 4-2-3-1,1,3,-2,0.4,4,32.6,1.75,1.0,3.0,5.6,8.2,15.6,1.178,1.55,2.2,7.4,0.8,2,43.0,1.4,0.5,4.4,5.4,15.4,14.8,1.7319999999999998,2.1540000000000004,4.0,5.6,-1.4000000000000004,-7.200000000000001,-0.5539999999999998,-1.7999999999999998,-10.399999999999999,-0.4
1387744,2025-09-28 15:15:00+00:00,61,2025,79,Lille,80,Lyon,0,1,FT,4-2-3-1,4-3-3,4-2-3-1 vs 4-3-3,4,4,0,1.0,1,59.0,2.0,0.0,5.2,3.6,17.0,10.8,2.4280000000000004,1.8219999999999998,7.0,3.6,1.0,1,55.0,1.8,0.5,5.4,3.2,13.2,13.4,2.148,1.216,6.4,5.6,-0.20000000000000018,3.8000000000000007,0.28000000000000025,0.5999999999999996,4.0,0.0
1387746,2025-09-28 15:15:00+00:00,61,2025,112,Metz,111,Le Havre,0,0,FT,3-4-2-1,4-3-3,3-4-2-1 vs 4-3-3,4,1,3,0.6,3,49.2,1.0,1.0,2.4,6.2,8.8,14.4,1.314,2.4739999999999998,4.2,5.6,0.8,2,47.0,2.0,0.0,4.2,4.0,12.4,8.6,1.634,1.206,4.0,3.2,-1.8000000000000003,-3.5999999999999996,-0.31999999999999984,0.20000000000000018,2.200000000000003,-0.20000000000000007
1387749,2025-09-28 18:45:00+00:00,61,2025,94,Rennes,116,Lens,0,0,FT,3-5-2,3-4-2-1,3-5-2 vs 3-4-2-1,2,3,-1,0.8,2,49.0,1.6,1.0,4.4,5.0,12.4,16.0,1.3139999999999998,1.9600000000000002,3.8,4.8,1.0,1,47.2,1.4,0.0,5.4,4.0,16.0,13.8,2.228,1.47,6.8,6.0,-1.0,-3.5999999999999996,-0.9140000000000004,-3.0,1.7999999999999972,-0.19999999999999996
1387759,2025-10-03 18:45:00+00:00,61,2025,114,Paris FC,97,Lorient,2,0,FT,4-3-3,3-4-2-1,4-3-3 vs 3-4-2-1,5,5,0,0.6,2,52.2,1.2,0.5,5.2,5.2,14.0,13.4,1.8579999999999999,2.1160000000000005,5.2,4.8,0.8,2,41.4,3.8,0.3333333333333333,4.4,4.8,11.8,11.4,1.5739999999999998,1.844,2.0,6.0,0.7999999999999998,2.1999999999999993,0.28400000000000003,3.2,10.800000000000004,-0.20000000000000007
1387757,2025-10-04 15:00:00+00:00,61,2025,112,Metz,81,Marseille,0,3,FT,3-4-2-1,4-2-3-1,3-4-2-1 vs 4-2-3-1,4,3,1,0.6,2,52.2,1.0,1.0,2.4,5.8,9.8,14.6,1.348,2.404,4.4,6.2,0.8,2,53.4,2.6,0.5,5.4,3.4,11.2,10.2,1.8039999999999998,1.26,5.6,3.8,-3.0000000000000004,-1.3999999999999986,-0.45599999999999974,-1.1999999999999993,-1.1999999999999957,-0.20000000000000007
1387753,2025-10-04 17:00:00+00:00,61,2025,106,Stade Brestois 29,83,Nantes,0,0,FT,4-2-3-1,4-1-4-1,4-2-3-1 vs 4-1-4-1,5,2,3,0.6,2,42.4,1.2,0.5,4.0,4.6,13.2,15.0,1.642,1.9260000000000002,4.4,7.4,0.6,2,46.4,1.6,,2.8,5.4,11.0,15.2,1.048,1.536,4.2,5.6,1.2000000000000002,2.1999999999999993,0.5939999999999999,0.20000000000000018,-4.0,0.0
1387752,2025-10-04 19:05:00+00:00,61,2025,108,Auxerre,116,Lens,1,2,FT,5-4-1,3-4-2-1,5-4-1 vs 3-4-2-1,5,4,1,0.6,3,41.8,2.2,1.0,3.6,4.6,10.6,12.2,0.8640000000000001,1.5879999999999999,5.2,5.0,1.0,1,42.8,1.6,0.5,4.8,3.8,15.0,14.4,2.16,1.4259999999999997,5.2,6.0,-1.1999999999999997,-4.4,-1.296,0.0,-1.0,-0.4
