fixture_id,date,league_id,season,home_team_id,home_team_name,away_team_id,away_team_name,goals_home,goals_away,status_short,home_formation,away_formation,formation_matchup,home_injuries_count,away_injuries_count,injuries_diff,home_formation_stability_5,home_recent_formations_count,home_api_possession_5,home_api_yellow_cards_5,home_api_red_cards_5,home_api_shots_on_goal_for_5,home_api_shots_on_goal_against_5,home_api_total_shots_for_5,home_api_total_shots_against_5,home_api_expected_goals_for_5,home_api_expected_goals_against_5,home_api_corners_for_5,home_api_corners_against_5,away_formation_stability_5,away_recent_formations_count,away_api_possession_5,away_api_yellow_cards_5,away_api_red_cards_5,away_api_shots_on_goal_for_5,away_api_shots_on_goal_against_5,away_api_total_shots_for_5,away_api_total_shots_against_5,away_api_expected_goals_for_5,away_api_expected_goals_against_5,away_api_corners_for_5,away_api_corners_against_5,api_shots_on_goal_diff_5,api_total_shots_diff_5,api_expected_goals_diff_5,api_corners_diff_5,api_possession_diff_5,formation_stability_diff_5,home_expected_goals,away_expected_goals,home_team_formation_matches_before,home_team_formation_win_rate_before,home_team_formation_draw_rate_before,home_team_formation_loss_rate_before,home_team_formation_xg_for_avg_before,home_team_formation_xg_against_avg_before,home_team_formation_goal_diff_avg_before,away_team_formation_matches_before,away_team_formation_win_rate_before,away_team_formation_draw_rate_before,away_team_formation_loss_rate_before,away_team_formation_xg_for_avg_before,away_team_formation_xg_against_avg_before,away_team_formation_goal_diff_avg_before,formation_matchup_matches_before,formation_matchup_home_win_rate_before,formation_matchup_draw_rate_before,formation_matchup_away_win_rate_before,formation_matchup_avg_total_goals_before,formation_matchup_avg_xg_total_before,home_formation_signal_strength,away_formation_signal_strength,matchup_signal_strength
1387729,2025-09-14 15:15:00+00:00,61,2025,112,Metz,77,Angers,1,1,FT,4-2-3-1,4-2-3-1,4-2-3-1 vs 4-2-3-1,4,0,4,0.6666666666666666,2,44.66666666666666,1.6666666666666667,1.0,1.3333333333333333,7.0,9.0,15.333333333333334,0.9,2.2,4.0,7.0,0.3333333333333333,3,28.33333333333333,2.0,1.0,3.0,6.0,7.0,17.666666666666668,0.8133333333333334,1.41,1.3333333333333333,8.666666666666666,-1.6666666666666667,2.0,0.0866666666666666,2.666666666666667,16.333333333333332,0.3333333333333333,1.71,2.27,2,0.0,0.0,1.0,1.2000000000000002,2.99,-2.0,1,0.0,1.0,0.0,1.23,1.46,0.0,2,1.0,0.0,0.0,2.0,3.5700000000000003,weak,weak,weak
1387731,2025-09-14 15:15:00+00:00,61,2025,85,Paris Saint Germain,116,Lens,2,0,FT,4-3-3,3-4-2-1,4-3-3 vs 3-4-2-1,3,0,3,1.0,1,77.0,0.5,,5.333333333333333,2.0,17.333333333333332,7.333333333333333,1.9666666666666668,0.8666666666666667,8.666666666666666,2.333333333333333,1.0,1,55.333333333333336,1.3333333333333333,0.0,6.0,3.6666666666666665,18.0,12.666666666666666,2.146666666666667,1.46,9.0,5.333333333333333,-0.666666666666667,-0.6666666666666679,-0.1800000000000001,-0.3333333333333339,21.666666666666664,0.0,1.07,1.16,3,1.0,0.0,0.0,1.9666666666666668,0.8666666666666667,1.6666666666666667,3,0.6666666666666666,0.0,0.3333333333333333,2.146666666666667,1.46,0.6666666666666666,0,,,,,,weak,weak,weak
1387733,2025-09-14 15:15:00+00:00,61,2025,95,Strasbourg,111,Le Havre,1,0,FT,3-1-4-2,4-1-4-1,3-1-4-2 vs 4-1-4-1,6,0,6,0.6666666666666666,2,56.0,1.6666666666666667,1.0,4.0,2.0,12.0,7.666666666666667,1.34,0.8933333333333332,5.0,5.0,1.0,1,41.333333333333336,1.6666666666666667,,6.0,3.0,13.0,8.666666666666666,1.6833333333333331,1.153333333333333,3.6666666666666665,3.333333333333333,-2.0,-1.0,-0.3433333333333335,1.3333333333333337,14.666666666666664,-0.3333333333333333,1.36,0.65,0,,,,,,,3,0.3333333333333333,0.0,0.6666666666666666,1.6833333333333333,1.1533333333333333,-0.3333333333333333,0,,,,,,weak,weak,weak
1387732,2025-09-14 18:45:00+00:00,61,2025,94,Rennes,80,Lyon,3,1,FT,3-5-2,4-2-3-1,3-5-2 vs 4-2-3-1,0,4,-4,0.6666666666666666,2,46.66666666666666,1.3333333333333333,1.5,4.333333333333333,5.333333333333333,10.333333333333334,18.666666666666668,1.0033333333333332,1.9933333333333332,3.333333333333333,5.333333333333333,1.0,1,52.0,1.6666666666666667,0.0,5.666666666666667,3.0,14.0,11.333333333333334,2.4066666666666667,0.9033333333333332,7.0,6.333333333333333,-1.333333333333334,-3.666666666666666,-1.4033333333333335,-3.6666666666666665,-5.333333333333336,-0.3333333333333333,2.19,1.71,2,0.0,0.5,0.5,0.77,2.135,-2.0,3,1.0,0.0,0.0,2.4066666666666667,0.9033333333333333,1.6666666666666667,0,,,,,,weak,weak,weak
1387738,2025-09-19 18:45:00+00:00,61,2025,80,Lyon,77,Angers,1,0,FT,4-2-3-1,4-3-3,4-2-3-1 vs 4-3-3,5,1,4,1.0,1,52.0,1.75,0.5,5.5,3.5,12.5,14.25,2.2325,1.225,6.25,6.0,0.5,3,32.5,1.6666666666666667,1.0,3.25,5.75,7.75,15.5,1.1775,1.485,1.75,7.5,2.25,4.75,1.055,4.5,19.5,0.5,1.81,1.18,4,0.75,0.0,0.25,2.2325,1.225,0.75,0,,,,,,,2,1.0,0.0,0.0,4.0,4.045,weak,weak,weak
1387741,2025-09-20 15:00:00+00:00,61,2025,83,Nantes,94,Rennes,2,2,FT,4-1-4-1,3-5-2,4-1-4-1 vs 3-5-2,3,2,1,0.75,2,41.0,1.0,,2.0,5.0,8.0,16.5,0.4525,1.41,3.75,7.5,0.75,2,47.0,1.5,1.0,4.5,5.25,13.5,16.0,1.2999999999999998,1.9225,3.75,5.0,-2.5,-5.5,-0.8474999999999998,0.0,-6.0,0.0,2.11,1.37,3,0.0,0.0,1.0,0.44333333333333336,1.6533333333333333,-1.0,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.2433333333333334,1.9933333333333332,-0.6666666666666666,0,,,,,,weak,weak,weak
1387735,2025-09-20 17:00:00+00:00,61,2025,106,Stade Brestois 29,84,Nice,4,1,FT,4-2-3-1,3-4-2-1,4-2-3-1 vs 3-4-2-1,3,6,-3,1.0,1,44.25,1.5,0.5,4.25,5.75,16.5,13.25,1.6574999999999998,2.1100000000000003,4.5,5.25,1.0,1,57.5,2.5,0.0,4.75,5.25,13.75,12.0,1.2775,1.3575,6.5,3.0,-0.5,2.75,0.3799999999999999,-2.0,-13.25,0.0,2.03,2.33,0,,,,,,,4,0.5,0.0,0.5,1.2774999999999999,1.3575,0.0,2,1.0,0.0,0.0,4.5,2.98,weak,weak,weak
1387737,2025-09-20 19:05:00+00:00,61,2025,116,Lens,79,Lille,3,0,FT,3-4-2-1,4-2-3-1,3-4-2-1 vs 4-2-3-1,2,4,-2,1.0,1,49.5,1.5,0.0,5.25,4.25,16.25,13.0,1.9,1.3625,7.5,5.0,1.0,1,58.25,1.75,0.0,5.75,3.0,17.0,9.75,2.5600000000000005,1.3925,6.25,3.5,-0.5,-0.75,-0.6600000000000004,1.25,-8.75,0.0,3.54,1.9,4,0.5,0.0,0.5,1.9000000000000001,1.3625,0.0,4,0.75,0.25,0.0,2.5600000000000005,1.3925,2.0,2,0.0,0.0,1.0,4.5,3.89,weak,weak,weak
1387742,2025-09-21 13:00:00+00:00,61,2025,114,Paris FC,95,Strasbourg,2,3,FT,4-1-4-1,4-4-2,4-1-4-1 vs 4-4-2,3,7,-4,0.5,3,53.0,1.25,0.3333333333333333,6.0,4.75,14.0,14.0,1.6925,2.0525,6.0,5.0,0.5,3,54.25,1.75,1.0,4.75,1.75,11.25,8.25,1.345,0.8324999999999999,4.75,4.5,1.25,2.75,0.3475000000000001,1.25,-1.25,0.0,1.6,2.38,1,1.0,0.0,0.0,1.55,2.57,1.0,0,,,,,,,0,,,,,,weak,weak,weak
1387734,2025-09-21 15:15:00+00:00,61,2025,108,Auxerre,96,Toulouse,1,0,FT,5-4-1,3-4-3,5-4-1 vs 3-4-3,4,4,0,0.5,3,44.75,2.75,1.0,4.25,3.75,10.5,11.75,1.0750000000000002,1.3025,5.5,5.0,0.75,2,36.0,2.0,1.0,3.75,4.25,9.75,15.5,1.23,1.6475,4.5,8.0,0.5,0.75,-0.1549999999999998,1.0,8.75,-0.25,0.75,2.33,2,0.5,0.0,0.5,1.055,1.395,0.0,3,0.6666666666666666,0.0,0.3333333333333333,0.9,1.3233333333333333,0.6666666666666666,1,1.0,0.0,0.0,1.0,2.81,weak,weak,weak
1387736,2025-09-21 15:15:00+00:00,61,2025,111,Le Havre,97,Lorient,1,1,FT,4-2-3-1,3-4-2-1,4-2-3-1 vs 3-4-2-1,1,6,-5,1.0,1,43.75,1.75,0.0,4.75,4.0,12.25,8.75,1.425,1.205,3.5,3.5,0.5,2,44.0,3.25,0.5,3.25,5.75,11.5,11.5,1.5125,1.8175,2.5,6.0,1.5,0.75,-0.0874999999999999,1.0,-0.25,0.5,2.47,1.21,0,,,,,,,2,0.0,0.0,1.0,0.8200000000000001,2.875,-5.0,3,1.0,0.0,0.0,4.666666666666667,3.44,weak,weak,weak
1387740,2025-09-21 15:15:00+00:00,61,2025,91,Monaco,112,Metz,5,2,FT,4-4-2,3-4-2-1,4-4-2 vs 3-4-2-1,5,4,1,0.5,3,58.5,2.5,0.0,2.75,2.75,11.0,12.0,1.5924999999999998,1.4525,5.5,5.5,0.75,2,47.25,1.25,1.0,2.25,6.25,9.0,14.0,1.1025,2.2175,4.0,6.0,0.5,2.0,0.4899999999999997,1.5,11.25,-0.25,3.5,2.16,1,1.0,0.0,0.0,1.42,0.67,1.0,0,,,,,,,0,,,,,,weak,weak,weak
1387739,2025-09-22 18:00:00+00:00,61,2025,81,Marseille,85,Paris Saint Germain,1,0,FT,3-4-2-1,3-5-2,3-4-2-1 vs 3-5-2,2,4,-2,0.75,2,61.75,2.25,0.3333333333333333,4.75,4.0,13.75,10.5,1.8925,1.4349999999999998,7.75,3.0,1.0,1,74.75,0.6666666666666666,,5.5,2.25,16.5,8.25,1.7425000000000002,0.94,7.5,2.5,-0.75,-2.75,0.1499999999999999,0.25,-13.0,-0.25,1.14,0.67,0,,,,,,,0,,,,,,,0,,,,,,weak,weak,weak
1387750,2025-09-26 18:45:00+00:00,61,2025,95,Strasbourg,81,Marseille,1,2,FT,4-2-3-1,4-2-3-1,4-2-3-1 vs 4-2-3-1,5,3,2,0.4,4,51.2,2.4,1.0,4.6,2.6,10.6,10.2,1.552,0.986,4.2,4.4,0.6,3,55.8,2.4,0.3333333333333333,4.0,4.2,12.8,10.8,1.7420000000000002,1.2819999999999998,7.2,3.0,0.5999999999999996,-2.200000000000001,-0.1900000000000001,-3.0,-4.599999999999994,-0.1999999999999999,1.36,2.02,0,,,,,,,3,0.6666666666666666,0.0,0.3333333333333333,1.9533333333333331,1.4233333333333331,2.0,3,0.6666666666666666,0.3333333333333333,0.0,2.0,3.706666666666667,weak,weak,weak
1387745,2025-09-27 15:00:00+00:00,61,2025,97,Lorient,91,Monaco,3,1,FT,3-4-2-1,3-5-2,3-4-2-1 vs 3-5-2,6,7,-1,0.6,2,43.2,3.8,0.5,3.4,5.0,10.8,11.8,1.452,1.948,2.4,6.0,0.4,3,55.4,2.2,0.0,3.4,2.8,12.0,11.2,1.974,1.594,5.2,5.4,0.0,-1.1999999999999993,-0.5219999999999998,-2.8000000000000003,-12.199999999999996,0.1999999999999999,1.98,0.92,3,0.0,0.3333333333333333,0.6666666666666666,0.9500000000000001,2.74,-3.3333333333333335,0,,,,,,,1,1.0,0.0,0.0,1.0,1.81,weak,weak,weak
1387751,2025-09-27 17:00:00+00:00,61,2025,96,Toulouse,83,Nantes,2,2,FT,3-4-2-1,4-3-3,3-4-2-1 vs 4-3-3,4,1,3,0.8,2,40.8,2.8,0.5,3.6,3.6,10.4,13.6,1.45,1.468,4.4,7.0,0.8,2,41.4,1.2,,2.4,4.8,9.6,14.8,0.784,1.402,3.8,6.8,1.2000000000000002,0.8000000000000007,0.6659999999999999,0.6000000000000005,-0.6000000000000014,0.0,2.1,1.46,0,,,,,,,1,1.0,0.0,0.0,0.48,0.68,1.0,1,1.0,0.0,0.0,4.0,5.07,weak,weak,weak
1387748,2025-09-27 19:05:00+00:00,61,2025,85,Paris Saint Germain,108,Auxerre,2,0,FT,4-3-3,5-4-1,4-3-3 vs 5-4-1,5,4,1,0.8,2,73.4,0.75,,5.4,2.0,15.6,8.4,1.528,0.98,6.6,3.0,0.6,3,43.8,2.4,1.0,3.6,3.6,9.6,12.0,1.0100000000000002,1.508,5.0,4.8,1.8000000000000005,6.0,0.5179999999999998,1.5999999999999996,29.60000000000001,0.2,1.77,0.71,4,1.0,0.0,0.0,1.7425000000000002,0.94,1.75,3,0.6666666666666666,0.0,0.3333333333333333,0.9533333333333333,1.7066666666666668,0.3333333333333333,0,,,,,,weak,weak,weak
1387747,2025-09-28 13:00:00+00:00,61,2025,84,Nice,114,Paris FC,1,1,FT,3-4-1-2,4-3-3,3-4-1-2 vs 4-3-3,4,4,0,1.0,1,58.4,2.6,0.0,4.6,5.2,15.2,11.8,1.488,1.4919999999999998,6.6,2.8,0.4,3,54.6,1.2,0.3333333333333333,6.0,4.6,14.8,12.8,1.6740000000000002,2.118,5.6,4.4,-1.4000000000000004,0.3999999999999986,-0.1860000000000001,1.0,3.799999999999997,0.6,0.96,1.84,0,,,,,,,2,0.5,0.0,0.5,2.15,2.335,-1.0,0,,,,,,weak,weak,weak
1387743,2025-09-28 15:15:00+00:00,61,2025,77,Angers,106,Stade Brestois 29,0,2,FT,4-4-2,4-2-3-1,4-4-2 vs 4-2-3-1,1,3,-2,0.4,4,32.6,1.75,1.0,3.0,5.6,8.2,15.6,1.178,1.55,2.2,7.4,0.8,2,43.0,1.4,0.5,4.4,5.4,15.4,14.8,1.7319999999999998,2.1540000000000004,4.0,5.6,-1.4000000000000004,-7.200000000000001,-0.5539999999999998,-1.7999999999999998,-10.4,-0.4,0.48,1.56,0,,,,,,,1,1.0,0.0,0.0,2.03,2.33,3.0,0,,,,,,weak,weak,weak
1387744,2025-09-28 15:15:00+00:00,61,2025,79,Lille,80,Lyon,0,1,FT,4-2-3-1,4-3-3,4-2-3-1 vs 4-3-3,4,4,0,1.0,1,59.0,2.0,0.0,5.2,3.6,17.0,10.8,2.4280000000000004,1.822,7.0,3.6,1.0,1,55.0,1.8,0.5,5.4,3.2,13.2,13.4,2.148,1.216,6.4,5.6,-0.2000000000000001,3.8000000000000007,0.2800000000000002,0.5999999999999996,4.0,0.0,1.47,0.52,5,0.6,0.2,0.2,2.4280000000000004,1.8219999999999998,1.0,0,,,,,,,3,1.0,0.0,0.0,3.0,3.6933333333333334,medium,weak,weak
1387746,2025-09-28 15:15:00+00:00,61,2025,112,Metz,111,Le Havre,0,0,FT,3-4-2-1,4-3-3,3-4-2-1 vs 4-3-3,4,1,3,0.6,3,49.2,1.0,1.0,2.4,6.2,8.8,14.4,1.314,2.474,4.2,5.6,0.8,2,47.0,2.0,0.0,4.2,4.0,12.4,8.6,1.634,1.206,4.0,3.2,-1.8000000000000005,-3.6,-0.3199999999999998,0.2000000000000001,2.200000000000003,-0.2,0.47,0.27,1,0.0,0.0,1.0,2.16,3.5,-3.0,0,,,,,,,2,0.5,0.5,0.0,4.0,4.315,weak,weak,weak
1387749,2025-09-28 18:45:00+00:00,61,2025,94,Rennes,116,Lens,0,0,FT,3-5-2,3-4-2-1,3-5-2 vs 3-4-2-1,2,3,-1,0.8,2,49.0,1.6,1.0,4.4,5.0,12.4,16.0,1.3139999999999998,1.96,3.8,4.8,1.0,1,47.2,1.4,0.0,5.4,4.0,16.0,13.8,2.228,1.47,6.8,6.0,-1.0,-3.6,-0.9140000000000004,-3.0,1.7999999999999972,-0.1999999999999999,1.19,1.04,4,0.25,0.5,0.25,1.275,2.0225,-0.5,5,0.6,0.0,0.4,2.228,1.47,0.6,0,,,,,,weak,medium,weak
1387759,2025-10-03 18:45:00+00:00,61,2025,114,Paris FC,97,Lorient,2,0,FT,4-3-3,3-4-2-1,4-3-3 vs 3-4-2-1,5,5,0,0.6,2,52.2,1.2,0.5,5.2,5.2,14.0,13.4,1.858,2.1160000000000005,5.2,4.8,0.8,2,41.4,3.8,0.3333333333333333,4.4,4.8,11.8,11.4,1.5739999999999998,1.844,2.0,6.0,0.7999999999999998,2.1999999999999997,0.284,3.2,10.800000000000004,-0.2,1.02,0.97,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,2.0466666666666664,1.8766666666666667,-0.6666666666666666,4,0.25,0.25,0.5,1.2075,2.285,-2.0,1,1.0,0.0,0.0,2.0,2.23,weak,weak,weak
1387757,2025-10-04 15:00:00+00:00,61,2025,112,Metz,81,Marseille,0,3,FT,3-4-2-1,4-2-3-1,3-4-2-1 vs 4-2-3-1,4,3,1,0.6,2,52.2,1.0,1.0,2.4,5.8,9.8,14.6,1.348,2.404,4.4,6.2,0.8,2,53.4,2.6,0.5,5.4,3.4,11.2,10.2,1.804,1.26,5.6,3.8,-3.0000000000000004,-1.3999999999999986,-0.4559999999999997,-1.1999999999999993,-1.1999999999999955,-0.2,0.16,2.71,2,0.0,0.5,0.5,1.315,1.885,-1.5,4,0.75,0.0,0.25,1.9699999999999998,1.4075,1.75,3,0.3333333333333333,0.0,0.6666666666666666,4.0,4.406666666666666,weak,weak,weak
1387753,2025-10-04 17:00:00+00:00,61,2025,106,Stade Brestois 29,83,Nantes,0,0,FT,4-2-3-1,4-1-4-1,4-2-3-1 vs 4-1-4-1,5,2,3,0.6,2,42.4,1.2,0.5,4.0,4.6,13.2,15.0,1.642,1.926,4.4,7.4,0.6,2,46.4,1.6,,2.8,5.4,11.0,15.2,1.048,1.536,4.2,5.6,1.2000000000000002,2.1999999999999997,0.5939999999999999,0.2000000000000001,-4.0,0.0,1.51,0.15,2,1.0,0.0,0.0,1.795,1.405,2.5,4,0.0,0.25,0.75,0.86,1.5825,-0.75,1,1.0,0.0,0.0,4.0,2.36,weak,weak,weak
1387752,2025-10-04 19:05:00+00:00,61,2025,108,Auxerre,116,Lens,1,2,FT,5-4-1,3-4-2-1,5-4-1 vs 3-4-2-1,5,4,1,0.6,3,41.8,2.2,1.0,3.6,4.6,10.6,12.2,0.8640000000000001,1.588,5.2,5.0,1.0,1,42.8,1.6,0.5,4.8,3.8,15.0,14.4,2.16,1.4259999999999995,5.2,6.0,-1.1999999999999995,-4.4,-1.296,0.0,-1.0,-0.4,1.71,0.41,4,0.5,0.0,0.5,0.8925,1.7225000000000001,-0.25,6,0.5,0.16666666666666666,0.3333333333333333,2.03,1.4233333333333331,0.5,0,,,,,,weak,medium,weak
1387756,2025-10-05 13:00:00+00:00,61,2025,80,Lyon,96,Toulouse,1,2,FT,4-2-3-1,3-4-3,4-2-3-1 vs 3-4-3,4,3,1,0.8,2,55.2,2.0,0.5,5.2,2.8,12.0,12.6,1.97,1.234,5.6,3.8,0.6,3,41.4,2.6,0.5,4.6,3.6,12.4,13.4,1.748,1.602,3.8,6.0,0.6000000000000005,-0.4000000000000003,0.2219999999999999,1.7999999999999998,13.800000000000004,0.2,1.17,1.18,5,0.8,0.0,0.2,2.148,1.216,0.8,4,0.5,0.0,0.5,1.2575,1.18,0.25,1,1.0,0.0,0.0,3.0,3.02,medium,weak,weak
1387754,2025-10-05 15:15:00+00:00,61,2025,111,Le Havre,94,Rennes,2,2,FT,4-3-3,3-5-2,4-3-3 vs 3-5-2,4,3,1,0.6,3,51.2,2.2,0.0,3.8,3.4,12.6,7.4,1.568,0.948,4.4,3.0,1.0,1,56.8,1.8,0.6666666666666666,3.8,5.0,12.8,13.8,1.2579999999999998,1.826,5.2,3.2,0.0,-0.200000000000001,0.3100000000000003,-0.7999999999999998,-5.599999999999994,-0.4,1.71,1.11,1,0.0,1.0,0.0,0.27,0.47,0.0,5,0.2,0.6,0.2,1.2579999999999998,1.8259999999999998,-0.4,1,1.0,0.0,0.0,1.0,2.09,weak,medium,weak
1387758,2025-10-05 15:15:00+00:00,61,2025,91,Monaco,84,Nice,2,2,FT,4-2-3-1,3-4-3,4-2-3-1 vs 3-4-3,10,5,5,0.4,4,51.2,2.8,0.3333333333333333,3.2,3.6,10.4,13.2,1.806,1.87,5.0,5.0,0.8,2,55.8,2.4,0.0,5.2,5.4,14.8,12.4,1.522,1.738,5.8,3.0,-2.0,-4.4,0.2839999999999998,-0.7999999999999998,-4.599999999999994,-0.4,2.98,1.15,2,1.0,0.0,0.0,1.85,1.11,1.5,0,,,,,,,2,0.5,0.0,0.5,3.0,2.6849999999999996,weak,weak,weak
1387760,2025-10-05 15:15:00+00:00,61,2025,95,Strasbourg,77,Angers,5,0,FT,3-4-2-1,4-3-3,3-4-2-1 vs 4-3-3,4,1,3,0.4,4,46.8,2.4,1.0,4.0,4.4,10.6,13.0,1.7,1.33,4.6,4.6,0.4,4,37.6,1.5,,3.0,4.8,8.8,13.6,1.08,1.6780000000000002,3.8,6.8,1.0,1.799999999999999,0.6199999999999999,0.7999999999999998,9.199999999999996,0.0,4.73,0.32,2,0.5,0.0,0.5,1.7000000000000002,1.19,0.0,1,0.0,0.0,1.0,1.18,1.81,-1.0,3,0.3333333333333333,0.6666666666666666,0.0,2.6666666666666665,3.1233333333333335,weak,weak,weak
1387755,2025-10-05 18:45:00+00:00,61,2025,79,Lille,85,Paris Saint Germain,1,1,FT,4-3-3,4-3-3,4-3-3 vs 4-3-3,2,7,-5,1.0,1,59.0,2.6,0.0,4.6,3.0,17.8,8.2,2.398000000000001,1.5239999999999998,7.2,4.0,0.8,2,72.4,0.75,,6.2,2.6,15.0,9.8,1.596,1.094,6.2,3.6,-1.6000000000000003,2.8000000000000007,0.8020000000000005,1.0,-13.400000000000006,0.1999999999999999,0.65,1.5,0,,,,,,,5,1.0,0.0,0.0,1.748,0.8939999999999999,1.8,0,,,,,,weak,medium,weak
1387767,2025-10-17 18:45:00+00:00,61,2025,85,Paris Saint Germain,95,Strasbourg,3,3,FT,4-3-3,3-4-2-1,4-3-3 vs 3-4-2-1,4,4,0,0.8,2,68.0,0.8,,6.4,3.2,14.2,11.0,1.5260000000000002,1.176,4.8,4.2,0.4,4,50.2,2.4,1.0,5.6,4.2,11.2,12.2,2.29,1.3059999999999998,3.6,4.4,0.8000000000000007,3.0,-0.7639999999999998,1.1999999999999995,17.799999999999997,0.4,2.67,2.15,6,0.8333333333333334,0.16666666666666666,0.0,1.7066666666666668,0.8533333333333334,1.5,3,0.6666666666666666,0.0,0.3333333333333333,2.7100000000000004,0.8999999999999999,1.6666666666666667,2,1.0,0.0,0.0,2.0,2.11,medium,weak,weak
1387766,2025-10-18 15:00:00+00:00,61,2025,84,Nice,80,Lyon,3,2,FT,3-4-3,4-2-3-1,3-4-3 vs 4-2-3-1,5,3,2,0.6,3,51.6,2.6,1.0,4.4,5.0,13.4,14.0,1.364,2.032,6.2,3.4,0.8,2,58.4,2.2,0.5,4.2,3.0,12.0,13.2,1.65,1.358,6.4,4.2,0.2000000000000001,1.4000000000000004,-0.2859999999999998,-0.2000000000000001,-6.799999999999997,-0.2,0.6,3.39,1,0.0,1.0,0.0,1.15,2.98,0.0,6,0.6666666666666666,0.0,0.3333333333333333,1.985,1.21,0.5,0,,,,,,weak,medium,weak
1387761,2025-10-18 17:00:00+00:00,61,2025,77,Angers,91,Monaco,1,1,FT,4-2-3-1,3-4-2-1,4-2-3-1 vs 3-4-2-1,4,7,-3,0.4,3,41.2,1.6,,3.2,6.4,9.2,13.0,1.096,2.2540000000000004,4.8,4.8,0.4,3,54.4,2.6,0.25,4.2,3.8,13.2,11.4,2.152,1.516,5.6,4.8,-1.0,-4.0,-1.056,-0.7999999999999998,-13.199999999999996,0.0,1.77,1.88,2,0.0,1.0,0.0,1.75,1.585,0.0,0,,,,,,,4,0.75,0.25,0.0,4.0,3.5,weak,weak,weak
1387764,2025-10-18 19:05:00+00:00,61,2025,81,Marseille,111,Le Havre,6,2,FT,4-2-3-1,4-4-2,4-2-3-1 vs 4-4-2,4,2,2,0.8,2,53.6,3.0,0.5,5.8,2.8,13.2,9.4,1.7799999999999998,1.074,5.4,4.2,0.4,3,48.4,1.8,0.0,3.0,3.4,11.0,8.0,1.5319999999999998,0.956,3.6,3.8,2.8,2.1999999999999997,0.248,1.8000000000000005,5.200000000000003,0.4,4.19,0.48,5,0.8,0.0,0.2,2.118,1.158,2.0,0,,,,,,,0,,,,,,medium,weak,weak
1387762,2025-10-19 13:00:00+00:00,61,2025,116,Lens,114,Paris FC,2,1,FT,3-4-2-1,4-3-3,3-4-2-1 vs 4-3-3,5,4,1,1.0,1,42.8,2.8,0.6666666666666666,5.0,3.0,15.2,14.4,2.028,1.39,5.6,5.0,0.6,2,56.2,1.2,0.5,4.8,4.4,14.4,12.8,1.844,1.7440000000000002,5.0,4.8,0.2000000000000001,0.7999999999999989,0.1840000000000001,0.5999999999999996,-13.400000000000006,0.4,1.63,0.52,7,0.5714285714285714,0.14285714285714285,0.2857142857142857,1.7985714285714285,1.4642857142857142,0.5714285714285714,4,0.5,0.25,0.25,1.79,1.65,0.0,4,0.5,0.5,0.0,3.25,3.6050000000000004,medium,weak,weak
1387763,2025-10-19 15:15:00+00:00,61,2025,97,Lorient,106,Stade Brestois 29,3,3,FT,3-4-2-1,4-2-3-1,3-4-2-1 vs 4-2-3-1,5,3,2,1.0,1,39.4,3.2,0.5,3.6,5.0,9.0,12.6,1.16,2.032,2.4,5.8,0.6,2,42.0,1.4,0.5,4.6,4.0,13.4,15.0,1.75,1.7,5.0,7.4,-0.9999999999999996,-4.4,-0.5900000000000001,-2.6,-2.6000000000000014,0.4,1.2,1.59,5,0.2,0.2,0.6,1.16,2.032,-2.0,3,0.6666666666666666,0.3333333333333333,0.0,1.7,0.9866666666666667,1.6666666666666667,4,0.25,0.0,0.75,3.75,4.0225,medium,weak,weak
1387768,2025-10-19 15:15:00+00:00,61,2025,94,Rennes,108,Auxerre,2,2,FT,3-5-2,5-4-1,3-5-2 vs 5-4-1,2,3,-1,1.0,1,58.4,2.2,0.0,4.2,4.0,13.8,11.4,1.464,1.56,5.6,3.2,0.8,2,44.2,2.4,0.6666666666666666,2.4,4.2,11.8,10.4,0.904,1.282,4.8,4.4,1.8000000000000005,2.0,0.56,0.7999999999999998,14.199999999999996,0.1999999999999999,2.03,1.51,6,0.16666666666666666,0.6666666666666666,0.16666666666666666,1.2333333333333332,1.8066666666666666,-0.3333333333333333,5,0.4,0.0,0.6,1.0559999999999998,1.4600000000000002,-0.4,0,,,,,,medium,medium,weak
1387769,2025-10-19 15:15:00+00:00,61,2025,96,Toulouse,112,Metz,4,0,FT,3-4-3,3-4-2-1,3-4-3 vs 3-4-2-1,3,3,0,0.6,3,38.2,3.2,0.5,4.6,3.8,14.0,12.8,1.7280000000000002,1.642,4.2,5.8,0.6,2,50.4,0.75,1.0,2.2,6.0,8.4,16.2,1.268,2.3920000000000003,4.6,6.2,2.3999999999999995,5.6,0.4600000000000002,-0.3999999999999994,-12.199999999999996,0.0,2.54,0.08,5,0.6,0.0,0.4,1.242,1.178,0.4,3,0.0,0.3333333333333333,0.6666666666666666,0.93,2.16,-2.0,0,,,,,,medium,weak,weak
