fixture_id,date,league_id,season,home_team_id,home_team_name,away_team_id,away_team_name,goals_home,goals_away,status_short,home_formation,away_formation,formation_matchup,home_injuries_count,away_injuries_count,injuries_diff,home_formation_stability_5,home_recent_formations_count,home_api_possession_5,home_api_yellow_cards_5,home_api_red_cards_5,home_api_shots_on_goal_for_5,home_api_shots_on_goal_against_5,home_api_total_shots_for_5,home_api_total_shots_against_5,home_api_expected_goals_for_5,home_api_expected_goals_against_5,home_api_corners_for_5,home_api_corners_against_5,away_formation_stability_5,away_recent_formations_count,away_api_possession_5,away_api_yellow_cards_5,away_api_red_cards_5,away_api_shots_on_goal_for_5,away_api_shots_on_goal_against_5,away_api_total_shots_for_5,away_api_total_shots_against_5,away_api_expected_goals_for_5,away_api_expected_goals_against_5,away_api_corners_for_5,away_api_corners_against_5,api_shots_on_goal_diff_5,api_total_shots_diff_5,api_expected_goals_diff_5,api_corners_diff_5,api_possession_diff_5,formation_stability_diff_5,home_expected_goals,away_expected_goals,home_team_formation_matches_before,home_team_formation_win_rate_before,home_team_formation_draw_rate_before,home_team_formation_loss_rate_before,home_team_formation_xg_for_avg_before,home_team_formation_xg_against_avg_before,home_team_formation_goal_diff_avg_before,away_team_formation_matches_before,away_team_formation_win_rate_before,away_team_formation_draw_rate_before,away_team_formation_loss_rate_before,away_team_formation_xg_for_avg_before,away_team_formation_xg_against_avg_before,away_team_formation_goal_diff_avg_before,formation_matchup_matches_before,formation_matchup_home_win_rate_before,formation_matchup_draw_rate_before,formation_matchup_away_win_rate_before,formation_matchup_avg_total_goals_before,formation_matchup_avg_xg_total_before,home_formation_signal_strength,away_formation_signal_strength,matchup_signal_strength
1213768,2024-08-31 17:00:00+00:00,61,2024,82,Montpellier,83,Nantes,1,3,FT,4-2-3-1,4-2-3-1,4-2-3-1 vs 4-2-3-1,6,5,1,0.5,2,36.5,4.0,,4.0,7.5,8.0,19.0,1.02,2.365,4.0,7.0,1.0,1,40.5,2.5,0.0,3.5,4.5,9.5,12.0,0.955,1.41,4.0,11.0,0.5,-1.5,0.065,0.0,-4.0,-0.5,0.92,1.48,1,0.0,1.0,0.0,1.41,0.91,0.0,2,0.5,0.5,0.0,0.955,1.4100000000000001,1.0,2,0.5,0.0,0.5,2.0,2.42,weak,weak,weak
1213773,2024-08-31 19:00:00+00:00,61,2024,96,Toulouse,81,Marseille,1,3,FT,3-4-2-1,4-2-3-1,3-4-2-1 vs 4-2-3-1,0,3,-3,0.5,2,48.0,1.5,,4.5,2.5,13.5,10.5,1.345,0.875,7.0,4.5,1.0,1,58.0,1.0,,8.0,5.0,14.0,11.5,2.775,1.1,1.0,4.5,-3.5,-0.5,-1.43,6.0,-10.0,-0.5,0.99,0.84,1,0.0,1.0,0.0,0.98,1.28,0.0,2,0.5,0.5,0.0,2.775,1.1,2.0,0,,,,,,weak,weak,weak
1213770,2024-09-01 13:00:00+00:00,61,2024,91,Monaco,116,Lens,1,1,FT,4-2-3-1,3-4-1-2,4-2-3-1 vs 3-4-1-2,3,3,0,0.5,2,61.5,2.0,1.0,6.0,2.0,19.0,6.0,2.11,0.24,5.5,2.0,1.0,1,55.5,1.0,1.0,6.5,2.5,15.0,9.5,2.1,0.625,4.0,4.5,-0.5,4.0,0.0099999999999997,1.5,6.0,-0.5,1.03,2.24,1,1.0,0.0,0.0,2.26,0.03,2.0,2,1.0,0.0,0.0,2.1,0.625,1.5,0,,,,,,weak,weak,weak
1213769,2024-09-01 15:00:00+00:00,61,2024,77,Angers,84,Nice,1,4,FT,5-3-2,3-4-3,5-3-2 vs 3-4-3,3,5,-2,1.0,1,38.0,1.5,,2.5,5.0,7.0,10.5,0.485,1.055,4.5,3.0,0.5,2,56.5,4.0,,2.5,5.0,10.0,15.5,0.995,1.47,4.5,3.5,0.0,-3.0,-0.51,0.0,-18.5,0.5,1.42,2.24,2,0.0,0.0,1.0,0.485,1.055,-1.5,1,0.0,0.0,1.0,0.71,1.96,-1.0,0,,,,,,weak,weak,weak
1213771,2024-09-01 15:00:00+00:00,61,2024,111,Le Havre,108,Auxerre,3,1,FT,5-4-1,4-2-3-1,5-4-1 vs 4-2-3-1,1,4,-3,0.5,2,32.5,3.0,,3.5,7.5,9.5,17.0,1.295,1.99,3.0,5.0,0.5,2,55.0,1.0,1.0,5.0,3.5,14.0,9.0,1.535,1.075,7.5,4.0,-1.5,-4.5,-0.2400000000000002,-4.5,-22.5,0.0,2.76,0.58,1,1.0,0.0,0.0,2.38,1.11,2.0,1,0.0,0.0,1.0,1.11,1.44,-2.0,0,,,,,,weak,weak,weak
1213772,2024-09-01 15:00:00+00:00,61,2024,93,Reims,94,Rennes,2,1,FT,4-3-3,4-4-2,4-3-3 vs 4-4-2,3,1,2,1.0,1,32.5,1.5,1.0,1.5,8.5,7.5,21.5,0.475,2.635,2.0,5.0,1.0,1,44.0,3.0,,6.5,3.5,18.0,13.5,1.5699999999999998,1.39,6.0,4.5,-5.0,-10.5,-1.0949999999999998,-4.0,-11.5,0.0,1.39,0.79,2,0.0,0.5,0.5,0.475,2.635,-1.0,0,,,,,,,0,,,,,,weak,weak,weak
1213765,2024-09-01 18:45:00+00:00,61,2024,79,Lille,85,Paris Saint Germain,1,3,FT,3-4-2-1,4-3-3,3-4-2-1 vs 4-3-3,5,5,0,0.5,2,67.0,1.5,0.0,6.0,1.0,16.5,4.0,1.49,0.3249999999999999,5.5,1.0,1.0,1,72.5,0.5,,10.5,2.5,21.0,6.5,3.345,0.42,9.0,2.0,-4.5,-4.5,-1.855,-3.5,-5.5,-0.5,1.4,2.6,1,1.0,0.0,0.0,0.88,0.58,2.0,2,1.0,0.0,0.0,3.3449999999999998,0.42,4.5,0,,,,,,weak,weak,weak
1213780,2024-09-13 18:45:00+00:00,61,2024,1063,Saint Etienne,79,Lille,1,0,FT,4-1-4-1,5-4-1,4-1-4-1 vs 5-4-1,3,6,-3,0.6666666666666666,2,50.0,3.0,,3.0,6.666666666666667,12.0,17.666666666666668,0.5766666666666667,2.486666666666667,2.6666666666666665,5.333333333333333,0.6666666666666666,2,58.66666666666666,2.0,0.0,5.333333333333333,3.0,13.666666666666666,6.333333333333333,1.46,1.0833333333333333,4.666666666666667,1.0,-2.333333333333333,-1.666666666666666,-0.8833333333333333,-2.0000000000000004,-8.666666666666664,0.0,1.25,1.24,2,0.0,0.0,1.0,0.78,2.17,-1.5,1,1.0,0.0,0.0,2.1,0.07,2.0,1,0.0,0.0,1.0,2.0,3.49,weak,weak,weak
1213781,2024-09-14 15:00:00+00:00,61,2024,81,Marseille,84,Nice,2,0,FT,4-2-3-1,3-4-3,4-2-3-1 vs 3-4-3,2,5,-3,1.0,1,64.0,1.3333333333333333,0.0,6.666666666666667,3.6666666666666665,13.333333333333334,8.666666666666666,2.13,1.0633333333333337,1.6666666666666667,3.6666666666666665,0.6666666666666666,2,53.0,4.0,1.0,4.666666666666667,5.666666666666667,11.333333333333334,15.0,1.41,1.4533333333333331,5.333333333333333,3.6666666666666665,2.0,2.0,0.7199999999999998,-3.666666666666666,11.0,0.3333333333333333,0.67,2.05,3,0.6666666666666666,0.3333333333333333,0.0,2.13,1.0633333333333335,2.0,2,0.5,0.0,0.5,1.475,1.69,1.0,0,,,,,,weak,weak,weak
1213774,2024-09-14 17:00:00+00:00,61,2024,108,Auxerre,91,Monaco,0,3,FT,3-4-2-1,4-2-3-1,3-4-2-1 vs 4-2-3-1,4,3,1,0.6666666666666666,2,53.66666666666666,3.0,1.0,4.333333333333333,5.0,11.666666666666666,13.333333333333334,1.2166666666666668,1.6366666666666667,5.666666666666667,3.333333333333333,0.6666666666666666,2,61.333333333333336,1.6666666666666667,1.0,5.0,2.6666666666666665,17.333333333333332,8.0,1.75,0.9066666666666668,6.0,3.6666666666666665,-0.666666666666667,-5.666666666666666,-0.5333333333333332,-0.333333333333333,-7.666666666666671,0.0,0.56,3.49,0,,,,,,,2,0.5,0.5,0.0,1.645,1.135,1.0,1,0.0,0.0,1.0,4.0,1.83,weak,weak,weak
1213782,2024-09-14 19:00:00+00:00,61,2024,85,Paris Saint Germain,106,Stade Brestois 29,3,1,FT,4-3-3,4-3-3,4-3-3 vs 4-3-3,5,2,3,1.0,1,67.66666666666667,1.0,,9.333333333333334,3.0,17.666666666666668,7.0,3.0966666666666662,0.7466666666666666,6.333333333333333,2.333333333333333,1.0,1,48.333333333333336,2.333333333333333,0.0,6.0,4.666666666666667,14.333333333333334,11.0,1.7666666666666668,1.84,4.666666666666667,2.333333333333333,3.333333333333334,3.333333333333334,1.3299999999999994,1.666666666666666,19.333333333333336,0.0,2.88,0.97,3,1.0,0.0,0.0,3.0966666666666662,0.7466666666666666,3.6666666666666665,3,0.3333333333333333,0.0,0.6666666666666666,1.7666666666666668,1.8399999999999999,-0.6666666666666666,1,0.0,0.0,1.0,5.0,3.08,weak,weak,weak
1213775,2024-09-15 13:00:00+00:00,61,2024,94,Rennes,82,Montpellier,3,0,FT,3-4-3,4-2-3-1,3-4-3 vs 4-2-3-1,2,6,-4,0.6666666666666666,2,45.0,2.333333333333333,,6.0,4.666666666666667,16.333333333333332,12.666666666666666,1.3099999999999998,1.39,5.666666666666667,4.0,0.6666666666666666,2,47.333333333333336,3.333333333333333,,4.0,6.333333333333333,8.666666666666666,15.666666666666666,0.9866666666666668,2.07,5.333333333333333,5.666666666666667,2.0,7.666666666666666,0.3233333333333331,0.3333333333333339,-2.333333333333336,0.0,1.29,0.33,0,,,,,,,2,0.0,0.5,0.5,1.165,1.195,-1.0,1,0.0,1.0,0.0,0.0,2.1799999999999997,weak,weak,weak
1213777,2024-09-15 15:00:00+00:00,61,2024,83,Nantes,93,Reims,1,2,FT,4-2-3-1,4-3-3,4-2-3-1 vs 4-3-3,3,4,-1,1.0,1,37.333333333333336,2.333333333333333,0.0,3.6666666666666665,4.333333333333333,9.333333333333334,11.333333333333334,1.13,1.2466666666666668,3.6666666666666665,10.0,1.0,1,39.333333333333336,1.6666666666666667,1.0,3.333333333333333,7.333333333333333,8.666666666666666,18.666666666666668,0.7799999999999999,2.02,2.333333333333333,5.0,0.333333333333333,0.6666666666666679,0.35,1.333333333333333,-2.0,0.0,1.53,0.51,3,0.6666666666666666,0.3333333333333333,0.0,1.13,1.2466666666666668,1.3333333333333333,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.7799999999999999,2.02,-0.3333333333333333,1,0.0,1.0,0.0,4.0,4.05,weak,weak,weak
1213778,2024-09-15 15:00:00+00:00,61,2024,96,Toulouse,111,Le Havre,2,0,FT,3-4-2-1,5-4-1,3-4-2-1 vs 5-4-1,2,1,1,0.6666666666666666,2,40.0,2.333333333333333,1.0,3.333333333333333,3.0,10.0,11.0,1.2266666666666666,0.8633333333333333,5.333333333333333,4.0,0.6666666666666666,2,38.0,2.333333333333333,0.0,5.0,6.0,13.666666666666666,13.666666666666666,1.7833333333333332,1.5200000000000002,2.6666666666666665,4.0,-1.6666666666666663,-3.666666666666666,-0.5566666666666666,2.6666666666666665,2.0,0.0,1.32,0.21,2,0.0,0.5,0.5,0.985,1.06,-1.0,2,1.0,0.0,0.0,2.57,0.845,2.0,0,,,,,,weak,weak,weak
1213779,2024-09-15 15:00:00+00:00,61,2024,95,Strasbourg,77,Angers,1,1,FT,4-4-2,4-2-3-1,4-4-2 vs 4-2-3-1,5,2,3,0.3333333333333333,3,56.66666666666666,2.333333333333333,,5.666666666666667,7.333333333333333,12.333333333333334,14.0,1.45,1.8066666666666664,2.6666666666666665,6.666666666666667,1.0,1,43.333333333333336,3.0,0.0,4.0,6.333333333333333,9.333333333333334,11.666666666666666,0.7966666666666665,1.45,4.333333333333333,4.333333333333333,1.666666666666667,3.0,0.6533333333333334,-1.6666666666666663,13.333333333333329,-0.6666666666666667,2.26,0.92,0,,,,,,,0,,,,,,,0,,,,,,weak,weak,weak
1213776,2024-09-15 18:45:00+00:00,61,2024,116,Lens,80,Lyon,0,0,FT,3-4-1-2,3-5-2,3-4-1-2 vs 3-5-2,1,0,1,1.0,1,50.0,2.0,1.0,5.666666666666667,2.6666666666666665,14.0,11.0,2.146666666666667,0.7600000000000001,5.0,5.333333333333333,0.3333333333333333,3,46.333333333333336,2.0,0.0,4.666666666666667,7.333333333333333,12.333333333333334,19.33333333333333,1.67,2.3433333333333333,5.333333333333333,5.0,1.0,1.666666666666666,0.476666666666667,-0.333333333333333,3.666666666666664,0.6666666666666667,1.05,0.56,3,0.6666666666666666,0.3333333333333333,0.0,2.146666666666667,0.7600000000000001,1.0,1,1.0,0.0,0.0,2.92,2.72,1.0,0,,,,,,weak,weak,weak
1213784,2024-09-20 18:45:00+00:00,61,2024,84,Nice,1063,Saint Etienne,8,0,FT,3-4-3,4-3-3,3-4-3 vs 4-3-3,3,4,-1,0.75,2,50.75,3.333333333333333,0.5,4.5,5.5,11.5,13.75,1.57,1.2574999999999998,4.5,3.0,0.75,2,44.75,2.5,,3.5,6.0,11.5,17.5,0.745,2.175,2.5,5.75,1.0,0.0,0.8250000000000001,2.0,6.0,0.0,4.73,0.32,3,0.3333333333333333,0.0,0.6666666666666666,1.6666666666666667,1.3499999999999999,0.0,0,,,,,,,0,,,,,,weak,weak,weak
1213789,2024-09-21 15:00:00+00:00,61,2024,79,Lille,95,Strasbourg,3,3,FT,4-2-3-1,4-1-4-1,4-2-3-1 vs 4-1-4-1,6,5,1,0.5,2,61.75,1.75,0.0,5.0,3.5,14.5,7.25,1.405,1.125,5.25,1.25,0.25,4,55.25,2.75,,5.5,6.0,11.75,13.5,1.6525,1.585,3.5,7.25,-0.5,2.75,-0.2474999999999998,1.75,6.5,0.25,2.75,3.23,0,,,,,,,0,,,,,,,0,,,,,,weak,weak,weak
1213790,2024-09-21 17:00:00+00:00,61,2024,94,Rennes,116,Lens,1,1,FT,3-4-2-1,3-4-1-2,3-4-2-1 vs 3-4-1-2,3,3,0,0.5,3,46.5,2.0,,6.0,4.5,15.0,12.5,1.305,1.125,5.0,4.0,1.0,1,51.0,2.0,1.0,5.5,2.75,13.5,10.25,1.8725,0.7100000000000001,5.0,6.0,0.5,1.5,-0.5675000000000001,0.0,-4.5,-0.5,1.37,0.56,0,,,,,,,4,0.5,0.5,0.0,1.8725,0.7100000000000001,0.75,0,,,,,,weak,weak,weak
1213785,2024-09-21 19:00:00+00:00,61,2024,93,Reims,85,Paris Saint Germain,1,1,FT,4-3-3,4-3-3,4-3-3 vs 4-3-3,3,6,-3,1.0,1,43.25,1.5,1.0,3.5,7.0,9.25,18.5,0.7124999999999999,1.8975,2.5,5.25,1.0,1,67.5,1.25,,9.25,3.0,18.75,6.5,3.0424999999999995,0.8025,7.0,2.0,-5.75,-9.5,-2.33,-4.5,-24.25,0.0,0.31,1.59,4,0.5,0.25,0.25,0.7124999999999999,1.8975,0.0,4,1.0,0.0,0.0,3.0424999999999995,0.8025,3.25,2,0.5,0.0,0.5,4.5,3.465,weak,weak,weak
1213791,2024-09-22 13:00:00+00:00,61,2024,91,Monaco,111,Le Havre,3,1,FT,4-4-2,3-5-1-1,4-4-2 vs 3-5-1-1,3,1,2,0.75,2,60.75,1.25,1.0,6.0,2.75,17.75,9.25,2.185,0.8200000000000001,6.0,3.0,0.75,2,40.0,2.0,0.0,4.5,6.25,11.5,14.0,1.39,1.4700000000000002,3.25,4.5,1.5,6.25,0.7950000000000002,2.75,20.75,0.0,1.98,0.57,1,1.0,0.0,0.0,1.96,0.45,1.0,0,,,,,,,0,,,,,,weak,weak,weak
1213786,2024-09-22 15:00:00+00:00,61,2024,106,Stade Brestois 29,96,Toulouse,2,0,FT,4-3-1-2,3-4-2-1,4-3-1-2 vs 3-4-2-1,2,1,1,1.0,1,44.5,2.5,0.0,5.25,5.75,12.0,13.75,1.5675,2.1,3.75,4.0,0.75,2,43.5,2.0,1.0,4.25,3.0,11.25,9.5,1.25,0.7,5.5,4.25,1.0,0.75,0.3175000000000001,-1.75,1.0,0.25,0.43,2.77,0,,,,,,,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0966666666666667,0.7766666666666667,0.0,0,,,,,,weak,weak,weak
1213787,2024-09-22 15:00:00+00:00,61,2024,77,Angers,83,Nantes,1,1,FT,4-2-3-1,4-2-3-1,4-2-3-1 vs 4-2-3-1,4,4,0,0.75,2,44.75,2.5,0.0,3.5,6.0,10.0,11.25,0.8274999999999999,1.6525,5.5,4.75,1.0,1,39.25,2.5,0.0,4.25,4.25,11.5,11.25,1.23,1.0625,4.25,8.25,-0.75,-1.5,-0.4025000000000001,1.25,5.5,-0.25,0.85,0.62,1,0.0,1.0,0.0,0.92,2.26,0.0,4,0.5,0.25,0.25,1.23,1.0625,0.75,3,0.3333333333333333,0.0,0.6666666666666666,2.6666666666666665,2.4133333333333336,weak,weak,weak
1213788,2024-09-22 15:00:00+00:00,61,2024,82,Montpellier,108,Auxerre,3,2,FT,4-2-3-1,5-4-1,4-2-3-1 vs 5-4-1,7,3,4,0.75,2,47.75,3.25,,4.0,6.25,9.5,14.5,0.8225,1.875,5.0,5.0,0.5,3,50.5,3.0,1.0,4.0,6.0,12.0,14.75,1.0525000000000002,2.1,4.5,4.0,0.0,-2.5,-0.2300000000000002,0.5,-2.75,0.25,2.04,1.27,3,0.0,0.3333333333333333,0.6666666666666666,0.8866666666666667,1.2266666666666668,-1.6666666666666667,0,,,,,,,0,,,,,,weak,weak,weak
