fixture_id,league_id,season,team_id,team_name,player_id,player_name,type,reason,date
1387706,61,2025,81,Marseille,6231,Facundo Medina,Missing Fixture,Red card Suspended,2025-08-15T18:45:00+00:00
1387706,61,2025,94,Rennes,126757,Lilian Brassier,Missing Fixture,Injury to the ankle,2025-08-15T18:45:00+00:00
1387706,61,2025,94,Rennes,196187,Alidu Seidu,Missing Fixture,Injured Doubtful,2025-08-15T18:45:00+00:00
1387701,61,2025,116,Lens,21635,Jonathan Gradit,Missing Fixture,Red card Suspended,2025-08-16T15:00:00+00:00
1387701,61,2025,116,Lens,237191,Jhoanner Stalin Chavez Quinter,Missing Fixture,Injured Doubtful,2025-08-16T15:00:00+00:00
1387701,61,2025,116,Lens,326073,Remy Labeau Lascary,Missing Fixture,Injured Doubtful,2025-08-16T15:00:00+00:00
1387698,61,2025,114,Paris FC,8474,Thibault De Smet,Missing Fixture,Red card Suspended,2025-08-17T15:15:00+00:00
1387703,61,2025,111,Le Havre,2336,Loic Nego,Missing Fixture,Red card Suspended,2025-08-16T17:00:00+00:00
1387703,61,2025,111,Le Havre,20521,Thomas Delaine,Missing Fixture,Injured Doubtful,2025-08-16T17:00:00+00:00
1387703,61,2025,91,Monaco,326176,Soungoutou Magassa,Missing Fixture,Red card Suspended,2025-08-16T17:00:00+00:00
1387703,61,2025,111,Le Havre,339633,Andy Elysee Logbo,Missing Fixture,Shoulder injury,2025-08-16T17:00:00+00:00
1387705,61,2025,84,Nice,22163,Dante Bonfim Costa,Missing Fixture,Injured Doubtful,2025-08-16T19:05:00+00:00
1387705,61,2025,84,Nice,1914,Morgan Sanson,Missing Fixture,injured,2025-08-16T19:05:00+00:00
1387705,61,2025,96,Toulouse,25533,Niklas Schmidt,Missing Fixture,Ruptured cruciate ligament,2025-08-16T19:05:00+00:00
1387705,61,2025,84,Nice,662,Tanguy Ndombele Alvaro,Missing Fixture,Pubalgia,2025-08-16T19:05:00+00:00
1387705,61,2025,96,Toulouse,15793,Rasmus Nicolaisen,Missing Fixture,Injured Doubtful,2025-08-16T19:05:00+00:00
1387705,61,2025,96,Toulouse,50956,Cristhian Casseres Jr,Missing Fixture,Red card Suspended,2025-08-16T19:05:00+00:00
1387705,61,2025,96,Toulouse,118345,Abu Francis,Missing Fixture,injured,2025-08-16T19:05:00+00:00
1387705,61,2025,96,Toulouse,489903,Ilyas Azizi,Missing Fixture,injured,2025-08-16T19:05:00+00:00
1387705,61,2025,96,Toulouse,334952,Rafik Messali,Missing Fixture,injured,2025-08-16T19:05:00+00:00
1387700,61,2025,79,Lille,264,Thomas Meunier,Missing Fixture,injured,2025-08-17T13:00:00+00:00
1387700,61,2025,79,Lille,48392,Edon Zhegrova,Missing Fixture,Adductor problems,2025-08-17T13:00:00+00:00
1387700,61,2025,106,Stade Brestois 29,369556,Justin Bourgault,Missing Fixture,Injured Doubtful,2025-08-17T13:00:00+00:00
1387699,61,2025,108,Auxerre,162466,Sinaly Diomande,Missing Fixture,Red card Suspended,2025-08-17T15:15:00+00:00
1387699,61,2025,108,Auxerre,335064,Nathan Buayi-Kiala,Missing Fixture,Cruciate ligament injury,2025-08-17T15:15:00+00:00
1387699,61,2025,97,Lorient,23363,Noah Cadiou,Missing Fixture,injured,2025-08-17T15:15:00+00:00
1387702,61,2025,112,Metz,20529,Gauthier Hein,Missing Fixture,Red card Suspended,2025-08-17T15:15:00+00:00
1387702,61,2025,95,Strasbourg,147835,Andrew Omobamidele,Missing Fixture,Injured Doubtful,2025-08-17T15:15:00+00:00
1387702,61,2025,95,Strasbourg,395762,Mathis Amougou,Missing Fixture,Injured Doubtful,2025-08-17T15:15:00+00:00
1387704,61,2025,85,Paris Saint Germain,1146,Nordi Mukiele,Missing Fixture,Injury,2025-08-17T18:45:00+00:00
1387704,61,2025,85,Paris Saint Germain,409216,Senny Mayulu,Missing Fixture,adductor injury,2025-08-17T18:45:00+00:00
1387713,61,2025,85,Paris Saint Germain,262,Kimpembe Presnel,Missing Fixture,Injured Doubtful,2025-08-22T18:45:00+00:00
1387713,61,2025,77,Angers,289555,Louis Mouton,Missing Fixture,Suspension,2025-08-22T18:45:00+00:00
1387713,61,2025,85,Paris Saint Germain,409216,Senny Mayulu,Missing Fixture,Injury,2025-08-22T18:45:00+00:00
1387711,61,2025,81,Marseille,272,Adrien Rabiot,Missing Fixture,other,2025-08-23T15:00:00+00:00
1387711,61,2025,81,Marseille,278095,Jonathan Rowe,Missing Fixture,other,2025-08-23T15:00:00+00:00
1387712,61,2025,84,Nice,22163,Dante Bonfim Costa,Missing Fixture,Injured Doubtful,2025-08-23T17:00:00+00:00
1387712,61,2025,84,Nice,1914,Morgan Sanson,Missing Fixture,injured,2025-08-23T17:00:00+00:00
