fixture_id,date,league_id,season,home_team_id,home_team_name,away_team_id,away_team_name,goals_home,goals_away,status_short,home_formation,away_formation,formation_matchup,home_injuries_count,away_injuries_count,injuries_diff,home_shots_on_goal,away_shots_on_goal,home_total_shots,away_total_shots,home_ball_possession,away_ball_possession,home_corner_kicks,away_corner_kicks,home_fouls,away_fouls,home_yellow_cards,away_yellow_cards,home_red_cards,away_red_cards,home_expected_goals,away_expected_goals
1213840,2024-11-10T16:00:00+00:00,61,2024,111,Le Havre,93,Reims,0,3,FT,3-4-2-1,4-3-3,3-4-2-1 vs 4-3-3,6,2,4,3,7,10,18,55,45,8,7,10,17,1.0,4.0,,,1.63,2.65
1213838,2024-11-10T19:45:00+00:00,61,2024,80,Lyon,1063,Saint Etienne,1,0,FT,4-3-3,4-1-4-1,4-3-3 vs 4-1-4-1,1,4,-3,7,6,17,10,62,38,7,6,11,13,3.0,2.0,,,1.17,0.68
1213852,2024-11-22T18:00:00+00:00,61,2024,91,Monaco,106,Stade Brestois 29,3,2,FT,4-2-3-1,4-3-3,4-2-3-1 vs 4-3-3,5,4,1,4,4,10,12,52,48,2,8,7,12,2.0,2.0,,,2.7,1.04
1213846,2024-11-22T20:00:00+00:00,61,2024,85,Paris Saint Germain,96,Toulouse,3,0,FT,4-2-3-1,3-4-2-1,4-2-3-1 vs 3-4-2-1,5,1,4,8,2,17,11,73,27,7,5,11,14,1.0,2.0,,,1.16,1.39
1213847,2024-11-23T16:00:00+00:00,61,2024,116,Lens,81,Marseille,1,3,FT,3-4-2-1,3-5-2,3-4-2-1 vs 3-5-2,7,7,0,7,4,16,10,45,55,6,0,17,9,3.0,3.0,,,2.72,1.21
1213849,2024-11-23T18:00:00+00:00,61,2024,1063,Saint Etienne,82,Montpellier,1,0,FT,5-4-1,4-2-3-1,5-4-1 vs 4-2-3-1,4,8,-4,4,3,11,11,33,67,5,11,19,11,3.0,5.0,,,1.49,0.95
1213854,2024-11-23T20:00:00+00:00,61,2024,93,Reims,80,Lyon,1,1,FT,4-2-3-1,4-2-3-1,4-2-3-1 vs 4-2-3-1,6,3,3,6,7,14,13,40,60,4,2,11,13,2.0,0.0,,,1.01,1.7
1213850,2024-11-24T14:00:00+00:00,61,2024,79,Lille,94,Rennes,1,0,FT,4-2-3-1,3-4-2-1,4-2-3-1 vs 3-4-2-1,6,2,4,2,1,5,4,53,47,3,3,19,16,3.0,2.0,,,0.41,0.18
1213851,2024-11-24T16:00:00+00:00,61,2024,83,Nantes,111,Le Havre,0,2,FT,4-2-3-1,3-4-2-1,4-2-3-1 vs 3-4-2-1,3,7,-4,4,5,18,7,71,29,10,2,15,12,2.0,1.0,,,0.87,0.81
1213853,2024-11-24T16:00:00+00:00,61,2024,108,Auxerre,77,Angers,1,0,FT,3-4-2-1,4-2-3-1,3-4-2-1 vs 4-2-3-1,3,4,-1,6,5,10,10,48,52,2,2,13,7,4.0,1.0,,,0.59,0.88
1213848,2024-11-24T19:45:00+00:00,61,2024,84,Nice,95,Strasbourg,2,1,FT,4-4-2,4-4-2,4-4-2 vs 4-4-2,5,5,0,5,3,15,10,54,46,4,7,16,8,2.0,0.0,,,2.12,0.32
1213855,2024-11-29T19:45:00+00:00,61,2024,93,Reims,116,Lens,0,2,FT,4-3-3,4-2-3-1,4-3-3 vs 4-2-3-1,5,5,0,3,6,16,11,52,48,3,1,14,12,1.0,2.0,,,0.85,1.82
1213856,2024-11-30T16:00:00+00:00,61,2024,94,Rennes,1063,Saint Etienne,5,0,FT,3-4-2-1,5-4-1,3-4-2-1 vs 5-4-1,2,5,-3,9,0,18,2,72,28,6,1,14,12,0.0,1.0,0.0,1.0,3.36,0.11
1213859,2024-11-30T18:00:00+00:00,61,2024,106,Stade Brestois 29,95,Strasbourg,3,1,FT,4-2-3-1,4-2-3-1,4-2-3-1 vs 4-2-3-1,4,6,-2,8,4,11,12,38,62,4,3,15,8,3.0,2.0,,,2.46,1.02
1213861,2024-11-30T20:00:00+00:00,61,2024,85,Paris Saint Germain,83,Nantes,1,1,FT,4-3-3,5-3-2,4-3-3 vs 5-3-2,2,1,1,10,2,24,5,84,16,9,3,3,6,,,,,2.73,0.65
1213860,2024-12-01T14:00:00+00:00,61,2024,82,Montpellier,79,Lille,2,2,FT,4-2-3-1,4-2-3-1,4-2-3-1 vs 4-2-3-1,7,5,2,5,4,11,13,42,58,7,2,9,21,4.0,5.0,1.0,1.0,1.47,2.22
1213863,2024-12-01T16:00:00+00:00,61,2024,80,Lyon,84,Nice,4,1,FT,4-3-3,4-3-3,4-3-3 vs 4-3-3,1,9,-8,8,7,16,16,53,47,5,4,11,11,1.0,2.0,,,2.86,2.16
1213858,2024-12-01T16:00:00+00:00,61,2024,96,Toulouse,108,Auxerre,2,0,FT,3-4-2-1,5-4-1,3-4-2-1 vs 5-4-1,1,3,-2,7,0,12,4,51,49,6,2,14,12,,,,,2.33,0.12
1213857,2024-12-01T16:00:00+00:00,61,2024,111,Le Havre,77,Angers,0,1,FT,3-4-2-1,4-2-3-1,3-4-2-1 vs 4-2-3-1,5,4,1,1,3,5,13,56,44,2,4,8,10,2.0,0.0,,,0.17,2.15
1213862,2024-12-01T19:45:00+00:00,61,2024,81,Marseille,91,Monaco,2,1,FT,3-4-2-1,4-2-3-1,3-4-2-1 vs 4-2-3-1,6,4,2,4,4,9,7,63,37,5,3,15,16,0.0,1.0,,,1.94,1.02
1213868,2024-12-06T18:00:00+00:00,61,2024,79,Lille,106,Stade Brestois 29,3,1,FT,4-2-3-1,4-2-3-1,4-2-3-1 vs 4-2-3-1,6,5,1,6,3,10,7,62,38,2,1,13,16,1.0,1.0,,,2.51,0.65
1213865,2024-12-06T20:00:00+00:00,61,2024,108,Auxerre,85,Paris Saint Germain,0,0,FT,3-4-2-1,4-3-3,3-4-2-1 vs 4-3-3,3,2,1,2,11,6,24,27,73,3,15,8,7,2.0,1.0,,,0.29,2.51
1213872,2024-12-07T16:00:00+00:00,61,2024,91,Monaco,96,Toulouse,2,0,FT,4-2-3-1,3-4-2-1,4-2-3-1 vs 3-4-2-1,4,1,3,5,3,19,6,58,42,2,3,15,16,2.0,2.0,,,3.23,0.51
1213864,2024-12-07T18:00:00+00:00,61,2024,84,Nice,111,Le Havre,2,1,FT,4-3-1-2,3-5-1-1,4-3-1-2 vs 3-5-1-1,9,3,6,5,2,17,12,51,49,5,8,10,10,3.0,2.0,,,2.03,1.01
1213867,2024-12-07T20:00:00+00:00,61,2024,77,Angers,80,Lyon,0,3,FT,4-2-3-1,4-3-3,4-2-3-1 vs 4-3-3,3,2,1,2,10,10,16,36,64,2,7,13,13,0.0,2.0,,,0.63,2.03
1213869,2024-12-08T14:00:00+00:00,61,2024,116,Lens,82,Montpellier,2,0,FT,4-2-3-1,3-4-1-2,4-2-3-1 vs 3-4-1-2,4,8,-4,3,4,17,7,55,45,6,3,15,7,2.0,3.0,,,1.27,1.1
1213871,2024-12-08T16:00:00+00:00,61,2024,83,Nantes,94,Rennes,1,0,FT,5-3-2,3-4-2-1,5-3-2 vs 3-4-2-1,1,2,-1,2,3,14,5,46,54,5,5,15,9,1.0,1.0,0.0,1.0,1.19,0.39
1213870,2024-12-08T16:00:00+00:00,61,2024,95,Strasbourg,93,Reims,0,0,FT,4-2-3-1,4-2-3-1,4-2-3-1 vs 4-2-3-1,5,5,0,2,3,7,10,48,52,3,2,13,16,1.0,2.0,,,0.8,1.11
1213866,2024-12-08T19:45:00+00:00,61,2024,1063,Saint Etienne,81,Marseille,0,2,FT,5-4-1,3-4-2-1,5-4-1 vs 3-4-2-1,8,6,2,2,10,3,21,31,69,0,9,13,10,1.0,1.0,,,0.16,2.51
1213877,2024-12-13T19:45:00+00:00,61,2024,96,Toulouse,1063,Saint Etienne,2,1,FT,3-4-2-1,3-5-2,3-4-2-1 vs 3-5-2,1,9,-8,4,2,11,3,39,61,2,3,16,15,3.0,4.0,,,1.41,0.52
1213880,2024-12-14T16:00:00+00:00,61,2024,81,Marseille,79,Lille,1,1,FT,3-4-2-1,4-2-3-1,3-4-2-1 vs 4-2-3-1,5,5,0,3,5,9,10,56,44,3,8,14,9,1.0,3.0,1.0,0.0,1.27,1.44
1213876,2024-12-14T18:00:00+00:00,61,2024,108,Auxerre,116,Lens,2,2,FT,3-4-2-1,4-2-3-1,3-4-2-1 vs 4-2-3-1,5,5,0,3,5,10,16,39,61,3,5,10,10,3.0,1.0,,,0.58,1.61
1213875,2024-12-14T20:00:00+00:00,61,2024,93,Reims,91,Monaco,0,0,FT,4-2-3-1,3-4-2-1,4-2-3-1 vs 3-4-2-1,5,7,-2,0,3,8,14,37,63,1,4,15,22,1.0,3.0,,,1.51,1.3
1213878,2024-12-15T14:00:00+00:00,61,2024,82,Montpellier,84,Nice,2,2,FT,4-2-3-1,4-1-4-1,4-2-3-1 vs 4-1-4-1,4,9,-5,8,6,21,18,52,48,9,4,15,13,1.0,2.0,,,1.97,1.12
1213873,2024-12-15T16:00:00+00:00,61,2024,94,Rennes,77,Angers,2,0,FT,3-5-1-1,4-2-3-1,3-5-1-1 vs 4-2-3-1,3,3,0,4,0,7,3,45,55,2,1,18,12,3.0,1.0,,,0.56,0.36
1213879,2024-12-15T16:00:00+00:00,61,2024,106,Stade Brestois 29,83,Nantes,4,1,FT,4-3-1-2,5-3-2,4-3-1-2 vs 5-3-2,6,1,5,8,7,13,16,52,48,0,5,10,14,3.0,3.0,,,1.99,1.15
1213874,2024-12-15T16:00:00+00:00,61,2024,111,Le Havre,95,Strasbourg,0,3,FT,3-3-3-1,4-4-2,3-3-3-1 vs 4-4-2,5,3,2,1,5,10,9,56,44,3,2,11,7,0.0,1.0,,,0.86,0.99
1213881,2024-12-15T19:45:00+00:00,61,2024,85,Paris Saint Germain,80,Lyon,3,1,FT,4-3-3,4-1-4-1,4-3-3 vs 4-1-4-1,2,0,2,6,3,13,7,68,32,4,3,7,8,2.0,3.0,,,2.88,1.46
1213882,2024-12-18T20:00:00+00:00,61,2024,91,Monaco,85,Paris Saint Germain,2,4,FT,4-2-3-1,4-3-3,4-2-3-1 vs 4-3-3,8,3,5,5,12,15,17,40,60,1,9,11,11,2.0,0.0,,,2.48,1.77
1213890,2025-01-03T20:00:00+00:00,61,2024,84,Nice,94,Rennes,3,2,FT,4-2-3-1,3-4-2-1,4-2-3-1 vs 3-4-2-1,7,2,5,6,5,9,10,46,54,3,3,11,14,3.0,3.0,1.0,0.0,1.5,1.71
1213885,2025-01-04T16:00:00+00:00,61,2024,1063,Saint Etienne,93,Reims,3,1,FT,4-3-3,4-3-3,4-3-3 vs 4-3-3,7,4,3,4,1,14,11,53,47,6,9,19,10,2.0,1.0,,,2.22,1.11
1213887,2025-01-04T18:00:00+00:00,61,2024,79,Lille,83,Nantes,1,1,FT,4-2-3-1,4-1-4-1,4-2-3-1 vs 4-1-4-1,6,2,4,3,2,13,6,71,29,2,0,6,10,1.0,2.0,,,1.19,1.33
1213883,2025-01-04T20:00:00+00:00,61,2024,80,Lyon,82,Montpellier,1,0,FT,4-3-3,3-4-2-1,4-3-3 vs 3-4-2-1,2,8,-6,2,6,12,16,58,42,3,5,8,10,1.0,2.0,,,1.35,1.17
1213886,2025-01-05T14:00:00+00:00,61,2024,77,Angers,106,Stade Brestois 29,2,0,FT,4-2-3-1,4-3-3,4-2-3-1 vs 4-3-3,3,5,-2,2,4,7,12,38,62,2,4,14,11,2.0,1.0,,,1.78,0.98
1213889,2025-01-05T14:00:00+00:00,61,2024,95,Strasbourg,108,Auxerre,3,1,FT,4-4-2,3-4-3,4-4-2 vs 3-4-3,5,6,-1,4,7,11,14,60,40,4,3,10,13,1.0,2.0,,,2.42,1.38
1213884,2025-01-05T14:00:00+00:00,61,2024,116,Lens,96,Toulouse,0,1,FT,4-2-3-1,3-4-2-1,4-2-3-1 vs 3-4-2-1,8,2,6,1,4,14,8,66,34,7,1,20,12,5.0,2.0,1.0,0.0,1.41,2.03
1213888,2025-01-05T19:45:00+00:00,61,2024,81,Marseille,111,Le Havre,5,1,FT,3-4-2-1,3-5-2,3-4-2-1 vs 3-5-2,6,4,2,9,1,15,4,70,30,4,0,12,6,1.0,0.0,,,3.23,0.45
1213892,2025-01-10T18:00:00+00:00,61,2024,83,Nantes,91,Monaco,2,2,FT,4-1-4-1,3-4-2-1,4-1-4-1 vs 3-4-2-1,2,3,-1,4,7,10,15,31,69,3,11,17,14,3.0,0.0,,,0.81,3.59
1213893,2025-01-10T20:05:00+00:00,61,2024,108,Auxerre,79,Lille,0,0,FT,5-4-1,4-2-3-1,5-4-1 vs 4-2-3-1,6,6,0,3,5,13,13,29,71,6,10,7,8,0.0,4.0,1.0,0.0,0.82,1.47
1213897,2025-01-11T16:00:00+00:00,61,2024,106,Stade Brestois 29,80,Lyon,2,1,FT,4-3-1-2,4-1-4-1,4-3-1-2 vs 4-1-4-1,5,2,3,6,3,11,10,33,67,4,7,10,10,1.0,2.0,,,1.07,1.43
1213894,2025-01-11T18:00:00+00:00,61,2024,93,Reims,84,Nice,2,4,FT,4-2-3-1,4-2-3-1,4-2-3-1 vs 4-2-3-1,3,4,-1,3,10,12,15,55,45,6,3,13,7,4.0,2.0,,,0.79,2.47
1213899,2025-01-11T20:05:00+00:00,61,2024,94,Rennes,81,Marseille,1,2,FT,3-4-2-1,3-4-2-1,3-4-2-1 vs 3-4-2-1,3,5,-2,4,7,5,13,36,64,2,3,11,13,2.0,2.0,,,1.63,1.66
1213895,2025-01-12T14:00:00+00:00,61,2024,111,Le Havre,116,Lens,1,2,FT,4-4-1-1,4-2-3-1,4-4-1-1 vs 4-2-3-1,1,6,-5,4,7,8,25,30,70,3,8,11,14,2.0,2.0,,,1.99,2.79
1213896,2025-01-12T16:15:00+00:00,61,2024,82,Montpellier,77,Angers,1,3,FT,4-1-4-1,4-2-3-1,4-1-4-1 vs 4-2-3-1,4,3,1,3,8,8,21,58,42,3,3,11,15,6.0,2.0,2.0,0.0,1.3,3.81
1213891,2025-01-12T16:15:00+00:00,61,2024,96,Toulouse,95,Strasbourg,1,2,FT,3-4-2-1,4-4-1-1,3-4-2-1 vs 4-4-1-1,3,4,-1,5,2,19,8,53,47,3,2,12,14,1.0,4.0,,,1.24,2.35
1213898,2025-01-12T19:45:00+00:00,61,2024,85,Paris Saint Germain,1063,Saint Etienne,2,1,FT,4-3-3,4-3-3,4-3-3 vs 4-3-3,1,5,-4,9,3,25,8,59,41,7,3,16,11,1.0,2.0,,,4.07,0.24
1213905,2025-01-17T18:00:00+00:00,61,2024,82,Montpellier,91,Monaco,2,1,FT,5-3-2,4-2-3-1,5-3-2 vs 4-2-3-1,6,4,2,4,11,12,26,33,67,4,16,7,9,1.0,2.0,,,2.41,1.85
1213902,2025-01-17T20:05:00+00:00,61,2024,79,Lille,84,Nice,2,1,FT,4-2-3-1,4-2-3-1,4-2-3-1 vs 4-2-3-1,6,5,1,4,3,11,11,55,45,7,7,13,13,1.0,3.0,,,1.12,2.93
1213901,2025-01-18T16:00:00+00:00,61,2024,116,Lens,85,Paris Saint Germain,1,2,FT,5-3-2,3-4-3,5-3-2 vs 3-4-3,4,5,-1,5,7,10,9,33,67,6,1,12,8,2.0,2.0,,,0.72,1.23
1213908,2025-01-18T18:00:00+00:00,61,2024,94,Rennes,106,Stade Brestois 29,1,2,FT,3-4-2-1,4-2-2-2,3-4-2-1 vs 4-2-2-2,2,4,-2,9,3,22,10,68,32,4,4,13,11,2.0,3.0,,,1.46,0.99
1213903,2025-01-18T20:05:00+00:00,61,2024,80,Lyon,96,Toulouse,0,0,FT,4-3-3,3-4-2-1,4-3-3 vs 3-4-2-1,1,3,-2,3,4,11,13,62,38,8,5,8,8,1.0,0.0,,,0.74,1.23
1213904,2025-01-19T14:00:00+00:00,61,2024,1063,Saint Etienne,83,Nantes,1,1,FT,4-3-3,4-1-4-1,4-3-3 vs 4-1-4-1,6,3,3,2,4,12,8,75,25,7,7,9,11,2.0,1.0,,,0.82,1.35
1213907,2025-01-19T16:15:00+00:00,61,2024,77,Angers,108,Auxerre,2,0,FT,4-2-3-1,5-4-1,4-2-3-1 vs 5-4-1,2,3,-1,4,4,12,10,48,52,4,2,9,10,2.0,1.0,0.0,1.0,0.93,0.7
1213906,2025-01-19T16:15:00+00:00,61,2024,93,Reims,111,Le Havre,1,1,FT,4-2-3-1,4-4-2,4-2-3-1 vs 4-4-2,4,3,1,3,2,11,7,55,45,6,6,9,8,2.0,2.0,,,0.78,0.94
1213900,2025-01-19T19:45:00+00:00,61,2024,81,Marseille,95,Strasbourg,1,1,FT,3-4-2-1,4-1-4-1,3-4-2-1 vs 4-1-4-1,6,3,3,3,3,18,7,70,30,9,3,13,14,3.0,3.0,,,2.92,0.8
1213914,2025-01-24T19:45:00+00:00,61,2024,108,Auxerre,1063,Saint Etienne,1,1,FT,5-4-1,4-3-3,5-4-1 vs 4-3-3,5,8,-3,5,3,11,8,37,63,3,4,15,13,2.0,0.0,,,0.84,1.17
1213911,2025-01-25T16:00:00+00:00,61,2024,91,Monaco,94,Rennes,3,2,FT,4-2-3-1,3-4-2-1,4-2-3-1 vs 3-4-2-1,3,4,-1,10,5,20,14,52,48,4,2,12,16,3.0,3.0,,,3.53,1.77
1213909,2025-01-25T18:00:00+00:00,61,2024,95,Strasbourg,79,Lille,2,1,FT,4-2-3-1,3-4-2-1,4-2-3-1 vs 3-4-2-1,5,7,-2,7,6,11,15,42,58,6,7,10,9,4.0,2.0,,,1.06,1.76
1213916,2025-01-25T20:05:00+00:00,61,2024,85,Paris Saint Germain,93,Reims,1,1,FT,4-3-3,4-2-3-1,4-3-3 vs 4-2-3-1,1,4,-3,7,3,18,6,78,22,8,1,13,13,2.0,2.0,,,1.25,0.97
1213913,2025-01-26T14:00:00+00:00,61,2024,111,Le Havre,106,Stade Brestois 29,0,1,FT,4-2-3-1,4-2-3-1,4-2-3-1 vs 4-2-3-1,5,5,0,1,9,11,17,44,56,6,6,12,14,2.0,3.0,,,0.96,2.05
1213910,2025-01-26T16:15:00+00:00,61,2024,83,Nantes,80,Lyon,1,1,FT,4-2-3-1,4-3-3,4-2-3-1 vs 4-3-3,3,1,2,5,4,7,15,37,63,4,8,14,11,3.0,1.0,,,1.26,1.11
1213912,2025-01-26T16:15:00+00:00,61,2024,96,Toulouse,82,Montpellier,1,2,FT,3-4-2-1,4-3-1-2,3-4-2-1 vs 4-3-1-2,4,4,0,6,4,15,6,67,33,6,2,9,15,1.0,2.0,,,0.98,0.58
1213915,2025-01-26T16:15:00+00:00,61,2024,116,Lens,77,Angers,1,0,FT,5-3-2,4-2-3-1,5-3-2 vs 4-2-3-1,4,3,1,4,0,16,2,65,35,4,4,16,10,1.0,1.0,,,1.91,0.16
1213917,2025-01-26T19:45:00+00:00,61,2024,84,Nice,81,Marseille,2,0,FT,3-4-2-1,3-4-2-1,3-4-2-1 vs 3-4-2-1,5,5,0,5,6,14,18,29,71,6,12,12,9,1.0,1.0,,,1.13,0.83
1213920,2025-01-31T19:45:00+00:00,61,2024,82,Montpellier,116,Lens,0,2,FT,4-3-1-2,5-3-2,4-3-1-2 vs 5-3-2,3,7,-4,2,5,14,19,50,50,4,5,12,17,4.0,3.0,,,0.83,2.08
1213919,2025-02-01T16:00:00+00:00,61,2024,106,Stade Brestois 29,85,Paris Saint Germain,2,5,FT,4-2-3-1,4-3-3,4-2-3-1 vs 4-3-3,4,3,1,7,7,14,14,34,66,4,7,9,12,1.0,0.0,,,0.87,3.59
1213926,2025-02-01T18:00:00+00:00,61,2024,91,Monaco,108,Auxerre,4,2,FT,4-2-3-1,5-4-1,4-2-3-1 vs 5-4-1,3,2,1,6,7,11,12,57,43,5,4,17,15,2.0,2.0,,,2.62,1.48
1213921,2025-02-01T20:05:00+00:00,61,2024,79,Lille,1063,Saint Etienne,4,1,FT,4-2-3-1,4-3-3,4-2-3-1 vs 4-3-3,7,5,2,13,2,29,9,67,33,7,1,11,12,1.0,1.0,0.0,1.0,3.41,2.11
1213924,2025-02-02T14:00:00+00:00,61,2024,96,Toulouse,84,Nice,1,1,FT,3-4-2-1,3-4-2-1,3-4-2-1 vs 3-4-2-1,4,4,0,4,3,15,13,53,47,7,2,20,20,2.0,2.0,,,1.47,1.69
1213923,2025-02-02T16:15:00+00:00,61,2024,77,Angers,111,Le Havre,1,1,FT,4-2-3-1,4-1-4-1,4-2-3-1 vs 4-1-4-1,3,4,-1,3,5,17,13,59,41,4,2,8,19,2.0,4.0,1.0,1.0,1.48,2.07
1213922,2025-02-02T16:15:00+00:00,61,2024,93,Reims,83,Nantes,1,2,FT,4-2-3-1,4-3-3,4-2-3-1 vs 4-3-3,4,4,0,2,6,13,11,54,46,9,3,14,10,4.0,3.0,1.0,0.0,1.04,1.92
1213925,2025-02-02T16:15:00+00:00,61,2024,94,Rennes,95,Strasbourg,1,0,FT,3-4-3,3-4-3,3-4-3 vs 3-4-3,2,5,-3,3,3,13,7,45,55,6,2,14,10,3.0,3.0,,,0.91,1.19
1213918,2025-02-02T19:45:00+00:00,61,2024,81,Marseille,80,Lyon,3,2,FT,3-4-2-1,4-2-3-1,3-4-2-1 vs 4-2-3-1,5,1,4,11,4,20,10,64,36,6,2,13,10,4.0,1.0,,,3.24,1.75
1213928,2025-02-07T18:00:00+00:00,61,2024,83,Nantes,106,Stade Brestois 29,0,2,FT,4-3-3,4-3-3,4-3-3 vs 4-3-3,4,3,1,2,6,15,10,59,41,12,4,15,13,3.0,2.0,,,1.1,2.51
1213932,2025-02-07T20:05:00+00:00,61,2024,85,Paris Saint Germain,91,Monaco,4,1,FT,4-3-3,4-4-2,4-3-3 vs 4-4-2,2,4,-2,7,3,16,9,64,36,1,1,9,11,1.0,0.0,,,3.14,1.0
1213935,2025-02-08T16:00:00+00:00,61,2024,84,Nice,116,Lens,2,0,FT,3-4-2-1,5-3-2,3-4-2-1 vs 5-3-2,3,6,-3,8,3,16,12,61,39,7,3,6,19,1.0,4.0,0.0,1.0,2.28,1.17
1213930,2025-02-08T18:00:00+00:00,61,2024,79,Lille,111,Le Havre,1,2,FT,4-2-3-1,4-1-4-1,4-2-3-1 vs 4-1-4-1,5,6,-1,5,6,14,14,67,33,8,10,16,8,2.0,1.0,,,1.52,2.04
1213931,2025-02-08T20:05:00+00:00,61,2024,1063,Saint Etienne,94,Rennes,0,2,FT,4-3-3,3-4-2-1,4-3-3 vs 3-4-2-1,5,5,0,3,9,9,21,53,47,2,4,13,6,1.0,5.0,,,0.48,3.75
1213933,2025-02-09T14:00:00+00:00,61,2024,80,Lyon,93,Reims,4,0,FT,4-2-3-1,4-3-3,4-2-3-1 vs 4-3-3,1,5,-4,9,2,15,9,68,32,6,6,10,12,2.0,2.0,0.0,1.0,3.3,0.35
1213929,2025-02-09T16:15:00+00:00,61,2024,95,Strasbourg,82,Montpellier,2,0,FT,3-4-2-1,3-4-1-2,3-4-2-1 vs 3-4-1-2,3,4,-1,6,2,22,11,59,41,6,2,12,12,1.0,4.0,,,2.75,1.83
1213927,2025-02-09T16:15:00+00:00,61,2024,108,Auxerre,96,Toulouse,2,2,FT,3-4-2-1,3-4-2-1,3-4-2-1 vs 3-4-2-1,2,3,-1,3,3,9,7,54,46,3,5,11,9,1.0,1.0,,,0.9,0.91
1213934,2025-02-09T19:45:00+00:00,61,2024,77,Angers,81,Marseille,0,2,FT,4-2-3-1,3-4-1-2,4-2-3-1 vs 3-4-1-2,4,5,-1,0,10,5,18,22,78,1,7,10,8,1.0,2.0,,,0.49,2.47
1213940,2025-02-14T19:45:00+00:00,61,2024,106,Stade Brestois 29,108,Auxerre,2,2,FT,4-2-3-1,4-2-3-1,4-2-3-1 vs 4-2-3-1,4,4,0,6,6,18,11,64,36,6,4,9,12,2.0,2.0,,,2.18,1.15
1213937,2025-02-15T16:00:00+00:00,61,2024,81,Marseille,1063,Saint Etienne,5,1,FT,3-4-1-2,4-3-3,3-4-1-2 vs 4-3-3,3,3,0,14,2,28,7,71,29,14,3,14,9,1.0,1.0,,,6.43,0.96
1213944,2025-02-15T18:00:00+00:00,61,2024,91,Monaco,83,Nantes,7,1,FT,4-2-3-1,5-3-2,4-2-3-1 vs 5-3-2,3,3,0,11,2,22,6,65,35,9,1,18,9,1.0,1.0,0.0,1.0,4.44,1.18
1213936,2025-02-15T20:05:00+00:00,61,2024,96,Toulouse,85,Paris Saint Germain,0,1,FT,5-4-1,4-3-3,5-4-1 vs 4-3-3,1,3,-2,4,6,14,20,23,77,5,2,9,6,2.0,0.0,,,0.88,2.44
1213938,2025-02-16T14:00:00+00:00,61,2024,82,Montpellier,80,Lyon,1,4,FT,4-3-1-2,4-2-3-1,4-3-1-2 vs 4-2-3-1,8,2,6,4,6,11,9,37,63,7,4,14,12,3.0,1.0,,,1.4,0.95
1213942,2025-02-16T16:15:00+00:00,61,2024,93,Reims,77,Angers,0,1,FT,4-3-3,4-2-3-1,4-3-3 vs 4-2-3-1,5,5,0,4,3,16,10,63,37,1,4,13,6,2.0,1.0,,,1.68,1.61
1213943,2025-02-16T16:15:00+00:00,61,2024,111,Le Havre,84,Nice,1,3,FT,4-1-4-1,3-4-2-1,4-1-4-1 vs 3-4-2-1,4,4,0,4,3,14,9,49,51,6,2,14,16,2.0,2.0,0.0,1.0,0.7,1.42
1213939,2025-02-16T16:15:00+00:00,61,2024,116,Lens,95,Strasbourg,0,2,FT,4-2-3-1,3-4-2-1,4-2-3-1 vs 3-4-2-1,6,4,2,0,5,7,13,56,44,7,3,12,15,4.0,2.0,1.0,0.0,0.36,2.35
1213941,2025-02-16T19:45:00+00:00,61,2024,94,Rennes,79,Lille,0,2,FT,3-4-2-1,4-2-3-1,3-4-2-1 vs 4-2-3-1,4,5,-1,0,7,4,18,37,63,4,8,9,18,2.0,1.0,1.0,0.0,0.46,3.18
1213945,2025-02-21T19:45:00+00:00,61,2024,94,Rennes,93,Reims,1,0,FT,3-5-2,4-2-3-1,3-5-2 vs 4-2-3-1,6,7,-1,5,0,26,3,59,41,9,2,15,7,1.0,2.0,0.0,2.0,2.38,0.18
1213947,2025-02-22T16:00:00+00:00,61,2024,79,Lille,91,Monaco,2,1,FT,4-4-2,4-2-3-1,4-4-2 vs 4-2-3-1,5,4,1,6,3,9,13,43,57,1,6,11,18,4.0,2.0,,,1.11,2.34
1213950,2025-02-22T18:00:00+00:00,61,2024,1063,Saint Etienne,77,Angers,3,3,FT,4-3-3,4-2-3-1,4-3-3 vs 4-2-3-1,3,6,-3,8,4,19,13,62,38,4,3,13,16,3.0,0.0,,,1.69,2.94
1213951,2025-02-22T20:05:00+00:00,61,2024,108,Auxerre,81,Marseille,3,0,FT,5-4-1,3-4-2-1,5-4-1 vs 3-4-2-1,3,3,0,5,2,9,8,21,79,2,5,9,13,1.0,3.0,0.0,1.0,1.96,0.66
1213949,2025-02-23T14:00:00+00:00,61,2024,83,Nantes,116,Lens,3,1,FT,4-3-3,4-2-3-1,4-3-3 vs 4-2-3-1,5,6,-1,8,4,17,14,35,65,2,11,13,18,2.0,4.0,0.0,1.0,4.41,1.77
1213952,2025-02-23T16:15:00+00:00,61,2024,84,Nice,82,Montpellier,2,0,FT,3-4-2-1,5-3-2,3-4-2-1 vs 5-3-2,3,8,-5,6,1,16,13,57,43,8,5,17,15,1.0,1.0,,,1.77,0.56
1213948,2025-02-23T16:15:00+00:00,61,2024,95,Strasbourg,106,Stade Brestois 29,0,0,FT,3-4-2-1,4-2-3-1,3-4-2-1 vs 4-2-3-1,3,4,-1,1,2,3,12,57,43,1,8,12,12,3.0,1.0,,,0.54,0.56
