fixture_id,date,league_id,season,home_team_id,home_team_name,away_team_id,away_team_name,goals_home,goals_away,status_short,home_formation,away_formation,formation_matchup,home_injuries_count,away_injuries_count,injuries_diff,home_shots_on_goal,away_shots_on_goal,home_total_shots,away_total_shots,home_ball_possession,away_ball_possession,home_corner_kicks,away_corner_kicks,home_fouls,away_fouls,home_yellow_cards,away_yellow_cards,home_red_cards,away_red_cards,home_expected_goals,away_expected_goals
1387711,2025-08-23T15:00:00+00:00,61,2025,81,Marseille,114,Paris FC,5,2,FT,4-2-3-1,4-3-3,4-2-3-1 vs 4-3-3,4,0,4,7,4,11,8,61,39,5,2,9,12,1.0,0.0,,,2.83,1.09
1387712,2025-08-23T17:00:00+00:00,61,2025,84,Nice,108,Auxerre,3,1,FT,3-4-2-1,3-4-3,3-4-2-1 vs 3-4-3,8,1,7,6,8,16,12,55,45,5,4,10,15,2.0,2.0,0.0,1.0,1.94,1.51
1387710,2025-08-23T19:05:00+00:00,61,2025,80,Lyon,112,Metz,3,0,FT,4-2-3-1,4-2-3-1,4-2-3-1 vs 4-2-3-1,4,2,2,8,2,13,11,53,47,4,3,13,15,0.0,2.0,,,2.77,0.56
1387709,2025-08-24T13:00:00+00:00,61,2025,97,Lorient,94,Rennes,4,0,FT,3-4-3,3-5-2,3-4-3 vs 3-5-2,3,3,0,7,1,22,4,51,49,3,2,18,7,6.0,0.0,0.0,2.0,3.04,0.08
1387714,2025-08-24T15:15:00+00:00,61,2025,95,Strasbourg,83,Nantes,1,0,FT,3-4-2-1,4-1-4-1,3-4-2-1 vs 4-1-4-1,7,1,6,4,2,15,9,49,51,7,6,11,9,2.0,2.0,,,1.78,0.44
1387715,2025-08-24T15:15:00+00:00,61,2025,96,Toulouse,106,Stade Brestois 29,2,0,FT,3-4-3,4-3-3,3-4-3 vs 4-3-3,3,2,1,3,2,6,16,47,53,3,9,14,10,0.0,1.0,,,1.28,0.97
1387707,2025-08-24T15:15:00+00:00,61,2025,111,Le Havre,116,Lens,1,2,FT,4-1-4-1,3-4-2-1,4-1-4-1 vs 3-4-2-1,2,0,2,6,3,18,6,57,43,7,0,17,16,3.0,1.0,,,1.89,1.07
1387708,2025-08-24T18:45:00+00:00,61,2025,79,Lille,91,Monaco,1,0,FT,4-2-3-1,4-3-3,4-2-3-1 vs 4-3-3,8,6,2,1,1,18,6,50,50,8,3,7,14,1.0,2.0,,,2.92,1.25
1387718,2025-08-29T18:45:00+00:00,61,2025,116,Lens,106,Stade Brestois 29,3,1,FT,3-4-2-1,4-3-3,3-4-2-1 vs 4-3-3,1,2,-1,10,2,30,9,68,32,15,1,7,12,1.0,3.0,0.0,1.0,3.99,1.08
1387719,2025-08-30T15:00:00+00:00,61,2025,97,Lorient,79,Lille,1,7,FT,3-4-2-1,4-2-3-1,3-4-2-1 vs 4-2-3-1,6,9,-3,2,11,6,20,41,59,3,8,14,18,3.0,3.0,,,1.5,3.49
1387722,2025-08-30T17:00:00+00:00,61,2025,83,Nantes,108,Auxerre,1,0,FT,4-3-3,4-4-1-1,4-3-3 vs 4-4-1-1,2,4,-2,3,4,4,14,43,57,3,9,13,11,1.0,3.0,,,0.48,0.68
1387724,2025-08-30T19:05:00+00:00,61,2025,96,Toulouse,85,Paris Saint Germain,3,6,FT,5-4-1,4-3-3,5-4-1 vs 4-3-3,4,4,0,6,8,14,13,24,76,5,7,7,11,1.0,0.0,,,2.22,2.62
1387716,2025-08-31T13:00:00+00:00,61,2025,77,Angers,94,Rennes,1,1,FT,4-2-3-1,3-5-2,4-2-3-1 vs 3-5-2,1,4,-3,7,7,10,15,37,63,1,7,9,11,2.0,2.0,,,1.23,1.46
1387721,2025-08-31T15:15:00+00:00,61,2025,91,Monaco,95,Strasbourg,3,2,FT,4-2-3-1,3-4-2-1,4-2-3-1 vs 3-4-2-1,4,6,-2,4,4,12,12,43,57,6,5,13,12,2.0,1.0,0.0,1.0,1.94,1.62
1387717,2025-08-31T15:15:00+00:00,61,2025,111,Le Havre,84,Nice,3,1,FT,4-1-4-1,3-4-2-1,4-1-4-1 vs 3-4-2-1,2,8,-6,8,3,12,7,41,59,0,5,13,16,1.0,4.0,,,2.56,0.63
1387723,2025-08-31T15:15:00+00:00,61,2025,114,Paris FC,112,Metz,3,2,FT,4-3-3,4-2-3-1,4-3-3 vs 4-2-3-1,1,5,-4,9,2,24,14,51,49,14,6,4,8,1.0,1.0,0.0,1.0,3.21,1.84
1387720,2025-08-31T18:45:00+00:00,61,2025,80,Lyon,81,Marseille,1,0,FT,4-2-3-1,4-2-3-1,4-2-3-1 vs 4-2-3-1,6,6,0,6,2,18,5,58,42,9,4,16,11,2.0,2.0,0.0,1.0,3.04,0.77
1387728,2025-09-12T18:45:00+00:00,61,2025,81,Marseille,97,Lorient,4,0,FT,4-2-3-1,3-4-2-1,4-2-3-1 vs 3-4-2-1,2,6,-4,8,1,15,4,72,28,10,0,18,5,3.0,2.0,0.0,1.0,2.26,0.14
1387730,2025-09-13T15:00:00+00:00,61,2025,84,Nice,83,Nantes,1,0,FT,3-4-2-1,4-1-4-1,3-4-2-1 vs 4-1-4-1,3,0,3,8,3,19,14,59,41,7,4,16,14,2.0,0.0,,,1.75,0.75
1387725,2025-09-13T19:05:00+00:00,61,2025,108,Auxerre,91,Monaco,1,2,FT,5-4-1,4-4-2,5-4-1 vs 4-4-2,0,4,-4,2,3,9,13,33,67,5,8,12,19,3.0,6.0,1.0,0.0,0.67,1.42
1387727,2025-09-14T13:00:00+00:00,61,2025,79,Lille,96,Toulouse,2,1,FT,4-2-3-1,3-4-3,4-2-3-1 vs 3-4-3,5,0,5,5,4,20,9,70,30,7,6,12,10,2.0,4.0,0.0,1.0,2.21,0.81
1387731,2025-09-14T15:15:00+00:00,61,2025,85,Paris Saint Germain,116,Lens,2,0,FT,4-3-3,3-4-2-1,4-3-3 vs 3-4-2-1,3,0,3,6,3,14,11,68,32,4,3,10,8,1.0,2.0,,,1.07,1.16
1387733,2025-09-14T15:15:00+00:00,61,2025,95,Strasbourg,111,Le Havre,1,0,FT,3-1-4-2,4-1-4-1,3-1-4-2 vs 4-1-4-1,6,0,6,7,1,9,10,49,51,4,3,8,16,2.0,2.0,1.0,0.0,1.36,0.65
1387726,2025-09-14T15:15:00+00:00,61,2025,106,Stade Brestois 29,114,Paris FC,1,2,FT,4-3-3,4-1-4-1,4-3-3 vs 4-1-4-1,2,0,2,8,4,23,7,46,54,6,1,11,10,0.0,3.0,0.0,1.0,2.57,1.55
1387729,2025-09-14T15:15:00+00:00,61,2025,112,Metz,77,Angers,1,1,FT,4-2-3-1,4-2-3-1,4-2-3-1 vs 4-2-3-1,4,0,4,5,4,9,10,55,45,4,3,10,7,0.0,1.0,,,1.71,2.27
1387732,2025-09-14T18:45:00+00:00,61,2025,94,Rennes,80,Lyon,3,1,FT,3-5-2,4-2-3-1,3-5-2 vs 4-2-3-1,0,4,-4,5,5,23,8,48,52,5,4,18,13,2.0,2.0,0.0,1.0,2.19,1.71
1387738,2025-09-19T18:45:00+00:00,61,2025,80,Lyon,77,Angers,1,0,FT,4-2-3-1,4-3-3,4-2-3-1 vs 4-3-3,5,1,4,5,2,16,10,67,33,7,4,16,10,2.0,2.0,,,1.81,1.18
1387741,2025-09-20T15:00:00+00:00,61,2025,83,Nantes,94,Rennes,2,2,FT,4-1-4-1,3-5-2,4-1-4-1 vs 3-5-2,3,2,1,4,4,16,8,43,57,4,4,14,18,2.0,2.0,,,2.11,1.37
1387735,2025-09-20T17:00:00+00:00,61,2025,106,Stade Brestois 29,84,Nice,4,1,FT,4-2-3-1,3-4-2-1,4-2-3-1 vs 3-4-2-1,3,6,-3,5,4,11,21,38,62,2,7,17,11,1.0,3.0,,,2.03,2.33
1387737,2025-09-20T19:05:00+00:00,61,2025,116,Lens,79,Lille,3,0,FT,3-4-2-1,4-2-3-1,3-4-2-1 vs 4-2-3-1,2,4,-2,6,3,15,17,38,62,4,10,17,11,1.0,3.0,,,3.54,1.9
1387742,2025-09-21T13:00:00+00:00,61,2025,114,Paris FC,95,Strasbourg,2,3,FT,4-1-4-1,4-4-2,4-1-4-1 vs 4-4-2,3,7,-4,6,4,18,8,61,39,4,2,11,10,1.0,5.0,,,1.6,2.38
1387740,2025-09-21T15:15:00+00:00,61,2025,91,Monaco,112,Metz,5,2,FT,4-4-2,3-4-2-1,4-4-2 vs 3-4-2-1,5,4,1,6,3,16,8,43,57,4,5,15,6,1.0,0.0,,,3.5,2.16
1387734,2025-09-21T15:15:00+00:00,61,2025,108,Auxerre,96,Toulouse,1,0,FT,5-4-1,3-4-3,5-4-1 vs 3-4-3,4,4,0,1,3,6,13,40,60,3,4,12,20,1.0,6.0,1.0,0.0,0.75,2.33
1387736,2025-09-21T15:15:00+00:00,61,2025,111,Le Havre,97,Lorient,1,1,FT,4-2-3-1,3-4-2-1,4-2-3-1 vs 3-4-2-1,1,6,-5,2,4,13,8,60,40,6,2,20,15,3.0,6.0,,,2.47,1.21
1387739,2025-09-22T18:00:00+00:00,61,2025,81,Marseille,85,Paris Saint Germain,1,0,FT,3-4-2-1,3-5-2,3-4-2-1 vs 3-5-2,2,4,-2,1,5,9,12,32,68,5,3,16,7,3.0,1.0,,,1.14,0.67
1387750,2025-09-26T18:45:00+00:00,61,2025,95,Strasbourg,81,Marseille,1,2,FT,4-2-3-1,4-2-3-1,4-2-3-1 vs 4-2-3-1,5,3,2,1,9,9,16,40,60,5,4,13,15,2.0,4.0,,,1.36,2.02
1387745,2025-09-27T15:00:00+00:00,61,2025,97,Lorient,91,Monaco,3,1,FT,3-4-2-1,3-5-2,3-4-2-1 vs 3-5-2,6,7,-1,8,2,19,5,47,53,2,4,10,11,2.0,3.0,0.0,1.0,1.98,0.92
1387751,2025-09-27T17:00:00+00:00,61,2025,96,Toulouse,83,Nantes,2,2,FT,3-4-2-1,4-3-3,3-4-2-1 vs 4-3-3,4,1,3,7,2,20,12,46,54,1,4,18,12,2.0,3.0,,,2.1,1.46
1387748,2025-09-27T19:05:00+00:00,61,2025,85,Paris Saint Germain,108,Auxerre,2,0,FT,4-3-3,5-4-1,4-3-3 vs 5-4-1,5,4,1,8,3,15,12,66,34,5,5,17,10,1.0,2.0,,,1.77,0.71
1387747,2025-09-28T13:00:00+00:00,61,2025,84,Nice,114,Paris FC,1,1,FT,3-4-1-2,4-3-3,3-4-1-2 vs 4-3-3,4,4,0,5,3,11,13,44,56,5,5,14,14,1.0,1.0,,,0.96,1.84
1387743,2025-09-28T15:15:00+00:00,61,2025,77,Angers,106,Stade Brestois 29,0,2,FT,4-4-2,4-2-3-1,4-4-2 vs 4-2-3-1,1,3,-2,2,3,11,7,57,43,11,4,13,13,1.0,1.0,,,0.48,1.56
1387744,2025-09-28T15:15:00+00:00,61,2025,79,Lille,80,Lyon,0,1,FT,4-2-3-1,4-3-3,4-2-3-1 vs 4-3-3,4,4,0,3,2,14,5,54,46,3,4,20,24,4.0,4.0,,,1.47,0.52
1387746,2025-09-28T15:15:00+00:00,61,2025,112,Metz,111,Le Havre,0,0,FT,3-4-2-1,4-3-3,3-4-2-1 vs 4-3-3,4,1,3,0,2,7,10,53,47,4,6,16,16,2.0,2.0,,,0.47,0.27
1387749,2025-09-28T18:45:00+00:00,61,2025,94,Rennes,116,Lens,0,0,FT,3-5-2,3-4-2-1,3-5-2 vs 3-4-2-1,2,3,-1,2,2,14,13,67,33,8,4,16,9,3.0,3.0,0.0,1.0,1.19,1.04
1387759,2025-10-03T18:45:00+00:00,61,2025,114,Paris FC,97,Lorient,2,0,FT,4-3-3,3-4-2-1,4-3-3 vs 3-4-2-1,5,5,0,2,3,10,8,59,41,1,5,19,10,0.0,3.0,,,1.02,0.97
1387757,2025-10-04T15:00:00+00:00,61,2025,112,Metz,81,Marseille,0,3,FT,3-4-2-1,4-2-3-1,3-4-2-1 vs 4-2-3-1,4,3,1,1,9,4,21,38,62,4,4,8,7,,,,,0.16,2.71
1387753,2025-10-04T17:00:00+00:00,61,2025,106,Stade Brestois 29,83,Nantes,0,0,FT,4-2-3-1,4-1-4-1,4-2-3-1 vs 4-1-4-1,5,2,3,5,0,17,6,51,49,12,3,11,12,2.0,1.0,,,1.51,0.15
1387752,2025-10-04T19:05:00+00:00,61,2025,108,Auxerre,116,Lens,1,2,FT,5-4-1,3-4-2-1,5-4-1 vs 3-4-2-1,5,4,1,2,4,18,7,57,43,2,2,10,21,3.0,7.0,0.0,1.0,1.71,0.41
1387756,2025-10-05T13:00:00+00:00,61,2025,80,Lyon,96,Toulouse,1,2,FT,4-2-3-1,3-4-3,4-2-3-1 vs 3-4-3,4,3,1,3,3,13,14,69,31,8,5,13,17,1.0,3.0,,,1.17,1.18
1387758,2025-10-05T15:15:00+00:00,61,2025,91,Monaco,84,Nice,2,2,FT,4-2-3-1,3-4-3,4-2-3-1 vs 3-4-3,10,5,5,6,2,20,9,66,34,6,7,10,9,1.0,3.0,0.0,1.0,2.98,1.15
1387760,2025-10-05T15:15:00+00:00,61,2025,95,Strasbourg,77,Angers,5,0,FT,3-4-2-1,4-3-3,3-4-2-1 vs 4-3-3,4,1,3,12,1,18,5,66,34,2,5,12,11,2.0,2.0,,,4.73,0.32
1387754,2025-10-05T15:15:00+00:00,61,2025,111,Le Havre,94,Rennes,2,2,FT,4-3-3,3-5-2,4-3-3 vs 3-5-2,4,3,1,2,3,10,9,43,57,3,4,13,9,1.0,2.0,,,1.71,1.11
1387755,2025-10-05T18:45:00+00:00,61,2025,79,Lille,85,Paris Saint Germain,1,1,FT,4-3-3,4-3-3,4-3-3 vs 4-3-3,2,7,-5,3,5,9,17,38,62,3,5,11,12,1.0,1.0,,,0.65,1.5
1387767,2025-10-17T18:45:00+00:00,61,2025,85,Paris Saint Germain,95,Strasbourg,3,3,FT,4-3-3,3-4-2-1,4-3-3 vs 3-4-2-1,4,4,0,9,7,21,12,71,29,4,1,12,15,2.0,1.0,,,2.67,2.15
1387766,2025-10-18T15:00:00+00:00,61,2025,84,Nice,80,Lyon,3,2,FT,3-4-3,4-2-3-1,3-4-3 vs 4-2-3-1,5,3,2,4,7,5,29,31,69,1,16,10,11,1.0,2.0,,,0.6,3.39
1387761,2025-10-18T17:00:00+00:00,61,2025,77,Angers,91,Monaco,1,1,FT,4-2-3-1,3-4-2-1,4-2-3-1 vs 3-4-2-1,4,7,-3,3,4,16,11,42,58,10,3,15,14,2.0,2.0,,,1.77,1.88
1387764,2025-10-18T19:05:00+00:00,61,2025,81,Marseille,111,Le Havre,6,2,FT,4-2-3-1,4-4-2,4-2-3-1 vs 4-4-2,4,2,2,11,3,18,8,74,26,2,1,17,13,2.0,2.0,0.0,1.0,4.19,0.48
1387762,2025-10-19T13:00:00+00:00,61,2025,116,Lens,114,Paris FC,2,1,FT,3-4-2-1,4-3-3,3-4-2-1 vs 4-3-3,5,4,1,3,3,11,9,43,57,11,3,11,8,2.0,2.0,,,1.63,0.52
1387768,2025-10-19T15:15:00+00:00,61,2025,94,Rennes,108,Auxerre,2,2,FT,3-5-2,5-4-1,3-5-2 vs 5-4-1,2,3,-1,7,4,19,7,52,48,6,2,11,15,1.0,3.0,,,2.03,1.51
1387769,2025-10-19T15:15:00+00:00,61,2025,96,Toulouse,112,Metz,4,0,FT,3-4-3,3-4-2-1,3-4-3 vs 3-4-2-1,3,3,0,7,2,16,2,36,64,5,1,14,11,2.0,1.0,0.0,1.0,2.54,0.08
1387763,2025-10-19T15:15:00+00:00,61,2025,97,Lorient,106,Stade Brestois 29,3,3,FT,3-4-2-1,4-2-3-1,3-4-2-1 vs 4-2-3-1,5,3,2,7,4,12,8,50,50,5,2,13,16,3.0,2.0,,,1.2,1.59
1387765,2025-10-19T18:45:00+00:00,61,2025,83,Nantes,79,Lille,0,2,FT,4-3-3,4-2-3-1,4-3-3 vs 4-2-3-1,3,4,-1,3,5,8,23,37,63,5,9,12,15,1.0,4.0,,,0.45,2.6
1387777,2025-10-24T18:45:00+00:00,61,2025,114,Paris FC,83,Nantes,1,2,FT,4-2-3-1,4-3-3,4-2-3-1 vs 4-3-3,4,3,1,3,3,14,11,68,32,8,2,10,13,3.0,2.0,,,1.19,0.9
1387772,2025-10-25T15:00:00+00:00,61,2025,106,Stade Brestois 29,85,Paris Saint Germain,0,3,FT,4-2-3-1,4-3-3,4-2-3-1 vs 4-3-3,2,2,0,2,8,8,18,25,75,2,7,10,10,1.0,1.0,,,1.62,2.07
1387776,2025-10-25T17:00:00+00:00,61,2025,91,Monaco,96,Toulouse,1,0,FT,3-4-2-1,3-4-2-1,3-4-2-1 vs 3-4-2-1,7,4,3,5,2,14,10,54,46,2,5,15,18,3.0,4.0,,,3.08,0.68
1387773,2025-10-25T19:05:00+00:00,61,2025,116,Lens,81,Marseille,2,1,FT,3-4-2-1,3-4-2-1,3-4-2-1 vs 3-4-2-1,3,4,-1,5,3,8,17,31,69,4,8,12,9,3.0,3.0,,,1.8,0.66
1387774,2025-10-26T14:00:00+00:00,61,2025,79,Lille,112,Metz,6,1,FT,4-2-3-1,4-3-3,4-2-3-1 vs 4-3-3,5,6,-1,12,4,23,10,62,38,7,8,18,12,3.0,2.0,,,2.92,1.29
1387770,2025-10-26T16:15:00+00:00,61,2025,77,Angers,97,Lorient,2,0,FT,4-2-3-1,3-4-2-1,4-2-3-1 vs 3-4-2-1,3,6,-3,4,4,7,23,37,63,1,6,14,6,1.0,0.0,,,0.93,1.99
1387778,2025-10-26T16:15:00+00:00,61,2025,94,Rennes,84,Nice,1,2,FT,4-4-2,3-4-1-2,4-4-2 vs 3-4-1-2,0,5,-5,7,3,19,8,58,42,7,3,13,22,5.0,2.0,,,1.74,0.73
1387771,2025-10-26T16:15:00+00:00,61,2025,108,Auxerre,111,Le Havre,0,1,FT,3-4-2-1,4-1-3-2,3-4-2-1 vs 4-1-3-2,2,1,1,3,4,14,9,51,49,13,5,21,12,2.0,3.0,,,0.61,0.94
1387775,2025-10-26T19:45:00+00:00,61,2025,80,Lyon,95,Strasbourg,2,1,FT,4-3-3,3-5-2,4-3-3 vs 3-5-2,3,6,-3,3,2,8,7,48,52,4,2,15,19,0.0,4.0,0.0,1.0,1.67,0.49
1387784,2025-10-29T18:00:00+00:00,61,2025,84,Nice,79,Lille,2,0,FT,3-4-1-2,4-2-3-1,3-4-1-2 vs 4-2-3-1,7,4,3,4,4,8,21,32,68,2,13,11,10,3.0,3.0,,,1.77,0.99
1387780,2025-10-29T18:00:00+00:00,61,2025,97,Lorient,85,Paris Saint Germain,1,1,FT,5-4-1,4-3-3,5-4-1 vs 4-3-3,6,3,3,2,8,5,15,22,78,0,8,5,13,0.0,2.0,,,0.23,1.49
1387779,2025-10-29T18:00:00+00:00,61,2025,111,Le Havre,106,Stade Brestois 29,1,0,FT,3-1-4-2,4-3-3,3-1-4-2 vs 4-3-3,1,2,-1,3,2,13,8,46,54,5,1,12,11,1.0,3.0,,,1.01,0.55
1387782,2025-10-29T18:00:00+00:00,61,2025,112,Metz,116,Lens,2,0,FT,4-1-4-1,3-4-2-1,4-1-4-1 vs 3-4-2-1,7,3,4,7,2,16,10,46,54,2,5,15,15,3.0,2.0,1.0,0.0,3.42,1.32
1387781,2025-10-29T20:05:00+00:00,61,2025,81,Marseille,77,Angers,2,2,FT,4-2-3-1,4-2-3-1,4-2-3-1 vs 4-2-3-1,6,3,3,6,6,11,12,59,41,1,5,11,7,2.0,1.0,,,1.33,1.04
1387783,2025-10-29T20:05:00+00:00,61,2025,83,Nantes,91,Monaco,3,5,FT,4-3-3,3-1-4-2,4-3-3 vs 3-1-4-2,4,7,-3,5,9,18,19,48,52,1,3,13,17,3.0,7.0,,,1.62,4.31
1387786,2025-10-29T20:05:00+00:00,61,2025,95,Strasbourg,108,Auxerre,3,0,FT,3-4-2-1,3-4-2-1,3-4-2-1 vs 3-4-2-1,5,4,1,9,1,18,6,64,36,4,3,11,16,1.0,1.0,,,4.06,0.43
1387787,2025-10-29T20:05:00+00:00,61,2025,96,Toulouse,94,Rennes,2,2,FT,3-4-2-1,3-5-2,3-4-2-1 vs 3-5-2,3,3,0,4,5,15,11,55,45,5,8,9,12,2.0,3.0,,,1.55,1.58
1387785,2025-10-29T20:05:00+00:00,61,2025,114,Paris FC,80,Lyon,3,3,FT,4-3-3,4-2-3-1,4-3-3 vs 4-2-3-1,4,3,1,3,4,11,7,52,48,4,2,18,16,6.0,2.0,1.0,1.0,0.62,1.25
1387794,2025-11-01T16:00:00+00:00,61,2025,85,Paris Saint Germain,84,Nice,1,0,FT,4-3-3,5-4-1,4-3-3 vs 5-4-1,1,7,-6,8,2,28,5,77,23,11,1,12,5,3.0,1.0,,,2.29,0.48
1387792,2025-11-01T18:00:00+00:00,61,2025,91,Monaco,114,Paris FC,0,1,FT,3-4-2-1,4-3-3,3-4-2-1 vs 4-3-3,7,4,3,1,1,10,9,55,45,3,2,10,12,3.0,2.0,,,0.61,0.85
1387788,2025-11-01T20:05:00+00:00,61,2025,108,Auxerre,81,Marseille,0,1,FT,5-4-1,3-5-2,5-4-1 vs 3-5-2,3,7,-4,4,2,9,6,49,51,3,3,12,14,3.0,4.0,1.0,1.0,1.17,0.52
1387795,2025-11-02T14:00:00+00:00,61,2025,94,Rennes,95,Strasbourg,4,1,FT,3-5-2,3-4-2-1,3-5-2 vs 3-4-2-1,1,4,-3,6,2,13,20,41,59,6,5,15,9,1.0,1.0,,,2.35,1.6
1387791,2025-11-02T16:15:00+00:00,61,2025,79,Lille,77,Angers,1,0,FT,4-2-3-1,4-2-3-1,4-2-3-1 vs 4-2-3-1,5,4,1,4,1,15,6,54,46,9,2,10,10,1.0,0.0,,,2.04,0.37
1387793,2025-11-02T16:15:00+00:00,61,2025,83,Nantes,112,Metz,0,2,FT,4-1-4-1,4-2-3-1,4-1-4-1 vs 4-2-3-1,4,8,-4,4,7,16,14,52,48,8,5,8,8,1.0,3.0,,,0.81,1.34
1387796,2025-11-02T16:15:00+00:00,61,2025,96,Toulouse,111,Le Havre,0,0,FT,3-4-2-1,4-1-3-2,3-4-2-1 vs 4-1-3-2,3,1,2,2,3,18,9,46,54,10,2,12,14,1.0,2.0,,,1.12,1.3
1387790,2025-11-02T16:15:00+00:00,61,2025,116,Lens,97,Lorient,3,0,FT,3-4-2-1,3-4-2-1,3-4-2-1 vs 3-4-2-1,1,6,-5,6,3,9,12,58,42,7,6,8,10,2.0,2.0,,,2.09,1.82
1387789,2025-11-02T19:45:00+00:00,61,2025,106,Stade Brestois 29,80,Lyon,0,0,FT,4-2-3-1,4-2-3-1,4-2-3-1 vs 4-2-3-1,1,4,-3,3,2,13,4,50,50,12,2,19,6,1.0,0.0,0.0,1.0,1.49,0.2
1387804,2025-11-07T19:45:00+00:00,61,2025,114,Paris FC,94,Rennes,0,1,FT,5-4-1,3-5-2,5-4-1 vs 3-5-2,3,2,1,4,3,20,10,52,48,8,9,9,13,4.0,2.0,,,1.98,0.75
1387801,2025-11-08T16:00:00+00:00,61,2025,81,Marseille,106,Stade Brestois 29,3,0,FT,4-2-3-1,4-2-3-1,4-2-3-1 vs 4-2-3-1,6,1,5,7,2,19,4,64,36,6,2,12,10,0.0,1.0,,,3.46,0.74
1387798,2025-11-08T18:00:00+00:00,61,2025,111,Le Havre,83,Nantes,1,1,FT,4-1-3-2,4-3-3,4-1-3-2 vs 4-3-3,1,4,-3,4,2,17,5,65,35,8,3,15,13,3.0,3.0,,,0.94,0.21
1387803,2025-11-08T20:05:00+00:00,61,2025,91,Monaco,116,Lens,1,4,FT,3-1-4-2,3-4-2-1,3-1-4-2 vs 3-4-2-1,6,0,6,6,12,16,20,50,50,5,4,15,19,1.0,2.0,1.0,0.0,2.83,3.16
1387799,2025-11-09T14:00:00+00:00,61,2025,97,Lorient,96,Toulouse,1,1,FT,3-4-2-1,3-4-2-1,3-4-2-1 vs 3-4-2-1,5,3,2,2,2,10,6,50,50,6,4,6,18,0.0,4.0,,,1.36,1.32
1387797,2025-11-09T16:15:00+00:00,61,2025,77,Angers,108,Auxerre,2,0,FT,4-2-3-1,4-3-3,4-2-3-1 vs 4-3-3,1,5,-4,5,5,9,12,49,51,3,3,19,14,2.0,2.0,,,0.66,0.7
1387805,2025-11-09T16:15:00+00:00,61,2025,95,Strasbourg,79,Lille,2,0,FT,3-4-1-2,4-2-3-1,3-4-1-2 vs 4-2-3-1,5,5,0,2,4,5,6,42,58,1,4,9,20,4.0,3.0,0.0,1.0,1.07,0.28
1387802,2025-11-09T16:15:00+00:00,61,2025,112,Metz,84,Nice,2,1,FT,4-2-3-1,3-4-1-2,4-2-3-1 vs 3-4-1-2,5,4,1,2,4,9,11,49,51,6,3,12,19,2.0,4.0,,,1.58,0.95
