fixture_id,team_id,team_name,is_home,shots_on_goal,shots_off_goal,total_shots,blocked_shots,shots_insidebox,shots_outsidebox,fouls,corner_kicks,offsides,ball_possession,yellow_cards,red_cards,goalkeeper_saves,total_passes,passes_accurate,passes_percentage,expected_goals
1213831,111,Le Havre,True,4,4,12,4,8,4,11,2,3.0,48,2.0,,1,432,355,82,2.18
1213831,82,Montpellier,False,1,7,15,7,9,6,13,10,0.0,52,1.0,,3,462,384,83,1.01
1213832,83,Nantes,True,3,3,7,1,6,1,16,2,4.0,26,1.0,,2,270,202,75,1.36
1213832,81,Marseille,False,4,3,9,2,3,6,6,5,1.0,74,1.0,,2,778,721,93,1.22
1213837,81,Marseille,True,5,7,19,7,14,5,13,5,6.0,74,3.0,,3,658,583,89,2.59
1213837,108,Auxerre,False,6,2,10,2,8,2,16,3,2.0,26,2.0,,5,226,145,64,1.92
1213841,95,Strasbourg,True,2,3,5,0,3,2,16,1,1.0,42,5.0,,5,364,286,79,0.79
1213841,91,Monaco,False,8,7,19,4,12,7,18,2,2.0,58,2.0,,1,502,425,85,3.89
1213842,116,Lens,True,3,7,15,5,13,2,14,6,2.0,68,2.0,,1,651,563,86,2.99
1213842,83,Nantes,False,3,5,9,1,5,4,8,1,2.0,32,0.0,,0,321,246,77,1.42
1213845,77,Angers,True,3,5,10,2,6,4,5,6,3.0,30,0.0,,8,323,269,83,1.03
1213845,85,Paris Saint Germain,False,12,9,26,5,19,7,16,8,0.0,70,3.0,,1,801,740,92,3.5
1213844,84,Nice,True,5,6,17,6,15,2,12,6,2.0,43,2.0,,4,381,309,81,2.11
1213844,79,Lille,False,6,5,13,2,9,4,9,2,0.0,57,2.0,,4,518,450,87,1.68
1213839,82,Montpellier,True,8,3,14,3,10,4,18,3,3.0,33,5.0,,5,244,169,69,2.47
1213839,106,Stade Brestois 29,False,6,12,19,1,11,8,13,7,1.0,67,1.0,,5,497,421,85,0.93
1213843,94,Rennes,True,1,2,7,4,4,3,16,5,2.0,67,3.0,,0,596,513,86,0.5
1213843,96,Toulouse,False,2,6,9,1,5,4,16,3,1.0,33,1.0,,1,300,213,71,1.46
1213840,111,Le Havre,True,3,5,10,2,7,3,10,8,1.0,55,1.0,,4,396,329,83,1.63
1213840,93,Reims,False,7,6,18,5,14,4,17,7,2.0,45,4.0,,4,345,283,82,2.65
1213838,80,Lyon,True,7,3,17,7,12,5,11,7,,62,3.0,,6,545,468,86,1.17
1213838,1063,Saint Etienne,False,6,1,10,3,6,4,13,6,,38,2.0,,6,329,260,79,0.68
1213852,91,Monaco,True,4,4,10,2,7,3,7,2,3.0,52,2.0,,2,496,395,80,2.7
1213852,106,Stade Brestois 29,False,4,5,12,3,8,4,12,8,1.0,48,2.0,,1,451,343,76,1.04
1213846,85,Paris Saint Germain,True,8,4,17,5,10,7,11,7,2.0,73,1.0,,2,765,683,89,1.16
1213846,96,Toulouse,False,2,6,11,3,8,3,14,5,0.0,27,2.0,,5,276,212,77,1.39
1213847,116,Lens,True,7,7,16,2,11,5,17,6,3.0,45,3.0,,1,392,315,80,2.72
1213847,81,Marseille,False,4,2,10,4,6,4,9,0,1.0,55,3.0,,6,493,411,83,1.21
1213849,1063,Saint Etienne,True,4,4,11,3,7,4,19,5,1.0,33,3.0,,3,256,194,76,1.49
1213849,82,Montpellier,False,3,5,11,3,5,6,11,11,0.0,67,5.0,,3,537,470,88,0.95
1213854,93,Reims,True,6,5,14,3,9,5,11,4,4.0,40,2.0,,6,358,286,80,1.01
1213854,80,Lyon,False,7,5,13,1,11,2,13,2,1.0,60,0.0,,5,548,479,87,1.7
1213850,79,Lille,True,2,3,5,0,3,2,19,3,2.0,53,3.0,,1,463,393,85,0.41
1213850,94,Rennes,False,1,1,4,2,1,3,16,3,0.0,47,2.0,,1,412,347,84,0.18
1213851,83,Nantes,True,4,8,18,6,10,8,15,10,0.0,71,2.0,,2,631,548,87,0.87
1213851,111,Le Havre,False,5,1,7,1,6,1,12,2,2.0,29,1.0,,4,268,198,74,0.81
1213853,108,Auxerre,True,6,3,10,1,5,5,13,2,0.0,48,4.0,,5,455,375,82,0.59
1213853,77,Angers,False,5,3,10,2,6,4,7,2,1.0,52,1.0,,5,493,410,83,0.88
1213848,84,Nice,True,5,6,15,4,11,4,16,4,0.0,54,2.0,,2,506,429,85,2.12
1213848,95,Strasbourg,False,3,1,10,6,5,5,8,7,1.0,46,0.0,,4,440,365,83,0.32
1213855,93,Reims,True,3,8,16,5,6,10,14,3,1.0,52,1.0,,4,452,379,84,0.85
1213855,116,Lens,False,6,4,11,1,6,5,12,1,4.0,48,2.0,,3,437,369,84,1.82
1213856,94,Rennes,True,9,4,18,5,14,4,14,6,2.0,72,0.0,0.0,0,680,614,90,3.36
1213856,1063,Saint Etienne,False,0,1,2,1,2,0,12,1,1.0,28,1.0,1.0,4,270,203,75,0.11
1213859,106,Stade Brestois 29,True,8,1,11,2,9,2,15,4,3.0,38,3.0,,3,348,296,85,2.46
1213859,95,Strasbourg,False,4,5,12,3,8,4,8,3,1.0,62,2.0,,5,594,531,89,1.02
1213861,85,Paris Saint Germain,True,10,8,24,6,17,7,3,9,1.0,84,,,1,1009,935,93,2.73
1213861,83,Nantes,False,2,2,5,1,5,0,6,3,2.0,16,,,9,184,122,66,0.65
1213860,82,Montpellier,True,5,5,11,1,8,3,9,7,3.0,42,4.0,1.0,2,318,239,75,1.47
1213860,79,Lille,False,4,7,13,2,9,4,21,2,1.0,58,5.0,1.0,3,457,384,84,2.22
1213863,80,Lyon,True,8,4,16,4,13,3,11,5,3.0,53,1.0,,5,468,376,80,2.86
1213863,84,Nice,False,7,3,16,6,12,4,11,4,1.0,47,2.0,,4,415,342,82,2.16
1213858,96,Toulouse,True,7,2,12,3,9,3,14,6,2.0,51,,,0,432,347,80,2.33
1213858,108,Auxerre,False,0,1,4,3,2,2,12,2,3.0,49,,,4,416,310,75,0.12
1213857,111,Le Havre,True,1,3,5,1,2,3,8,2,0.0,56,2.0,,2,489,434,89,0.17
1213857,77,Angers,False,3,5,13,5,10,3,10,4,1.0,44,0.0,,1,395,340,86,2.15
1213862,81,Marseille,True,4,2,9,3,5,4,15,5,0.0,63,0.0,,3,652,563,86,1.94
1213862,91,Monaco,False,4,1,7,2,5,2,16,3,1.0,37,1.0,,2,377,283,75,1.02
1213868,79,Lille,True,6,2,10,2,7,3,13,2,1.0,62,1.0,,2,626,550,88,2.51
1213868,106,Stade Brestois 29,False,3,4,7,0,4,3,16,1,1.0,38,1.0,,3,384,303,79,0.65
1213865,108,Auxerre,True,2,1,6,3,4,2,8,3,3.0,27,2.0,,11,248,167,67,0.29
1213865,85,Paris Saint Germain,False,11,9,24,4,19,5,7,15,4.0,73,1.0,,2,671,602,90,2.51
1213872,91,Monaco,True,5,11,19,3,13,6,15,2,4.0,58,2.0,,3,512,404,79,3.23
1213872,96,Toulouse,False,3,2,6,1,4,2,16,3,1.0,42,2.0,,3,361,257,71,0.51
1213864,84,Nice,True,5,6,17,6,11,6,10,5,0.0,51,3.0,,0,403,336,83,2.03
1213864,111,Le Havre,False,2,5,12,5,8,4,10,8,2.0,49,2.0,,3,384,310,81,1.01
1213867,77,Angers,True,2,6,10,2,5,5,13,2,4.0,36,0.0,,7,310,256,83,0.63
1213867,80,Lyon,False,10,1,16,5,11,5,13,7,1.0,64,2.0,,2,585,512,88,2.03
1213869,116,Lens,True,3,8,17,6,10,7,15,6,4.0,55,2.0,,3,503,444,88,1.27
1213869,82,Montpellier,False,4,3,7,0,5,2,7,3,1.0,45,3.0,,2,421,347,82,1.1
1213871,83,Nantes,True,2,4,14,8,11,3,15,5,1.0,46,1.0,0.0,3,385,311,81,1.19
1213871,94,Rennes,False,3,2,5,0,3,2,9,5,1.0,54,1.0,1.0,1,480,406,85,0.39
1213870,95,Strasbourg,True,2,3,7,2,4,3,13,3,0.0,48,1.0,,3,446,377,85,0.8
1213870,93,Reims,False,3,3,10,4,6,4,16,2,2.0,52,2.0,,2,475,403,85,1.11
1213866,1063,Saint Etienne,True,2,0,3,1,0,3,13,0,,31,1.0,,8,398,330,83,0.16
1213866,81,Marseille,False,10,4,21,7,17,4,10,9,,69,1.0,,2,875,813,93,2.51
1213877,96,Toulouse,True,4,4,11,3,11,0,16,2,,39,3.0,,1,412,344,83,1.41
1213877,1063,Saint Etienne,False,2,1,3,0,1,2,15,3,,61,4.0,,2,664,569,86,0.52
1213880,81,Marseille,True,3,3,9,3,6,3,14,3,3.0,56,1.0,1.0,5,575,516,90,1.27
1213880,79,Lille,False,5,4,10,1,7,3,9,8,0.0,44,3.0,0.0,3,435,373,86,1.44
1213876,108,Auxerre,True,3,4,10,3,6,4,10,3,0.0,39,3.0,,3,367,284,77,0.58
1213876,116,Lens,False,5,5,16,6,10,6,10,5,5.0,61,1.0,,1,592,515,87,1.61
