fixture_id,team_id,team_name,is_home,shots_on_goal,shots_off_goal,total_shots,blocked_shots,shots_insidebox,shots_outsidebox,fouls,corner_kicks,offsides,ball_possession,yellow_cards,red_cards,goalkeeper_saves,total_passes,passes_accurate,passes_percentage,expected_goals
1213875,93,Reims,True,0,6,8,2,7,1,15,1,1.0,37,1.0,,3,337,239,71,1.51
1213875,91,Monaco,False,3,7,14,4,8,6,22,4,6.0,63,3.0,,0,601,494,82,1.3
1213878,82,Montpellier,True,8,6,21,7,15,6,15,9,1.0,52,1.0,,4,387,317,82,1.97
1213878,84,Nice,False,6,7,18,5,10,8,13,4,0.0,48,2.0,,6,375,326,87,1.12
1213873,94,Rennes,True,4,2,7,1,4,3,18,2,0.0,45,3.0,,0,423,351,83,0.56
1213873,77,Angers,False,0,2,3,1,3,0,12,1,3.0,55,1.0,,2,530,449,85,0.36
1213879,106,Stade Brestois 29,True,8,3,13,2,7,6,10,0,2.0,52,3.0,,6,508,443,87,1.99
1213879,83,Nantes,False,7,3,16,6,13,3,14,5,0.0,48,3.0,,4,450,373,83,1.15
1213874,111,Le Havre,True,1,9,10,0,7,3,11,3,3.0,56,0.0,,2,565,508,90,0.86
1213874,95,Strasbourg,False,5,3,9,1,8,1,7,2,3.0,44,1.0,,1,464,406,88,0.99
1213881,85,Paris Saint Germain,True,6,4,13,3,11,2,7,4,2.0,68,2.0,,2,734,672,92,2.88
1213881,80,Lyon,False,3,2,7,2,6,1,8,3,3.0,32,3.0,,3,340,279,82,1.46
1213882,91,Monaco,True,5,5,15,5,11,4,11,1,3.0,40,2.0,,8,381,309,81,2.48
1213882,85,Paris Saint Germain,False,12,3,17,2,10,7,11,9,1.0,60,0.0,,3,572,492,86,1.77
1213890,84,Nice,True,6,1,9,2,7,2,11,3,4.0,46,3.0,1.0,3,414,327,79,1.5
1213890,94,Rennes,False,5,3,10,2,5,5,14,3,0.0,54,3.0,0.0,3,486,406,84,1.71
1213885,1063,Saint Etienne,True,4,7,14,3,12,2,19,6,1.0,53,2.0,,0,532,444,83,2.22
1213885,93,Reims,False,1,6,11,4,7,4,10,9,0.0,47,1.0,,1,444,372,84,1.11
1213887,79,Lille,True,3,4,13,6,11,2,6,2,1.0,71,1.0,,1,717,643,90,1.19
1213887,83,Nantes,False,2,3,6,1,4,2,10,0,1.0,29,2.0,,2,290,220,76,1.33
1213883,80,Lyon,True,2,7,12,3,10,2,8,3,1.0,58,1.0,,6,503,432,86,1.35
1213883,82,Montpellier,False,6,8,16,2,8,8,10,5,0.0,42,2.0,,2,361,289,80,1.17
1213886,77,Angers,True,2,4,7,1,7,0,14,2,1.0,38,2.0,,4,329,252,77,1.78
1213886,106,Stade Brestois 29,False,4,6,12,2,9,3,11,4,1.0,62,1.0,,0,537,461,86,0.98
1213889,95,Strasbourg,True,4,3,11,4,9,2,10,4,1.0,60,1.0,,6,541,477,88,2.42
1213889,108,Auxerre,False,7,6,14,1,11,3,13,3,0.0,40,2.0,,1,345,276,80,1.38
1213884,116,Lens,True,1,6,14,7,7,7,20,7,,66,5.0,1.0,3,514,438,85,1.41
1213884,96,Toulouse,False,4,1,8,3,8,0,12,1,,34,2.0,0.0,1,280,215,77,2.03
1213888,81,Marseille,True,9,5,15,1,7,8,12,4,0.0,70,1.0,,0,919,862,94,3.23
1213888,111,Le Havre,False,1,2,4,1,3,1,6,0,3.0,30,0.0,,4,390,329,84,0.45
1213892,83,Nantes,True,4,3,10,3,8,2,17,3,1.0,31,3.0,,4,278,202,73,0.81
1213892,91,Monaco,False,7,5,15,3,11,4,14,11,0.0,69,0.0,,2,618,545,88,3.59
1213893,108,Auxerre,True,3,5,13,5,9,4,7,6,0.0,29,0.0,1.0,5,248,162,65,0.82
1213893,79,Lille,False,5,1,13,7,8,5,8,10,1.0,71,4.0,0.0,3,604,512,85,1.47
1213897,106,Stade Brestois 29,True,6,3,11,2,9,2,10,4,2.0,33,1.0,,2,308,227,74,1.07
1213897,80,Lyon,False,3,4,10,3,8,2,10,7,2.0,67,2.0,,4,635,549,86,1.43
1213894,93,Reims,True,3,8,12,1,5,7,13,6,0.0,55,4.0,,5,533,465,87,0.79
1213894,84,Nice,False,10,3,15,2,14,1,7,3,3.0,45,2.0,,1,445,373,84,2.47
1213899,94,Rennes,True,4,0,5,1,5,0,11,2,6.0,36,2.0,,5,363,301,83,1.63
1213899,81,Marseille,False,7,3,13,3,10,3,13,3,0.0,64,2.0,,3,656,594,91,1.66
1213895,111,Le Havre,True,4,1,8,3,7,1,11,3,0.0,30,2.0,,4,247,167,68,1.99
1213895,116,Lens,False,7,10,25,8,22,3,14,8,3.0,70,2.0,,3,575,476,83,2.79
1213896,82,Montpellier,True,3,3,8,2,5,3,11,3,2.0,58,6.0,2.0,5,497,410,82,1.3
1213896,77,Angers,False,8,8,21,5,13,8,15,3,1.0,42,2.0,0.0,2,367,305,83,3.81
1213891,96,Toulouse,True,5,6,19,8,12,7,12,3,4.0,53,1.0,,0,462,373,81,1.24
1213891,95,Strasbourg,False,2,5,8,1,5,3,14,2,2.0,47,4.0,,5,417,357,86,2.35
1213898,85,Paris Saint Germain,True,9,12,25,4,18,7,16,7,2.0,59,1.0,,2,607,534,88,4.07
1213898,1063,Saint Etienne,False,3,0,8,5,4,4,11,3,0.0,41,2.0,,7,432,349,81,0.24
1213905,82,Montpellier,True,4,6,12,2,8,4,7,4,3.0,33,1.0,,10,257,155,60,2.41
1213905,91,Monaco,False,11,5,26,10,17,9,9,16,3.0,67,2.0,,2,530,445,84,1.85
1213902,79,Lille,True,4,5,11,2,8,3,13,7,1.0,55,1.0,,2,518,443,86,1.12
1213902,84,Nice,False,3,5,11,3,9,2,13,7,0.0,45,3.0,,2,412,330,80,2.93
1213901,116,Lens,True,5,0,10,5,8,2,12,6,5.0,33,2.0,,5,328,254,77,0.72
1213901,85,Paris Saint Germain,False,7,0,9,2,7,2,8,1,0.0,67,2.0,,6,691,632,91,1.23
1213908,94,Rennes,True,9,8,22,5,16,6,13,4,1.0,68,2.0,,1,611,522,85,1.46
1213908,106,Stade Brestois 29,False,3,4,10,3,8,2,11,4,2.0,32,3.0,,8,288,200,69,0.99
1213903,80,Lyon,True,3,3,11,5,8,3,8,8,2.0,62,1.0,,4,567,492,87,0.74
1213903,96,Toulouse,False,4,5,13,4,11,2,8,5,3.0,38,0.0,,3,339,267,79,1.23
1213904,1063,Saint Etienne,True,2,4,12,6,11,1,9,7,2.0,75,2.0,,3,742,654,88,0.82
1213904,83,Nantes,False,4,2,8,2,7,1,11,7,0.0,25,1.0,,1,235,155,66,1.35
1213907,77,Angers,True,4,4,12,4,7,5,9,4,4.0,48,2.0,0.0,4,461,399,87,0.93
1213907,108,Auxerre,False,4,5,10,1,6,4,10,2,1.0,52,1.0,1.0,3,505,438,87,0.7
1213906,93,Reims,True,3,4,11,4,5,6,9,6,1.0,55,2.0,,1,485,424,87,0.78
1213906,111,Le Havre,False,2,3,7,2,6,1,8,6,2.0,45,2.0,,3,390,325,83,0.94
1213900,81,Marseille,True,3,9,18,6,15,3,13,9,1.0,70,3.0,,3,607,530,87,2.92
1213900,95,Strasbourg,False,3,2,7,2,4,3,14,3,5.0,30,3.0,,2,267,202,76,0.8
1213914,108,Auxerre,True,5,5,11,1,7,4,15,3,0.0,37,2.0,,3,352,266,76,0.84
1213914,1063,Saint Etienne,False,3,2,8,3,4,4,13,4,3.0,63,0.0,,4,615,513,83,1.17
1213911,91,Monaco,True,10,6,20,4,16,4,12,4,1.0,52,3.0,,3,441,349,79,3.53
1213911,94,Rennes,False,5,7,14,2,8,6,16,2,1.0,48,3.0,,6,405,315,78,1.77
1213909,95,Strasbourg,True,7,2,11,2,8,3,10,6,4.0,42,4.0,,5,418,365,87,1.06
1213909,79,Lille,False,6,5,15,4,12,3,9,7,2.0,58,2.0,,5,584,516,88,1.76
1213916,85,Paris Saint Germain,True,7,4,18,7,11,7,13,8,0.0,78,2.0,,2,776,711,92,1.25
1213916,93,Reims,False,3,2,6,1,4,2,13,1,3.0,22,2.0,,6,207,144,70,0.97
1213913,111,Le Havre,True,1,6,11,4,9,2,12,6,0.0,44,2.0,,6,366,284,78,0.96
1213913,106,Stade Brestois 29,False,9,3,17,5,13,4,14,6,1.0,56,3.0,,1,483,416,86,2.05
1213910,83,Nantes,True,5,1,7,1,6,1,14,4,2.0,37,3.0,,3,351,299,85,1.26
1213910,80,Lyon,False,4,4,15,7,14,1,11,8,3.0,63,1.0,,4,605,536,89,1.11
1213912,96,Toulouse,True,6,4,15,5,10,5,9,6,2.0,67,1.0,,2,537,437,81,0.98
1213912,82,Montpellier,False,4,1,6,1,4,2,15,2,1.0,33,2.0,,4,268,173,65,0.58
1213915,116,Lens,True,4,9,16,3,12,4,16,4,1.0,65,1.0,,0,592,502,85,1.91
1213915,77,Angers,False,0,0,2,2,2,0,10,4,1.0,35,1.0,,3,322,233,72,0.16
1213917,84,Nice,True,5,6,14,3,11,3,12,6,2.0,29,1.0,,6,279,214,77,1.13
1213917,81,Marseille,False,6,4,18,8,10,8,9,12,0.0,71,1.0,,3,687,612,89,0.83
1213920,82,Montpellier,True,2,10,14,2,8,6,12,4,2.0,50,4.0,,3,429,346,81,0.83
1213920,116,Lens,False,5,8,19,6,11,8,17,5,2.0,50,3.0,,2,440,365,83,2.08
1213919,106,Stade Brestois 29,True,7,4,14,3,6,8,9,4,3.0,34,1.0,,2,368,292,79,0.87
1213919,85,Paris Saint Germain,False,7,4,14,3,13,1,12,7,0.0,66,0.0,,5,722,644,89,3.59
1213926,91,Monaco,True,6,4,11,1,9,2,17,5,2.0,57,2.0,,5,504,414,82,2.62
1213926,108,Auxerre,False,7,4,12,1,7,5,15,4,5.0,43,2.0,,2,368,289,79,1.48
1213921,79,Lille,True,13,7,29,9,20,9,11,7,1.0,67,1.0,0.0,1,622,552,89,3.41
1213921,1063,Saint Etienne,False,2,4,9,3,7,2,12,1,1.0,33,1.0,1.0,9,305,225,74,2.11
1213924,96,Toulouse,True,4,7,15,4,14,1,20,7,,53,2.0,,2,490,410,84,1.47
1213924,84,Nice,False,3,6,13,4,9,4,20,2,,47,2.0,,3,437,363,83,1.69
1213923,77,Angers,True,3,8,17,6,12,5,8,4,1.0,59,2.0,1.0,4,507,462,91,1.48
1213923,111,Le Havre,False,5,4,13,4,9,4,19,2,0.0,41,4.0,1.0,2,354,307,87,2.07
1213922,93,Reims,True,2,6,13,5,12,1,14,9,3.0,54,4.0,1.0,5,440,361,82,1.04
1213922,83,Nantes,False,6,2,11,3,10,1,10,3,0.0,46,3.0,0.0,2,384,312,81,1.92
1213925,94,Rennes,True,3,7,13,3,7,6,14,6,3.0,45,3.0,,3,415,331,80,0.91
1213925,95,Strasbourg,False,3,3,7,1,6,1,10,2,0.0,55,3.0,,2,517,441,85,1.19
1213918,81,Marseille,True,11,8,20,1,14,6,13,6,0.0,64,4.0,,2,572,517,90,3.24
1213918,80,Lyon,False,4,2,10,4,8,2,10,2,2.0,36,1.0,,8,327,263,80,1.75
1213928,83,Nantes,True,2,8,15,5,12,3,15,12,,59,3.0,,4,471,396,84,1.1
1213928,106,Stade Brestois 29,False,6,3,10,1,5,5,13,4,,41,2.0,,2,338,278,82,2.51
1213932,85,Paris Saint Germain,True,7,6,16,3,8,8,9,1,1.0,64,1.0,,2,616,543,88,3.14
1213932,91,Monaco,False,3,3,9,3,7,2,11,1,5.0,36,0.0,,3,341,273,80,1.0
1213935,84,Nice,True,8,6,16,2,12,4,6,7,,61,1.0,0.0,3,626,551,88,2.28
1213935,116,Lens,False,3,6,12,3,6,6,19,3,,39,4.0,1.0,5,401,327,82,1.17
1213930,79,Lille,True,5,7,14,2,10,4,16,8,,67,2.0,,5,546,485,89,1.52
1213930,111,Le Havre,False,6,7,14,1,12,2,8,10,,33,1.0,,4,264,197,75,2.04
1213931,1063,Saint Etienne,True,3,4,9,2,5,4,13,2,4.0,53,1.0,,6,531,453,85,0.48
1213931,94,Rennes,False,9,8,21,4,16,5,6,4,1.0,47,5.0,,3,460,385,84,3.75
1213933,80,Lyon,True,9,3,15,3,12,3,10,6,,68,2.0,0.0,2,651,575,88,3.3
1213933,93,Reims,False,2,5,9,2,4,5,12,6,,32,2.0,1.0,5,300,246,82,0.35
1213929,95,Strasbourg,True,6,9,22,7,17,5,12,6,2.0,59,1.0,,2,572,513,90,2.75
1213929,82,Montpellier,False,2,8,11,1,7,4,12,2,3.0,41,4.0,,3,399,331,83,1.83
1213927,108,Auxerre,True,3,3,9,3,7,2,11,3,0.0,54,1.0,,1,442,353,80,0.9
1213927,96,Toulouse,False,3,2,7,2,4,3,9,5,3.0,46,1.0,,1,381,304,80,0.91
1213934,77,Angers,True,0,3,5,2,3,2,10,1,4.0,22,1.0,,6,244,176,72,0.49
1213934,81,Marseille,False,10,6,18,2,16,2,8,7,1.0,78,2.0,,0,895,826,92,2.47
1213940,106,Stade Brestois 29,True,6,7,18,5,13,5,9,6,2.0,64,2.0,,5,542,459,85,2.18
1213940,108,Auxerre,False,6,2,11,3,6,5,12,4,1.0,36,2.0,,4,313,231,74,1.15
1213937,81,Marseille,True,14,8,28,6,24,4,14,14,2.0,71,1.0,,1,822,755,92,6.43
1213937,1063,Saint Etienne,False,2,3,7,2,4,3,9,3,2.0,29,1.0,,8,350,283,81,0.96
1213944,91,Monaco,True,11,8,22,3,17,5,18,9,2.0,65,1.0,0.0,1,603,537,89,4.44
1213944,83,Nantes,False,2,2,6,2,6,0,9,1,0.0,35,1.0,1.0,4,336,260,77,1.18
1213936,96,Toulouse,True,4,6,14,4,10,4,9,5,1.0,23,2.0,,5,239,169,71,0.88
1213936,85,Paris Saint Germain,False,6,9,20,5,9,11,6,2,1.0,77,0.0,,4,814,750,92,2.44
1213938,82,Montpellier,True,4,2,11,5,3,8,14,7,2.0,37,3.0,,2,314,252,80,1.4
1213938,80,Lyon,False,6,1,9,2,7,2,12,4,0.0,63,1.0,,3,561,494,88,0.95
1213942,93,Reims,True,4,6,16,6,7,9,13,1,2.0,63,2.0,,1,532,478,90,1.68
1213942,77,Angers,False,3,6,10,1,7,3,6,4,3.0,37,1.0,,4,297,220,74,1.61
1213943,111,Le Havre,True,4,6,14,4,9,5,14,6,2.0,49,2.0,0.0,1,446,377,85,0.7
1213943,84,Nice,False,3,4,9,2,4,5,16,2,3.0,51,2.0,1.0,3,470,409,87,1.42
1213939,116,Lens,True,0,3,7,4,3,4,12,7,2.0,56,4.0,1.0,2,556,479,86,0.36
1213939,95,Strasbourg,False,5,6,13,2,12,1,15,3,0.0,44,2.0,0.0,0,455,396,87,2.35
1213941,94,Rennes,True,0,2,4,2,3,1,9,4,2.0,37,2.0,1.0,5,313,263,84,0.46
1213941,79,Lille,False,7,5,18,6,15,3,18,8,2.0,63,1.0,0.0,0,533,473,89,3.18
1213945,94,Rennes,True,5,8,26,13,16,10,15,9,4.0,59,1.0,0.0,0,479,434,91,2.38
1213945,93,Reims,False,0,1,3,2,3,0,7,2,4.0,41,2.0,2.0,4,349,285,82,0.18
1213947,79,Lille,True,6,0,9,3,7,2,11,1,1.0,43,4.0,,2,394,321,81,1.11
1213947,91,Monaco,False,3,5,13,5,9,4,18,6,2.0,57,2.0,,4,512,461,90,2.34
1213950,1063,Saint Etienne,True,8,5,19,6,11,8,13,4,1.0,62,3.0,,1,557,475,85,1.69
1213950,77,Angers,False,4,9,13,0,10,3,16,3,3.0,38,0.0,,5,344,270,78,2.94
1213951,108,Auxerre,True,5,3,9,1,8,1,9,2,2.0,21,1.0,0.0,2,197,127,64,1.96
1213951,81,Marseille,False,2,4,8,2,6,2,13,5,1.0,79,3.0,1.0,2,800,721,90,0.66
1213949,83,Nantes,True,8,7,17,2,14,3,13,2,,35,2.0,0.0,3,325,263,81,4.41
1213949,116,Lens,False,4,5,14,5,9,5,18,11,,65,4.0,1.0,5,593,516,87,1.77
1213952,84,Nice,True,6,6,16,4,12,4,17,8,1.0,57,1.0,,1,497,421,85,1.77
1213952,82,Montpellier,False,1,6,13,6,5,8,15,5,4.0,43,1.0,,4,375,287,77,0.56
1213948,95,Strasbourg,True,1,2,3,0,3,0,12,1,2.0,57,3.0,,2,542,469,87,0.54
1213948,106,Stade Brestois 29,False,2,6,12,4,8,4,12,8,1.0,43,1.0,,1,404,323,80,0.56
1213946,111,Le Havre,True,3,6,11,2,6,5,11,5,2.0,54,0.0,1.0,1,444,382,86,0.77
1213946,96,Toulouse,False,5,4,11,2,8,3,13,3,1.0,46,2.0,0.0,2,399,338,85,2.38
1213953,80,Lyon,True,7,3,14,4,9,5,12,5,4.0,35,1.0,,4,337,278,82,1.78
1213953,85,Paris Saint Germain,False,8,3,15,4,10,5,8,4,1.0,65,1.0,,5,661,607,92,2.46
1213961,91,Monaco,True,9,11,23,3,17,6,7,7,1.0,56,,,5,576,498,86,3.93
1213961,93,Reims,False,5,3,9,1,6,3,7,2,2.0,44,,,6,443,365,82,0.63
1213958,1063,Saint Etienne,True,3,7,12,2,9,3,10,3,0.0,62,2.0,,8,685,600,88,0.89
1213958,84,Nice,False,9,6,16,1,12,4,11,4,2.0,38,1.0,,2,404,330,82,1.91
1213959,116,Lens,True,7,9,20,4,13,7,12,9,2.0,69,2.0,,0,594,525,88,1.88
1213959,111,Le Havre,False,4,2,8,2,5,3,11,2,2.0,31,2.0,,4,262,209,80,1.44
1213954,85,Paris Saint Germain,True,11,8,26,7,20,6,6,9,3.0,58,0.0,,1,649,595,92,3.59
1213954,79,Lille,False,2,4,6,0,2,4,10,3,0.0,42,2.0,,7,476,407,86,1.07
1213956,80,Lyon,True,4,5,10,1,6,4,16,2,0.0,66,2.0,,4,612,545,89,1.39
1213956,106,Stade Brestois 29,False,5,5,15,5,10,5,12,5,2.0,34,1.0,,2,303,228,75,2.0
1213962,77,Angers,True,1,1,5,3,2,3,13,4,1.0,46,3.0,,9,373,297,80,0.35
1213962,96,Toulouse,False,13,3,19,3,18,1,9,9,2.0,54,3.0,,1,431,355,82,3.54
1213957,82,Montpellier,True,5,7,16,4,11,5,15,6,6.0,45,2.0,,4,337,260,77,1.64
1213957,94,Rennes,False,9,4,15,2,11,4,15,5,0.0,55,1.0,,5,436,360,83,2.46
1213960,108,Auxerre,True,5,3,14,6,13,1,10,5,2.0,45,1.0,0.0,2,419,347,83,2.24
1213960,95,Strasbourg,False,3,1,6,2,5,1,10,3,2.0,55,3.0,1.0,5,530,454,86,0.95
1213955,81,Marseille,True,5,8,21,8,10,11,14,3,3.0,75,1.0,,2,794,722,91,2.15
1213955,83,Nantes,False,2,4,8,2,6,2,15,2,2.0,25,2.0,,3,259,191,74,0.88
1213966,96,Toulouse,True,3,2,8,3,6,2,16,3,1.0,50,1.0,,2,411,328,80,0.57
1213966,91,Monaco,False,3,6,13,4,11,2,17,5,3.0,50,3.0,,2,417,330,79,2.43
1213970,94,Rennes,True,3,5,13,5,11,2,11,3,1.0,32,2.0,,5,311,250,80,1.75
1213970,85,Paris Saint Germain,False,9,7,19,3,12,7,6,2,0.0,68,3.0,,2,685,624,91,3.85
1213969,79,Lille,True,8,3,18,7,9,9,11,7,0.0,77,2.0,,3,761,685,90,1.54
1213969,82,Montpellier,False,3,6,10,1,2,8,12,1,2.0,23,3.0,,6,230,175,76,0.33
1213971,81,Marseille,True,6,6,15,3,10,5,15,7,0.0,76,3.0,,1,863,786,91,1.01
1213971,116,Lens,False,2,1,3,0,3,0,12,0,2.0,24,1.0,,6,276,194,70,0.87
1213968,106,Stade Brestois 29,True,7,7,19,5,17,2,14,6,1.0,50,1.0,,1,423,359,85,3.57
1213968,77,Angers,False,1,4,7,2,6,1,8,6,4.0,50,1.0,,5,418,355,85,0.37
1213965,83,Nantes,True,2,6,11,3,8,3,12,3,1.0,39,1.0,,1,353,292,83,0.82
1213965,95,Strasbourg,False,1,3,9,5,6,3,17,9,1.0,61,1.0,,2,553,496,90,0.98
1213964,93,Reims,True,4,5,17,8,12,5,9,6,2.0,57,1.0,,7,431,358,83,1.55
1213964,108,Auxerre,False,9,4,13,0,10,3,13,12,1.0,43,1.0,,4,325,264,81,2.14
1213963,111,Le Havre,True,7,5,13,1,9,4,9,5,0.0,47,2.0,,1,356,282,79,2.08
1213963,1063,Saint Etienne,False,3,3,12,6,8,4,17,6,2.0,53,3.0,,5,419,355,85,1.51
1213967,84,Nice,True,4,9,18,5,9,9,12,9,,37,1.0,,3,387,319,82,1.44
1213967,80,Lyon,False,5,1,8,2,3,5,11,2,,63,2.0,,3,682,601,88,1.07
1213973,84,Nice,True,6,7,20,7,18,2,14,7,2.0,51,1.0,1.0,3,436,364,83,2.17
1213973,108,Auxerre,False,4,2,10,4,5,5,18,3,0.0,49,3.0,0.0,5,418,336,80,0.75
1213979,83,Nantes,True,3,5,10,2,10,0,9,3,0.0,32,2.0,1.0,3,297,238,80,1.21
1213979,79,Lille,False,4,6,13,3,10,3,15,5,2.0,68,3.0,0.0,1,661,598,90,1.58
1213980,77,Angers,True,2,4,6,0,3,3,12,0,1.0,43,1.0,,3,424,336,79,0.49
1213980,91,Monaco,False,5,6,16,5,11,5,11,9,0.0,57,2.0,,2,545,462,85,2.05
1213977,116,Lens,True,4,1,9,4,6,3,17,5,4.0,45,1.0,,5,432,336,78,0.75
1213977,94,Rennes,False,5,3,12,4,8,4,14,4,0.0,55,1.0,,3,519,427,82,0.59
1213976,80,Lyon,True,7,6,16,3,12,4,20,4,2.0,67,2.0,,3,608,552,91,3.84
1213976,111,Le Havre,False,5,4,14,5,7,7,12,1,0.0,33,3.0,,3,298,236,79,1.72
1213974,82,Montpellier,True,3,7,13,3,10,3,4,4,,41,1.0,0.0,4,204,152,75,0.92
1213974,1063,Saint Etienne,False,6,2,11,3,7,4,7,6,,59,3.0,1.0,3,317,241,76,1.21
1213978,95,Strasbourg,True,3,6,11,2,7,4,10,4,0.0,57,0.0,,6,580,516,89,1.69
1213978,96,Toulouse,False,7,3,11,1,6,5,14,3,1.0,43,2.0,,1,431,360,84,1.76
1213975,106,Stade Brestois 29,True,0,5,11,6,4,7,9,4,1.0,72,1.0,1.0,2,649,564,87,0.36
1213975,93,Reims,False,2,5,12,5,9,3,13,4,1.0,28,3.0,0.0,0,253,185,73,1.16
1213972,85,Paris Saint Germain,True,5,6,16,5,12,4,7,5,4.0,60,1.0,,1,612,555,91,2.73
1213972,81,Marseille,False,2,4,11,5,4,7,9,5,4.0,40,0.0,,3,407,348,86,0.98
1213984,95,Strasbourg,True,7,3,14,4,8,6,12,6,0.0,40,2.0,,9,381,321,84,1.09
1213984,80,Lyon,False,11,4,16,1,9,7,15,5,2.0,60,2.0,,3,582,516,89,1.99
1213987,93,Reims,True,5,1,7,1,6,1,6,0,1.0,20,,,5,195,112,57,0.98
1213987,81,Marseille,False,8,6,20,6,11,9,9,12,3.0,80,,,2,751,677,90,1.09
1213986,1063,Saint Etienne,True,2,3,11,6,5,6,9,3,1.0,47,2.0,,4,482,397,82,0.97
1213986,85,Paris Saint Germain,False,10,6,22,6,14,8,12,6,0.0,53,0.0,,1,555,489,88,3.27
1213989,91,Monaco,True,6,7,17,4,14,3,17,7,2.0,57,2.0,0.0,3,453,380,84,2.45
1213989,84,Nice,False,4,3,9,2,5,4,14,4,0.0,43,4.0,1.0,4,321,261,81,0.51
1213985,96,Toulouse,True,4,5,17,8,15,2,10,10,4.0,53,0.0,,1,424,357,84,2.06
1213985,106,Stade Brestois 29,False,5,3,10,2,8,2,18,3,1.0,47,5.0,,2,393,308,78,1.36
1213981,77,Angers,True,4,2,9,3,7,2,10,6,1.0,42,1.0,,3,412,345,84,0.81
1213981,94,Rennes,False,6,3,14,5,9,5,16,5,1.0,58,0.0,,4,594,535,90,1.54
1213982,108,Auxerre,True,6,10,21,5,16,5,14,10,0.0,53,3.0,,1,466,396,85,2.1
1213982,82,Montpellier,False,1,6,12,5,4,8,14,6,3.0,47,1.0,,5,403,320,79,0.53
1213983,111,Le Havre,True,5,7,16,4,13,3,16,3,2.0,52,1.0,,0,396,330,83,4.33
1213983,83,Nantes,False,2,3,7,2,5,2,9,4,0.0,48,2.0,,2,366,306,84,0.9
1213988,79,Lille,True,5,3,11,3,8,3,13,6,2.0,45,1.0,,1,454,370,81,1.86
1213988,116,Lens,False,2,3,5,0,4,1,15,2,1.0,55,3.0,,4,557,482,87,0.41
1213991,84,Nice,True,9,6,21,6,13,8,9,11,1.0,76,1.0,,2,669,583,87,1.9
1213991,83,Nantes,False,4,2,8,2,3,5,14,2,0.0,24,1.0,,8,220,134,61,0.57
1213996,85,Paris Saint Germain,True,6,7,20,7,14,6,7,5,1.0,81,0.0,,0,954,891,93,1.92
1213996,77,Angers,False,0,2,4,2,2,2,12,1,4.0,19,3.0,,5,213,158,74,0.18
1213992,106,Stade Brestois 29,True,4,7,13,2,6,7,13,2,0.0,41,3.0,,1,347,256,74,0.91
1213992,91,Monaco,False,3,1,10,6,8,2,16,9,1.0,59,2.0,,3,505,413,82,1.66
1213994,80,Lyon,True,4,4,10,2,5,5,15,1,1.0,56,3.0,,3,606,540,89,1.82
1213994,79,Lille,False,4,5,10,1,7,3,14,3,1.0,44,2.0,,2,469,403,86,0.91
1213995,116,Lens,True,5,8,20,7,14,6,14,6,7.0,61,3.0,,3,519,440,85,2.18
1213995,1063,Saint Etienne,False,3,3,8,2,6,2,20,3,0.0,39,2.0,,4,340,247,73,1.42
1213993,82,Montpellier,True,6,4,14,4,9,5,15,5,3.0,54,1.0,1.0,2,494,441,89,1.02
1213993,111,Le Havre,False,4,5,13,4,7,6,7,2,1.0,46,1.0,0.0,6,419,349,83,1.37
1213997,93,Reims,True,7,4,14,3,10,4,11,4,0.0,48,2.0,1.0,3,421,350,83,1.45
1213997,95,Strasbourg,False,4,5,13,4,11,2,9,7,3.0,52,2.0,1.0,6,474,412,87,2.55
1213998,94,Rennes,True,5,7,18,6,12,6,10,8,2.0,63,,,2,641,573,89,1.21
1213998,108,Auxerre,False,3,3,11,5,7,4,5,5,4.0,37,,,5,370,301,81,0.78
1213990,81,Marseille,True,4,3,9,2,7,2,11,5,3.0,67,2.0,,1,617,554,90,1.01
1213990,96,Toulouse,False,3,5,8,0,5,3,15,1,2.0,33,3.0,,2,301,251,83,1.23
1214006,116,Lens,True,14,10,37,13,24,13,9,9,1.0,70,1.0,,0,642,574,89,3.2
1214006,93,Reims,False,2,4,10,4,8,2,7,2,1.0,30,0.0,,14,280,204,73,1.34
1214007,91,Monaco,True,10,3,15,2,12,3,6,4,2.0,41,2.0,,4,404,326,81,2.67
1214007,81,Marseille,False,4,4,8,0,7,1,18,4,1.0,59,1.0,,7,580,501,86,1.06
1213999,96,Toulouse,True,5,4,9,0,6,3,15,4,1.0,43,1.0,,1,424,355,84,0.91
1213999,79,Lille,False,3,3,6,0,4,2,11,2,2.0,57,2.0,,4,585,511,87,0.4
1214003,95,Strasbourg,True,4,3,11,4,6,5,5,2,,47,1.0,,4,483,406,84,0.71
1214003,84,Nice,False,6,10,23,7,16,7,8,9,,53,2.0,,2,522,444,85,1.75
1214004,1063,Saint Etienne,True,4,4,9,1,5,4,21,7,0.0,60,2.0,,2,479,410,86,0.7
1214004,106,Stade Brestois 29,False,6,5,13,2,9,4,18,9,3.0,40,4.0,,1,307,244,79,1.53
1214005,77,Angers,True,4,4,10,2,9,1,12,6,0.0,37,0.0,,2,360,300,83,1.35
1214005,82,Montpellier,False,2,2,5,1,3,2,13,1,1.0,63,2.0,,2,622,563,91,0.38
1214000,111,Le Havre,True,2,6,11,3,4,7,16,4,3.0,56,2.0,,1,451,389,86,0.62
1214000,94,Rennes,False,6,3,10,1,10,0,11,3,1.0,44,3.0,,1,376,310,82,2.79
1214001,108,Auxerre,True,3,7,14,4,5,9,11,3,1.0,41,3.0,,4,371,307,83,0.74
