fixture_id,date,league_id,season,home_team_id,home_team_name,away_team_id,away_team_name,goals_home,goals_away,status_short,home_formation,away_formation,formation_matchup,home_injuries_count,away_injuries_count,injuries_diff,home_formation_stability_5,home_recent_formations_count,home_api_possession_5,home_api_yellow_cards_5,home_api_red_cards_5,home_api_shots_on_goal_for_5,home_api_shots_on_goal_against_5,home_api_total_shots_for_5,home_api_total_shots_against_5,home_api_expected_goals_for_5,home_api_expected_goals_against_5,home_api_corners_for_5,home_api_corners_against_5,away_formation_stability_5,away_recent_formations_count,away_api_possession_5,away_api_yellow_cards_5,away_api_red_cards_5,away_api_shots_on_goal_for_5,away_api_shots_on_goal_against_5,away_api_total_shots_for_5,away_api_total_shots_against_5,away_api_expected_goals_for_5,away_api_expected_goals_against_5,away_api_corners_for_5,away_api_corners_against_5,api_shots_on_goal_diff_5,api_total_shots_diff_5,api_expected_goals_diff_5,api_corners_diff_5,api_possession_diff_5,formation_stability_diff_5
1213760,2024-08-24 17:00:00+00:00,61,2024,79,Lille,77,Angers,2,0,FT,3-4-2-1,5-3-2,3-4-2-1 vs 5-3-2,6,2,4,1.0,1,69.0,2.0,0.0,6.0,0.0,22.0,2.0,2.1,0.07,8.0,0.0,1.0,1,41.0,1.0,,3.0,4.0,8.0,10.0,0.39,1.23,7.0,3.0,3.0,14.0,1.71,1.0,28.0,0.0
1213759,2024-08-24 19:00:00+00:00,61,2024,1063,Saint Etienne,111,Le Havre,0,2,FT,4-1-4-1,5-4-1,4-1-4-1 vs 5-4-1,0,1,-1,1.0,1,38.0,1.0,,4.0,6.0,11.0,17.0,0.45,1.96,4.0,5.0,1.0,1,24.0,3.0,,2.0,10.0,5.0,15.0,0.21,2.87,2.0,8.0,2.0,6.0,0.24000000000000002,2.0,14.0,0.0
1213762,2024-08-25 13:00:00+00:00,61,2024,116,Lens,106,Stade Brestois 29,2,0,FT,3-4-1-2,4-3-3,3-4-1-2 vs 4-3-3,4,1,3,1.0,1,59.0,0.0,,4.0,3.0,10.0,8.0,1.23,0.39,3.0,7.0,1.0,1,50.0,4.0,,7.0,5.0,10.0,7.0,1.32,2.38,5.0,0.0,-3.0,0.0,-0.09000000000000008,-2.0,9.0,0.0
1213757,2024-08-25 15:00:00+00:00,61,2024,95,Strasbourg,94,Rennes,3,1,FT,3-4-1-2,4-3-1-2,3-4-1-2 vs 4-3-1-2,3,1,2,1.0,1,58.0,3.0,,4.0,5.0,11.0,8.0,0.91,1.41,4.0,6.0,1.0,1,48.0,2.0,,8.0,2.0,22.0,16.0,2.05,2.06,7.0,7.0,-4.0,-11.0,-1.1399999999999997,-3.0,10.0,0.0
1213758,2024-08-25 15:00:00+00:00,61,2024,83,Nantes,108,Auxerre,2,0,FT,4-2-3-1,4-2-3-1,4-2-3-1 vs 4-2-3-1,4,5,-1,1.0,1,46.0,3.0,,2.0,6.0,10.0,12.0,0.47,1.71,5.0,10.0,1.0,1,45.0,,,7.0,2.0,16.0,9.0,1.96,0.71,3.0,5.0,-5.0,-6.0,-1.49,2.0,1.0,0.0
1213761,2024-08-25 15:00:00+00:00,61,2024,84,Nice,96,Toulouse,1,1,FT,3-5-2,3-4-2-1,3-5-2 vs 3-4-2-1,4,0,4,1.0,1,55.0,,,2.0,7.0,9.0,16.0,0.71,1.96,5.0,3.0,1.0,1,54.0,1.0,,6.0,2.0,12.0,10.0,1.71,0.47,10.0,5.0,-4.0,-3.0,-1.0,-5.0,1.0,0.0
1213764,2024-08-25 18:45:00+00:00,61,2024,81,Marseille,93,Reims,2,2,FT,4-2-3-1,4-3-3,4-2-3-1 vs 4-3-3,3,2,1,1.0,1,50.0,1.0,,5.0,7.0,7.0,10.0,2.38,1.32,0.0,5.0,1.0,1,31.0,2.0,1.0,0.0,6.0,2.0,22.0,0.07,2.1,0.0,8.0,5.0,5.0,2.31,0.0,19.0,0.0
1213766,2024-08-30 18:45:00+00:00,61,2024,80,Lyon,95,Strasbourg,4,3,FT,3-5-2,3-2-4-1,3-5-2 vs 3-2-4-1,2,3,-1,0.5,2,45.5,1.5,0.0,1.0,7.0,8.5,21.5,1.045,2.155,3.5,6.5,0.5,2,59.0,2.5,,4.5,5.0,11.0,11.0,0.815,1.25,3.0,5.5,-3.5,-2.5,0.22999999999999998,0.5,-13.5,0.0
1213767,2024-08-31 15:00:00+00:00,61,2024,106,Stade Brestois 29,1063,Saint Etienne,4,0,FT,4-3-3,4-2-3-1,4-3-3 vs 4-2-3-1,2,2,0,1.0,1,49.0,3.5,0.0,4.5,7.0,10.5,13.5,1.09,2.675,3.5,2.5,1.0,1,48.5,2.0,,4.5,5.5,15.0,15.5,0.78,2.17,3.0,4.5,0.0,-4.5,0.31000000000000005,0.5,0.5,0.0
1213768,2024-08-31 17:00:00+00:00,61,2024,82,Montpellier,83,Nantes,1,3,FT,4-2-3-1,4-2-3-1,4-2-3-1 vs 4-2-3-1,6,5,1,0.5,2,36.5,4.0,,4.0,7.5,8.0,19.0,1.02,2.3649999999999998,4.0,7.0,1.0,1,40.5,2.5,0.0,3.5,4.5,9.5,12.0,0.955,1.4100000000000001,4.0,11.0,0.5,-1.5,0.06500000000000006,0.0,-4.0,-0.5
1213773,2024-08-31 19:00:00+00:00,61,2024,96,Toulouse,81,Marseille,1,3,FT,3-4-2-1,4-2-3-1,3-4-2-1 vs 4-2-3-1,0,3,-3,0.5,2,48.0,1.5,,4.5,2.5,13.5,10.5,1.345,0.875,7.0,4.5,1.0,1,58.0,1.0,,8.0,5.0,14.0,11.5,2.775,1.1,1.0,4.5,-3.5,-0.5,-1.43,6.0,-10.0,-0.5
1213770,2024-09-01 13:00:00+00:00,61,2024,91,Monaco,116,Lens,1,1,FT,4-2-3-1,3-4-1-2,4-2-3-1 vs 3-4-1-2,3,3,0,0.5,2,61.5,2.0,1.0,6.0,2.0,19.0,6.0,2.11,0.24,5.5,2.0,1.0,1,55.5,1.0,1.0,6.5,2.5,15.0,9.5,2.1,0.625,4.0,4.5,-0.5,4.0,0.009999999999999787,1.5,6.0,-0.5
1213769,2024-09-01 15:00:00+00:00,61,2024,77,Angers,84,Nice,1,4,FT,5-3-2,3-4-3,5-3-2 vs 3-4-3,3,5,-2,1.0,1,38.0,1.5,,2.5,5.0,7.0,10.5,0.485,1.055,4.5,3.0,0.5,2,56.5,4.0,,2.5,5.0,10.0,15.5,0.995,1.47,4.5,3.5,0.0,-3.0,-0.51,0.0,-18.5,0.5
1213771,2024-09-01 15:00:00+00:00,61,2024,111,Le Havre,108,Auxerre,3,1,FT,5-4-1,4-2-3-1,5-4-1 vs 4-2-3-1,1,4,-3,0.5,2,32.5,3.0,,3.5,7.5,9.5,17.0,1.295,1.9900000000000002,3.0,5.0,0.5,2,55.0,1.0,1.0,5.0,3.5,14.0,9.0,1.5350000000000001,1.075,7.5,4.0,-1.5,-4.5,-0.2400000000000002,-4.5,-22.5,0.0
1213772,2024-09-01 15:00:00+00:00,61,2024,93,Reims,94,Rennes,2,1,FT,4-3-3,4-4-2,4-3-3 vs 4-4-2,3,1,2,1.0,1,32.5,1.5,1.0,1.5,8.5,7.5,21.5,0.475,2.635,2.0,5.0,1.0,1,44.0,3.0,,6.5,3.5,18.0,13.5,1.5699999999999998,1.3900000000000001,6.0,4.5,-5.0,-10.5,-1.0949999999999998,-4.0,-11.5,0.0
1213765,2024-09-01 18:45:00+00:00,61,2024,79,Lille,85,Paris Saint Germain,1,3,FT,3-4-2-1,4-3-3,3-4-2-1 vs 4-3-3,5,5,0,0.5,2,67.0,1.5,0.0,6.0,1.0,16.5,4.0,1.49,0.32499999999999996,5.5,1.0,1.0,1,72.5,0.5,,10.5,2.5,21.0,6.5,3.3449999999999998,0.42,9.0,2.0,-4.5,-4.5,-1.8549999999999998,-3.5,-5.5,-0.5
1213780,2024-09-13 18:45:00+00:00,61,2024,1063,Saint Etienne,79,Lille,1,0,FT,4-1-4-1,5-4-1,4-1-4-1 vs 5-4-1,3,6,-3,0.6666666666666666,2,50.0,3.0,,3.0,6.666666666666667,12.0,17.666666666666668,0.5766666666666667,2.486666666666667,2.6666666666666665,5.333333333333333,0.6666666666666666,2,58.666666666666664,2.0,0.0,5.333333333333333,3.0,13.666666666666666,6.333333333333333,1.46,1.0833333333333333,4.666666666666667,1.0,-2.333333333333333,-1.666666666666666,-0.8833333333333333,-2.0000000000000004,-8.666666666666664,0.0
1213781,2024-09-14 15:00:00+00:00,61,2024,81,Marseille,84,Nice,2,0,FT,4-2-3-1,3-4-3,4-2-3-1 vs 3-4-3,2,5,-3,1.0,1,64.0,1.3333333333333333,0.0,6.666666666666667,3.6666666666666665,13.333333333333334,8.666666666666666,2.13,1.0633333333333335,1.6666666666666667,3.6666666666666665,0.6666666666666666,2,53.0,4.0,1.0,4.666666666666667,5.666666666666667,11.333333333333334,15.0,1.4100000000000001,1.4533333333333331,5.333333333333333,3.6666666666666665,2.0,2.0,0.7199999999999998,-3.666666666666666,11.0,0.33333333333333337
1213774,2024-09-14 17:00:00+00:00,61,2024,108,Auxerre,91,Monaco,0,3,FT,3-4-2-1,4-2-3-1,3-4-2-1 vs 4-2-3-1,4,3,1,0.6666666666666666,2,53.666666666666664,3.0,1.0,4.333333333333333,5.0,11.666666666666666,13.333333333333334,1.2166666666666668,1.6366666666666667,5.666666666666667,3.3333333333333335,0.6666666666666666,2,61.333333333333336,1.6666666666666667,1.0,5.0,2.6666666666666665,17.333333333333332,8.0,1.75,0.9066666666666667,6.0,3.6666666666666665,-0.666666666666667,-5.666666666666666,-0.5333333333333332,-0.33333333333333304,-7.666666666666671,0.0
1213782,2024-09-14 19:00:00+00:00,61,2024,85,Paris Saint Germain,106,Stade Brestois 29,3,1,FT,4-3-3,4-3-3,4-3-3 vs 4-3-3,5,2,3,1.0,1,67.66666666666667,1.0,,9.333333333333334,3.0,17.666666666666668,7.0,3.0966666666666662,0.7466666666666666,6.333333333333333,2.3333333333333335,1.0,1,48.333333333333336,2.3333333333333335,0.0,6.0,4.666666666666667,14.333333333333334,11.0,1.7666666666666668,1.8399999999999999,4.666666666666667,2.3333333333333335,3.333333333333334,3.333333333333334,1.3299999999999994,1.666666666666666,19.333333333333336,0.0
1213775,2024-09-15 13:00:00+00:00,61,2024,94,Rennes,82,Montpellier,3,0,FT,3-4-3,4-2-3-1,3-4-3 vs 4-2-3-1,2,6,-4,0.6666666666666666,2,45.0,2.3333333333333335,,6.0,4.666666666666667,16.333333333333332,12.666666666666666,1.3099999999999998,1.39,5.666666666666667,4.0,0.6666666666666666,2,47.333333333333336,3.3333333333333335,,4.0,6.333333333333333,8.666666666666666,15.666666666666666,0.9866666666666667,2.07,5.333333333333333,5.666666666666667,2.0,7.666666666666666,0.32333333333333314,0.3333333333333339,-2.3333333333333357,0.0
1213777,2024-09-15 15:00:00+00:00,61,2024,83,Nantes,93,Reims,1,2,FT,4-2-3-1,4-3-3,4-2-3-1 vs 4-3-3,3,4,-1,1.0,1,37.333333333333336,2.3333333333333335,0.0,3.6666666666666665,4.333333333333333,9.333333333333334,11.333333333333334,1.13,1.2466666666666668,3.6666666666666665,10.0,1.0,1,39.333333333333336,1.6666666666666667,1.0,3.3333333333333335,7.333333333333333,8.666666666666666,18.666666666666668,0.7799999999999999,2.02,2.3333333333333335,5.0,0.33333333333333304,0.6666666666666679,0.35,1.333333333333333,-2.0,0.0
1213778,2024-09-15 15:00:00+00:00,61,2024,96,Toulouse,111,Le Havre,2,0,FT,3-4-2-1,5-4-1,3-4-2-1 vs 5-4-1,2,1,1,0.6666666666666666,2,40.0,2.3333333333333335,1.0,3.3333333333333335,3.0,10.0,11.0,1.2266666666666666,0.8633333333333333,5.333333333333333,4.0,0.6666666666666666,2,38.0,2.3333333333333335,0.0,5.0,6.0,13.666666666666666,13.666666666666666,1.7833333333333332,1.5200000000000002,2.6666666666666665,4.0,-1.6666666666666665,-3.666666666666666,-0.5566666666666666,2.6666666666666665,2.0,0.0
1213779,2024-09-15 15:00:00+00:00,61,2024,95,Strasbourg,77,Angers,1,1,FT,4-4-2,4-2-3-1,4-4-2 vs 4-2-3-1,5,2,3,0.3333333333333333,3,56.666666666666664,2.3333333333333335,,5.666666666666667,7.333333333333333,12.333333333333334,14.0,1.45,1.8066666666666666,2.6666666666666665,6.666666666666667,1.0,1,43.333333333333336,3.0,0.0,4.0,6.333333333333333,9.333333333333334,11.666666666666666,0.7966666666666665,1.45,4.333333333333333,4.333333333333333,1.666666666666667,3.0,0.6533333333333334,-1.6666666666666665,13.333333333333329,-0.6666666666666667
1213776,2024-09-15 18:45:00+00:00,61,2024,116,Lens,80,Lyon,0,0,FT,3-4-1-2,3-5-2,3-4-1-2 vs 3-5-2,1,0,1,1.0,1,50.0,2.0,1.0,5.666666666666667,2.6666666666666665,14.0,11.0,2.146666666666667,0.7600000000000001,5.0,5.333333333333333,0.3333333333333333,3,46.333333333333336,2.0,0.0,4.666666666666667,7.333333333333333,12.333333333333334,19.333333333333332,1.67,2.3433333333333333,5.333333333333333,5.0,1.0,1.666666666666666,0.476666666666667,-0.33333333333333304,3.6666666666666643,0.6666666666666667
1213784,2024-09-20 18:45:00+00:00,61,2024,84,Nice,1063,Saint Etienne,8,0,FT,3-4-3,4-3-3,3-4-3 vs 4-3-3,3,4,-1,0.75,2,50.75,3.3333333333333335,0.5,4.5,5.5,11.5,13.75,1.57,1.2574999999999998,4.5,3.0,0.75,2,44.75,2.5,,3.5,6.0,11.5,17.5,0.745,2.175,2.5,5.75,1.0,0.0,0.8250000000000001,2.0,6.0,0.0
1213789,2024-09-21 15:00:00+00:00,61,2024,79,Lille,95,Strasbourg,3,3,FT,4-2-3-1,4-1-4-1,4-2-3-1 vs 4-1-4-1,6,5,1,0.5,2,61.75,1.75,0.0,5.0,3.5,14.5,7.25,1.405,1.125,5.25,1.25,0.25,4,55.25,2.75,,5.5,6.0,11.75,13.5,1.6524999999999999,1.585,3.5,7.25,-0.5,2.75,-0.24749999999999983,1.75,6.5,0.25
1213790,2024-09-21 17:00:00+00:00,61,2024,94,Rennes,116,Lens,1,1,FT,3-4-2-1,3-4-1-2,3-4-2-1 vs 3-4-1-2,3,3,0,0.5,3,46.5,2.0,,6.0,4.5,15.0,12.5,1.305,1.125,5.0,4.0,1.0,1,51.0,2.0,1.0,5.5,2.75,13.5,10.25,1.8725,0.7100000000000001,5.0,6.0,0.5,1.5,-0.5675000000000001,0.0,-4.5,-0.5
1213785,2024-09-21 19:00:00+00:00,61,2024,93,Reims,85,Paris Saint Germain,1,1,FT,4-3-3,4-3-3,4-3-3 vs 4-3-3,3,6,-3,1.0,1,43.25,1.5,1.0,3.5,7.0,9.25,18.5,0.7124999999999999,1.8975,2.5,5.25,1.0,1,67.5,1.25,,9.25,3.0,18.75,6.5,3.0424999999999995,0.8025,7.0,2.0,-5.75,-9.5,-2.3299999999999996,-4.5,-24.25,0.0
1213791,2024-09-22 13:00:00+00:00,61,2024,91,Monaco,111,Le Havre,3,1,FT,4-4-2,3-5-1-1,4-4-2 vs 3-5-1-1,3,1,2,0.75,2,60.75,1.25,1.0,6.0,2.75,17.75,9.25,2.185,0.8200000000000001,6.0,3.0,0.75,2,40.0,2.0,0.0,4.5,6.25,11.5,14.0,1.39,1.4700000000000002,3.25,4.5,1.5,6.25,0.7950000000000002,2.75,20.75,0.0
1213786,2024-09-22 15:00:00+00:00,61,2024,106,Stade Brestois 29,96,Toulouse,2,0,FT,4-3-1-2,3-4-2-1,4-3-1-2 vs 3-4-2-1,2,1,1,1.0,1,44.5,2.5,0.0,5.25,5.75,12.0,13.75,1.5675000000000001,2.0999999999999996,3.75,4.0,0.75,2,43.5,2.0,1.0,4.25,3.0,11.25,9.5,1.25,0.7,5.5,4.25,1.0,0.75,0.3175000000000001,-1.75,1.0,0.25
1213787,2024-09-22 15:00:00+00:00,61,2024,77,Angers,83,Nantes,1,1,FT,4-2-3-1,4-2-3-1,4-2-3-1 vs 4-2-3-1,4,4,0,0.75,2,44.75,2.5,0.0,3.5,6.0,10.0,11.25,0.8274999999999999,1.6524999999999999,5.5,4.75,1.0,1,39.25,2.5,0.0,4.25,4.25,11.5,11.25,1.23,1.0625,4.25,8.25,-0.75,-1.5,-0.4025000000000001,1.25,5.5,-0.25
1213788,2024-09-22 15:00:00+00:00,61,2024,82,Montpellier,108,Auxerre,3,2,FT,4-2-3-1,5-4-1,4-2-3-1 vs 5-4-1,7,3,4,0.75,2,47.75,3.25,,4.0,6.25,9.5,14.5,0.8225,1.8749999999999998,5.0,5.0,0.5,3,50.5,3.0,1.0,4.0,6.0,12.0,14.75,1.0525000000000002,2.1,4.5,4.0,0.0,-2.5,-0.2300000000000002,0.5,-2.75,0.25
1213783,2024-09-22 18:45:00+00:00,61,2024,80,Lyon,81,Marseille,2,3,FT,3-5-2,4-2-3-1,3-5-2 vs 4-2-3-1,0,5,-5,0.5,3,46.25,2.0,0.0,4.25,6.75,11.25,17.5,1.3925,2.02,6.0,5.0,1.0,1,62.0,2.25,0.5,6.25,3.75,12.5,9.5,1.765,1.31,1.5,3.25,-2.0,-1.25,-0.37249999999999983,4.5,-15.75,-0.5
1213794,2024-09-27 17:00:00+00:00,61,2024,108,Auxerre,106,Stade Brestois 29,3,0,FT,5-3-2,4-3-3,5-3-2 vs 4-3-3,0,0,0,0.4,4,49.6,3.25,1.0,4.4,5.8,11.8,14.6,1.096,2.088,4.6,5.4,0.8,2,44.2,2.2,0.0,5.2,4.8,11.2,13.2,1.34,2.2339999999999995,3.8,3.8,-0.7999999999999998,0.6000000000000014,-0.244,0.7999999999999998,5.399999999999999,-0.4
1213793,2024-09-27 19:00:00+00:00,61,2024,85,Paris Saint Germain,94,Rennes,3,1,FT,4-3-3,3-4-2-1,4-3-3 vs 3-4-2-1,0,0,0,1.0,1,69.6,1.2,,8.2,2.6,17.2,6.8,2.752,0.704,6.6,2.2,0.4,4,45.2,2.0,,6.0,4.0,14.2,12.0,1.318,1.012,4.8,3.8,2.1999999999999993,3.0,1.4339999999999997,1.7999999999999998,24.39999999999999,0.6
1213795,2024-09-28 15:00:00+00:00,61,2024,116,Lens,84,Nice,0,0,FT,4-2-3-1,3-4-2-1,4-2-3-1 vs 3-4-2-1,0,0,0,1.0,1,52.8,2.5,1.0,4.8,3.4,12.8,10.4,1.61,0.8420000000000002,4.6,5.6,0.8,2,52.4,2.5,0.5,6.0,4.8,12.8,12.6,2.2020000000000004,1.0699999999999998,4.2,2.8,-1.2000000000000002,0.0,-0.5920000000000003,0.39999999999999947,0.3999999999999986,0.19999999999999996
1213797,2024-09-28 17:00:00+00:00,61,2024,111,Le Havre,79,Lille,0,3,FT,5-4-1,4-2-3-1,5-4-1 vs 4-2-3-1,0,0,0,0.6,3,39.6,2.2,0.0,4.0,5.8,10.8,13.6,1.226,1.5720000000000003,3.4,4.8,0.4,3,62.2,1.8,0.0,5.4,4.6,14.6,8.2,1.6740000000000002,1.546,6.0,2.0,-1.4000000000000004,-3.799999999999999,-0.4480000000000002,-2.6,-22.6,0.19999999999999996
1213799,2024-09-28 19:00:00+00:00,61,2024,91,Monaco,82,Montpellier,2,1,FT,4-2-2-2,4-2-3-1,4-2-2-2 vs 4-2-3-1,0,0,0,0.6,2,61.0,1.2,1.0,5.6,2.6,16.6,9.0,2.144,0.77,6.0,3.2,0.8,2,49.0,3.2,,4.2,6.2,10.4,13.8,1.066,1.754,6.2,5.0,1.3999999999999995,6.200000000000001,1.078,-0.20000000000000018,12.0,-0.20000000000000007
1213798,2024-09-29 13:00:00+00:00,61,2024,96,Toulouse,80,Lyon,1,2,FT,3-4-2-1,4-3-3,3-4-2-1 vs 4-3-3,0,0,0,0.8,2,46.2,1.8,1.0,3.6,3.4,11.2,9.2,1.5539999999999998,0.646,5.0,4.2,0.6,3,49.6,2.5,0.0,5.2,6.4,13.4,15.8,1.716,1.7740000000000002,6.8,4.6,-1.6,-2.200000000000001,-0.16200000000000014,-1.7999999999999998,-3.3999999999999986,0.20000000000000007
1213796,2024-09-29 15:00:00+00:00,61,2024,83,Nantes,1063,Saint Etienne,2,2,FT,4-2-3-1,4-3-3,4-2-3-1 vs 4-3-3,0,0,0,1.0,1,41.4,2.8,0.0,4.0,3.6,11.0,9.8,1.108,1.02,4.6,7.2,0.6,3,44.0,2.2,,3.2,7.2,10.8,17.6,0.6599999999999999,2.686,2.4,5.2,0.7999999999999998,0.1999999999999993,0.4480000000000002,2.1999999999999997,-2.6000000000000014,0.4
1213800,2024-09-29 15:00:00+00:00,61,2024,77,Angers,93,Reims,1,3,FT,4-2-3-1,4-2-3-1,4-2-3-1 vs 4-2-3-1,0,0,0,0.6,2,45.8,2.2,0.0,3.0,5.4,8.8,10.8,0.8319999999999999,1.446,5.0,5.0,1.0,1,39.0,1.6,1.0,3.0,6.4,9.0,17.0,0.6319999999999999,1.8359999999999999,2.6,5.2,0.0,-0.1999999999999993,0.19999999999999996,2.4,6.799999999999997,-0.4
1213792,2024-09-29 18:45:00+00:00,61,2024,95,Strasbourg,81,Marseille,1,0,FT,4-2-3-1,4-2-3-1,4-2-3-1 vs 4-2-3-1,0,0,0,0.2,5,51.4,2.6,,6.2,6.2,11.8,13.8,1.968,1.818,3.8,7.6,1.0,1,57.0,2.4,0.6666666666666666,6.0,4.8,11.8,12.0,1.5699999999999998,1.65,1.8,4.6,0.20000000000000018,0.0,0.39800000000000013,1.9999999999999998,-5.600000000000001,-0.8
1213806,2024-10-04 18:45:00+00:00,61,2024,81,Marseille,77,Angers,1,1,FT,4-2-3-1,4-2-3-1,4-2-3-1 vs 4-2-3-1,5,4,1,1.0,1,58.8,2.4,0.6666666666666666,5.6,4.6,12.4,12.8,1.194,1.6480000000000001,2.4,5.2,0.6,2,48.2,2.0,0.0,3.0,6.6,10.0,13.0,0.9780000000000001,1.782,4.6,5.2,2.5999999999999996,2.4000000000000004,0.21599999999999986,-2.1999999999999997,10.599999999999994,0.4
1213804,2024-10-05 15:00:00+00:00,61,2024,1063,Saint Etienne,108,Auxerre,3,1,FT,4-3-3,3-4-2-1,4-3-3 vs 3-4-2-1,5,3,2,0.4,3,44.2,2.4,0.0,3.0,6.6,9.6,17.4,0.774,2.6540000000000004,2.4,5.8,0.4,4,48.2,3.0,1.0,3.8,6.2,11.6,14.4,1.218,2.1060000000000003,4.4,5.0,-0.7999999999999998,-2.0,-0.44399999999999995,-2.0000000000000004,-4.0,0.0
1213803,2024-10-05 17:00:00+00:00,61,2024,79,Lille,96,Toulouse,2,1,FT,4-2-3-1,3-4-2-1,4-2-3-1 vs 3-4-2-1,6,2,4,0.4,3,60.8,1.6,,6.2,5.4,13.8,9.2,1.97,1.614,5.4,2.2,1.0,1,44.4,2.0,1.0,3.2,3.2,10.8,8.0,1.4,0.636,3.6,4.0,3.0,3.0,0.5700000000000001,1.8000000000000003,16.4,-0.6
1213807,2024-10-05 19:00:00+00:00,61,2024,94,Rennes,91,Monaco,1,2,FT,3-4-3,3-4-2-1,3-4-3 vs 3-4-2-1,2,2,0,0.4,4,43.2,2.2,,5.4,5.2,12.2,13.4,1.208,1.21,4.2,3.6,0.6,3,61.6,1.8,0.5,5.8,2.6,17.4,8.6,2.402,0.8560000000000001,6.2,2.8,-0.39999999999999947,-5.199999999999999,-1.1940000000000002,-2.0,-18.4,-0.19999999999999996
1213801,2024-10-06 13:00:00+00:00,61,2024,80,Lyon,83,Nantes,2,0,FT,4-2-3-1,4-2-3-1,4-2-3-1 vs 4-2-3-1,5,8,-3,0.6,3,50.2,2.75,0.0,5.0,5.6,11.0,13.4,1.388,1.552,6.2,3.8,1.0,1,44.4,2.6,0.5,4.2,3.0,12.2,8.4,1.374,0.882,5.2,6.0,0.7999999999999998,-1.1999999999999993,0.01399999999999979,1.0,5.800000000000004,-0.4
