fixture_id,team_id,team_name,is_home,shots_on_goal,shots_off_goal,total_shots,blocked_shots,shots_insidebox,shots_outsidebox,fouls,corner_kicks,offsides,ball_possession,yellow_cards,red_cards,goalkeeper_saves,total_passes,passes_accurate,passes_percentage,expected_goals
1387816,79,Lille,False,2,3,8,3,6,2,13,2,5.0,57,3.0,1.0,7.0,485,403,83,1.62
1387818,80,Lyon,True,8,10,20,2,15,5,14,7,2.0,72,1.0,0.0,2.0,612,553,90,2.35
1387818,83,Nantes,False,2,4,6,0,5,1,9,0,1.0,28,2.0,1.0,4.0,243,175,72,0.86
1387825,106,Stade Brestois 29,True,4,5,12,3,4,8,17,2,0.0,40,2.0,1.0,2.0,320,225,70,1.53
1387825,91,Monaco,False,2,7,10,1,8,2,15,3,2.0,60,4.0,0.0,3.0,476,390,82,0.6
1387827,79,Lille,True,2,0,5,3,4,1,9,2,2.0,42,1.0,,2.0,423,352,83,0.35
1387827,81,Marseille,False,2,1,6,3,3,3,11,5,1.0,58,1.0,,1.0,570,501,88,0.53
1387829,83,Nantes,True,4,4,10,2,5,5,8,1,0.0,34,2.0,,4.0,287,216,75,1.19
1387829,116,Lens,False,6,8,20,6,16,4,13,12,3.0,66,0.0,,3.0,534,461,86,2.3
1387832,96,Toulouse,True,3,2,6,1,3,3,21,1,1.0,28,3.0,,0.0,302,239,79,0.5
1387832,95,Strasbourg,False,0,1,3,2,2,1,13,2,3.0,72,3.0,,2.0,782,727,93,0.05
1387831,85,Paris Saint Germain,True,9,7,20,4,14,6,9,8,0.0,66,0.0,0.0,2.0,715,658,92,2.23
1387831,94,Rennes,False,2,2,6,2,1,5,5,6,2.0,34,3.0,1.0,4.0,355,305,86,0.24
1387830,84,Nice,True,3,8,13,2,8,5,11,4,1.0,50,1.0,1.0,3.0,517,429,83,1.31
1387830,77,Angers,False,4,2,8,2,5,3,9,1,1.0,50,1.0,0.0,3.0,534,454,85,0.83
1387824,108,Auxerre,True,7,4,14,3,8,6,10,5,2.0,39,2.0,,2.0,340,285,84,1.94
1387824,112,Metz,False,3,2,5,0,4,1,12,3,1.0,61,1.0,,4.0,545,486,89,0.55
1387826,111,Le Havre,True,2,7,13,4,9,4,10,7,,44,0.0,,2.0,389,328,84,1.84
1387826,114,Paris FC,False,2,8,13,3,9,4,13,2,,56,2.0,,2.0,515,454,88,1.23
1387828,97,Lorient,True,6,6,14,2,8,6,12,1,2.0,40,2.0,0.0,4.0,300,236,79,2.57
1387828,80,Lyon,False,4,2,7,1,6,1,21,7,0.0,60,4.0,1.0,5.0,438,373,85,0.43
1387833,77,Angers,True,9,6,20,5,8,12,17,6,1.0,54,1.0,,3.0,484,413,85,2.39
1387833,83,Nantes,False,4,2,7,1,4,3,13,3,1.0,46,2.0,,5.0,406,326,80,0.35
1387840,94,Rennes,True,5,1,9,3,6,3,16,5,2.0,61,2.0,,6.0,490,406,83,2.23
1387840,106,Stade Brestois 29,False,7,5,14,2,9,5,22,7,4.0,39,3.0,,2.0,300,218,73,0.82
1387838,112,Metz,True,5,1,9,3,4,5,10,4,,41,2.0,,6.0,461,395,86,0.62
1387838,85,Paris Saint Germain,False,9,4,14,1,10,4,10,4,,59,1.0,,3.0,681,627,92,1.85
1387839,114,Paris FC,True,2,4,9,3,3,6,12,7,2.0,65,3.0,,1.0,607,548,90,0.46
1387839,96,Toulouse,False,4,3,7,0,7,0,14,4,2.0,35,1.0,,2.0,321,264,82,2.54
1387836,80,Lyon,True,4,8,18,6,14,4,14,5,2.0,57,2.0,,4.0,368,310,84,2.56
1387836,111,Le Havre,False,4,6,10,0,7,3,18,4,3.0,43,4.0,,3.0,271,213,79,1.31
1387841,95,Strasbourg,True,2,6,12,4,7,5,6,11,1.0,63,1.0,,2.0,688,641,93,0.69
1387841,97,Lorient,False,2,7,9,0,5,4,3,3,2.0,37,0.0,,1.0,421,361,86,0.53
1387834,108,Auxerre,True,8,5,18,5,13,5,21,10,,45,5.0,2.0,1.0,350,300,86,2.97
1387834,79,Lille,False,5,1,8,2,4,4,10,3,,55,2.0,2.0,6.0,449,376,84,0.52
1387835,116,Lens,True,5,5,15,5,8,7,17,2,0.0,46,0.0,,4.0,418,344,82,1.65
1387835,84,Nice,False,4,2,8,2,4,4,13,5,2.0,54,2.0,,4.0,493,421,85,0.76
1387837,81,Marseille,True,8,6,18,4,12,6,11,3,0.0,58,2.0,,5.0,495,406,82,1.79
1387837,91,Monaco,False,7,4,18,7,12,6,11,7,6.0,42,1.0,,6.0,348,285,82,2.21
1387850,96,Toulouse,True,2,3,8,3,6,2,16,2,,32,2.0,1.0,4.0,268,199,74,0.66
1387850,116,Lens,False,7,8,16,1,11,5,16,8,,68,3.0,0.0,2.0,571,509,89,1.62
1387847,91,Monaco,True,2,1,6,3,2,4,14,7,,45,2.0,1.0,6.0,371,303,82,0.69
1387847,80,Lyon,False,9,3,13,1,7,6,12,2,,55,3.0,0.0,1.0,478,407,85,1.4
1387848,84,Nice,True,6,9,19,4,13,6,12,5,1.0,45,1.0,,2.0,443,384,87,2.75
1387848,95,Strasbourg,False,5,2,8,1,6,2,12,7,1.0,55,2.0,,5.0,541,468,87,1.35
1387844,79,Lille,True,3,5,13,5,9,4,4,4,0.0,39,1.0,1.0,2.0,380,315,83,0.85
1387844,94,Rennes,False,4,9,18,5,12,6,14,7,2.0,61,1.0,0.0,3.0,605,540,89,1.57
1387846,81,Marseille,True,4,4,11,3,6,5,17,6,3.0,56,2.0,2.0,7.0,466,406,87,0.75
1387846,83,Nantes,False,9,2,15,4,12,3,20,3,4.0,44,3.0,0.0,4.0,380,325,86,3.63
1387845,97,Lorient,True,5,8,16,3,11,5,9,4,3.0,43,1.0,,1.0,433,365,84,1.44
1387845,112,Metz,False,2,3,8,3,4,4,8,4,1.0,57,2.0,,4.0,581,522,90,0.41
1387842,106,Stade Brestois 29,True,4,4,11,3,7,4,16,7,1.0,50,3.0,,1.0,451,369,82,1.88
1387842,108,Auxerre,False,1,5,10,4,7,3,9,6,0.0,50,2.0,,2.0,450,374,83,0.74
1387843,111,Le Havre,True,6,3,11,2,8,3,15,6,1.0,50,1.0,,2.0,398,325,82,1.02
1387843,77,Angers,False,3,3,9,3,6,3,8,6,2.0,50,1.0,,3.0,409,313,77,0.55
1387849,85,Paris Saint Germain,True,6,10,20,4,11,9,7,7,0.0,70,1.0,,2.0,782,708,91,1.71
1387849,114,Paris FC,False,3,3,6,0,3,3,4,1,2.0,30,0.0,,4.0,332,262,79,1.01
1387854,91,Monaco,True,7,5,14,2,9,5,16,4,0.0,62,1.0,,1.0,583,527,90,1.25
1387854,97,Lorient,False,4,7,14,3,8,6,9,3,1.0,38,0.0,,6.0,371,320,86,1.38
1387856,85,Paris Saint Germain,True,7,4,13,2,6,7,14,4,1.0,61,0.0,,4.0,705,645,91,1.4
1387856,79,Lille,False,4,2,7,1,5,2,6,2,3.0,39,1.0,,4.0,436,369,85,1.14
1387852,116,Lens,True,7,7,19,5,13,6,19,1,2.0,48,2.0,,0.0,407,329,81,2.66
1387852,108,Auxerre,False,0,4,5,1,5,0,20,5,0.0,52,5.0,,6.0,434,335,77,0.55
1387859,96,Toulouse,True,10,7,22,5,17,5,12,6,0.0,43,1.0,,5.0,387,323,83,1.84
1387859,84,Nice,False,6,5,15,4,13,2,17,7,1.0,57,2.0,,4.0,516,439,85,1.99
1387851,77,Angers,True,3,2,7,2,6,1,9,6,1.0,34,1.0,,6.0,356,302,85,0.94
1387851,81,Marseille,False,11,8,23,4,14,9,8,2,1.0,66,1.0,,1.0,726,672,93,2.84
1387858,95,Strasbourg,True,6,3,14,5,8,6,12,4,2.0,47,2.0,,1.0,478,433,91,1.09
1387858,112,Metz,False,2,4,9,3,4,5,12,1,1.0,53,3.0,,5.0,526,464,88,1.08
1387855,83,Nantes,True,1,3,5,1,2,3,16,1,3.0,48,1.0,,1.0,467,402,86,0.35
1387855,114,Paris FC,False,3,2,10,5,5,5,14,2,0.0,52,3.0,,1.0,501,429,86,0.81
1387857,94,Rennes,True,7,5,19,7,10,9,18,10,5.0,54,1.0,,3.0,397,317,80,2.35
1387857,111,Le Havre,False,4,1,7,2,2,5,14,6,1.0,46,4.0,,6.0,344,249,72,0.75
1387853,80,Lyon,True,6,5,19,8,11,8,18,5,2.0,71,2.0,0.0,1.0,644,585,91,1.98
1387853,106,Stade Brestois 29,False,2,3,5,0,4,1,9,0,1.0,29,0.0,1.0,4.0,265,186,70,0.68
1387860,108,Auxerre,True,0,5,8,3,4,4,10,2,2.0,31,0.0,,7.0,303,234,77,0.33
1387860,85,Paris Saint Germain,False,8,3,16,5,9,7,12,7,0.0,69,1.0,,0.0,692,623,90,2.22
1387868,94,Rennes,True,5,10,22,7,13,9,18,9,3.0,69,2.0,,2.0,546,483,88,1.76
1387868,97,Lorient,False,4,1,6,1,5,1,7,3,1.0,31,0.0,,5.0,259,175,68,1.29
1387862,111,Le Havre,True,1,4,7,2,3,4,9,5,1.0,47,0.0,,2.0,349,266,76,0.25
1387862,91,Monaco,False,2,7,10,1,6,4,20,6,5.0,53,3.0,,0.0,402,334,83,0.5
1387864,81,Marseille,True,5,2,10,3,4,6,18,2,1.0,54,1.0,,1.0,556,497,89,1.0
1387864,116,Lens,False,2,2,7,3,4,3,16,2,4.0,46,3.0,,2.0,471,411,87,1.01
1387866,83,Nantes,True,5,11,20,4,14,6,11,4,0.0,56,3.0,,0.0,447,337,75,1.59
1387866,84,Nice,False,4,3,7,0,4,3,15,2,3.0,44,3.0,,5.0,370,270,73,1.12
1387861,106,Stade Brestois 29,True,5,5,13,3,6,7,16,3,1.0,55,2.0,,3.0,498,399,80,1.0
1387861,96,Toulouse,False,5,2,8,1,4,4,16,2,4.0,45,3.0,,4.0,422,340,81,0.37
1387865,112,Metz,True,6,2,15,7,7,8,10,6,4.0,53,1.0,,5.0,470,404,86,1.3
1387865,80,Lyon,False,10,1,13,2,10,3,5,4,2.0,47,0.0,,4.0,432,355,82,2.59
1387867,114,Paris FC,True,1,5,8,2,6,2,14,2,2.0,63,1.0,,1.0,624,545,87,0.8
1387867,77,Angers,False,1,4,7,2,5,2,7,1,1.0,37,1.0,,1.0,365,287,79,0.64
1387863,79,Lille,True,6,11,20,3,17,3,11,8,0.0,47,2.0,,2.0,414,350,85,1.89
1387863,95,Strasbourg,False,6,6,15,3,11,4,13,1,1.0,53,2.0,,5.0,481,421,88,3.19
1387870,116,Lens,True,3,9,15,3,10,5,20,4,,54,1.0,,2.0,473,399,84,2.08
1387870,111,Le Havre,False,2,5,8,1,4,4,10,3,,46,2.0,,2.0,410,319,78,0.55
1387875,114,Paris FC,True,4,3,9,2,7,2,12,4,5.0,52,1.0,,2.0,492,429,87,1.53
1387875,81,Marseille,False,4,9,18,5,15,3,15,4,1.0,48,4.0,,2.0,464,397,86,2.63
1387871,97,Lorient,True,4,1,5,0,3,2,12,1,2.0,57,4.0,,1.0,566,495,87,0.52
1387871,83,Nantes,False,2,6,10,2,8,2,18,4,2.0,43,5.0,,2.0,419,352,84,1.42
1387873,91,Monaco,True,6,5,14,3,14,0,15,5,3.0,46,1.0,,4.0,418,331,79,2.21
1387873,94,Rennes,False,4,3,8,1,7,1,9,2,5.0,54,2.0,,2.0,496,413,83,0.38
1387872,80,Lyon,True,2,1,3,1,3,0,15,2,1.0,42,1.0,,4.0,415,338,81,0.54
1387872,79,Lille,False,4,5,11,2,3,8,11,7,1.0,58,4.0,,1.0,560,500,89,0.53
1387869,77,Angers,True,7,5,17,5,12,5,11,4,1.0,67,2.0,0.0,1.0,666,613,92,1.5
1387869,112,Metz,False,0,2,5,3,4,1,11,3,1.0,33,2.0,1.0,6.0,328,262,80,0.45
1387874,84,Nice,True,7,2,15,6,10,5,15,6,1.0,60,5.0,,1.0,507,427,84,1.2
1387874,106,Stade Brestois 29,False,2,6,12,4,6,6,21,5,0.0,40,3.0,,5.0,338,261,77,1.68
1387877,96,Toulouse,True,4,4,12,4,5,7,12,5,2.0,50,1.0,,2.0,459,382,83,0.7
1387877,108,Auxerre,False,2,4,8,2,5,3,13,4,1.0,50,2.0,,4.0,463,376,81,0.91
1387876,95,Strasbourg,True,4,2,9,3,9,0,8,5,5.0,32,1.0,0.0,2.0,319,269,84,2.31
1387876,85,Paris Saint Germain,False,4,4,13,5,10,3,6,6,0.0,68,0.0,1.0,3.0,698,636,91,1.34
1387883,112,Metz,True,2,3,6,1,2,4,12,1,3.0,42,1.0,,2.0,318,254,80,0.63
1387883,79,Lille,False,2,8,16,6,12,4,9,6,1.0,58,1.0,,2.0,442,370,84,1.65
1387882,116,Lens,True,3,3,9,3,4,5,13,4,2.0,51,4.0,1.0,,432,365,84,1.16
1387882,94,Rennes,False,1,8,14,5,9,5,17,4,1.0,49,2.0,0.0,,398,340,85,1.5
1387880,106,Stade Brestois 29,True,5,4,12,3,7,5,11,7,2.0,42,2.0,,2.0,360,281,78,1.73
1387880,97,Lorient,False,2,7,13,4,4,9,10,7,1.0,58,0.0,,2.0,515,443,86,0.74
1387884,83,Nantes,True,2,8,13,3,8,5,13,5,3.0,54,4.0,0.0,2.0,436,363,83,0.76
1387884,80,Lyon,False,3,6,10,1,8,2,11,4,0.0,46,3.0,1.0,2.0,390,321,82,1.41
1387885,84,Nice,True,4,7,13,2,5,8,10,8,2.0,44,2.0,,2.0,328,242,74,0.57
1387885,91,Monaco,False,2,6,10,2,8,2,11,6,1.0,56,2.0,,3.0,433,337,78,0.62
1387878,77,Angers,True,4,7,12,1,6,6,11,3,1.0,51,3.0,,5.0,473,411,87,1.03
1387878,96,Toulouse,False,5,5,12,2,4,8,16,5,0.0,49,2.0,,3.0,446,377,85,0.51
1387879,108,Auxerre,True,2,6,12,4,8,4,8,7,2.0,49,1.0,,4.0,415,340,82,0.94
1387879,114,Paris FC,False,4,3,7,0,6,1,11,4,3.0,51,4.0,,2.0,455,384,84,0.77
1387881,111,Le Havre,True,7,5,15,3,9,6,15,9,2.0,51,2.0,0.0,2.0,388,332,86,0.91
1387881,95,Strasbourg,False,3,1,10,6,5,5,12,3,1.0,49,1.0,1.0,5.0,387,331,86,0.42
1387886,85,Paris Saint Germain,True,7,12,22,3,20,2,11,5,3.0,58,2.0,,3.0,548,491,90,4.39
1387886,81,Marseille,False,3,2,9,4,5,4,18,2,1.0,42,2.0,,3.0,395,321,81,0.66
1387895,94,Rennes,True,4,4,13,5,6,7,10,5,3.0,33,,,6.0,302,230,76,1.36
1387895,85,Paris Saint Germain,False,7,7,22,8,18,4,9,8,1.0,67,,,1.0,631,567,90,3.58
1387893,91,Monaco,True,6,3,12,3,10,2,15,9,2.0,47,5.0,1.0,1.0,407,326,80,1.78
1387893,83,Nantes,False,2,5,13,6,8,5,8,3,2.0,53,2.0,0.0,3.0,462,385,83,1.14
1387891,81,Marseille,True,6,4,10,0,8,2,11,5,,44,4.0,,2.0,429,362,84,1.32
1387891,95,Strasbourg,False,4,7,12,1,10,2,10,5,,56,2.0,,4.0,549,490,89,1.92
1387888,79,Lille,True,5,7,20,8,15,5,6,13,2.0,69,0.0,,3.0,614,534,87,1.65
1387888,106,Stade Brestois 29,False,4,3,11,4,6,5,12,1,0.0,31,1.0,,4.0,274,189,69,0.7
1387894,114,Paris FC,True,6,2,11,3,3,8,13,3,0.0,58,2.0,,1.0,588,501,85,0.61
1387894,116,Lens,False,6,5,17,6,17,0,9,5,6.0,42,1.0,,6.0,415,352,85,3.76
1387887,111,Le Havre,True,2,2,5,1,1,4,7,1,1.0,33,2.0,1.0,8.0,280,204,73,1.16
1387887,96,Toulouse,False,9,7,25,9,17,8,16,10,1.0,67,4.0,0.0,1.0,556,486,87,2.36
1387889,97,Lorient,True,2,5,8,1,5,3,7,3,1.0,59,,,3.0,641,573,89,0.95
1387889,77,Angers,False,3,3,10,4,5,5,8,2,1.0,41,,,0.0,453,392,87,0.42
1387892,112,Metz,True,4,5,13,4,6,7,13,4,0.0,62,2.0,,2.0,553,481,87,0.81
1387892,108,Auxerre,False,3,6,14,5,7,7,12,3,3.0,38,2.0,,3.0,337,276,82,0.8
1387890,80,Lyon,True,2,4,9,3,7,2,16,8,,57,3.0,,3.0,616,546,89,1.52
1387890,84,Nice,False,3,4,10,3,7,3,12,5,,43,1.0,,0.0,457,382,84,1.46
1387898,106,Stade Brestois 29,True,4,6,12,2,9,3,10,3,2.0,32,1.0,,4.0,304,226,74,1.26
1387898,81,Marseille,False,4,9,17,4,10,7,17,2,1.0,68,4.0,,2.0,637,570,89,1.69
1387899,116,Lens,True,7,6,18,5,8,10,13,7,1.0,52,2.0,,2.0,450,385,86,1.79
1387899,91,Monaco,False,5,4,10,1,6,4,12,2,0.0,48,2.0,,5.0,422,344,82,1.7
1387904,96,Toulouse,True,10,5,23,8,13,10,13,12,1.0,55,2.0,,1.0,471,400,85,2.93
1387904,114,Paris FC,False,2,1,5,2,2,3,7,3,3.0,45,5.0,,9.0,387,310,80,0.88
1387902,85,Paris Saint Germain,True,7,5,17,5,11,6,9,4,3.0,67,0.0,,0.0,695,647,93,2.41
1387902,112,Metz,False,0,2,3,1,0,3,15,1,2.0,33,2.0,,4.0,333,276,83,0.09
1387897,108,Auxerre,True,2,7,11,2,6,5,17,4,1.0,43,1.0,,3.0,347,253,73,0.68
1387897,94,Rennes,False,7,3,12,2,7,5,22,5,2.0,57,4.0,,2.0,471,378,80,1.13
1387896,77,Angers,True,2,3,5,1,3,2,14,1,2.0,45,3.0,,4.0,455,374,82,0.39
1387896,79,Lille,False,5,6,14,3,12,2,11,7,1.0,55,1.0,,2.0,542,475,88,2.33
1387900,83,Nantes,True,2,2,9,5,7,2,17,5,0.0,29,4.0,,1.0,207,132,64,1.26
1387900,111,Le Havre,False,1,3,6,2,6,0,13,6,4.0,71,3.0,,1.0,526,445,85,0.7
1387901,84,Nice,True,4,2,8,2,6,2,15,3,0.0,39,2.0,,2.0,360,287,80,3.24
1387901,97,Lorient,False,5,9,17,3,12,5,4,7,2.0,61,3.0,,1.0,544,464,85,2.22
1387903,95,Strasbourg,True,7,4,13,2,10,3,11,4,3.0,50,1.0,,1.0,448,396,88,2.15
1387903,80,Lyon,False,2,1,4,1,2,2,12,2,2.0,50,2.0,,4.0,458,383,84,0.34
1387913,95,Strasbourg,True,5,1,8,2,5,3,9,2,0.0,55,2.0,,4.0,533,460,86,0.84
1387913,116,Lens,False,5,16,25,4,18,7,8,8,2.0,45,2.0,,4.0,409,341,83,1.83
1387912,94,Rennes,True,2,6,10,2,4,6,9,6,1.0,65,1.0,,2.0,666,577,87,0.89
1387912,96,Toulouse,False,2,6,9,1,3,6,13,1,0.0,35,3.0,,1.0,358,271,76,0.55
1387910,91,Monaco,True,4,4,10,2,8,2,9,5,1.0,72,0.0,,2.0,778,699,90,1.52
1387910,77,Angers,False,2,2,6,2,6,0,10,2,0.0,28,3.0,,2.0,294,229,78,0.74
1387905,111,Le Havre,True,2,4,10,4,4,6,12,3,3.0,32,3.0,,7.0,322,243,75,0.68
1387905,85,Paris Saint Germain,False,9,8,22,5,15,7,10,3,3.0,68,0.0,,2.0,699,636,91,3.82
1387911,114,Paris FC,True,6,6,16,4,7,9,7,8,1.0,40,6.0,1.0,3.0,347,261,75,1.23
1387911,84,Nice,False,3,4,11,4,9,2,8,6,1.0,60,2.0,0.0,5.0,520,441,85,1.24
1387906,79,Lille,True,3,2,9,4,7,2,11,4,3.0,73,3.0,,1.0,607,513,85,0.63
1387906,83,Nantes,False,1,1,3,1,1,2,15,1,2.0,27,1.0,,2.0,227,140,62,0.19
1387907,97,Lorient,True,5,5,15,5,10,5,11,3,,50,1.0,,1.0,455,388,85,1.12
1387907,108,Auxerre,False,3,4,10,3,8,2,10,7,,50,3.0,,3.0,449,375,84,1.41
1387909,112,Metz,True,6,9,24,9,12,12,14,12,1.0,66,2.0,0.0,0.0,553,492,89,1.52
1387909,106,Stade Brestois 29,False,1,2,6,3,3,3,11,4,0.0,34,1.0,1.0,6.0,308,231,75,0.87
1387908,81,Marseille,True,7,5,18,6,12,6,16,8,0.0,52,3.0,,4.0,456,376,82,2.33
1387908,80,Lyon,False,6,5,12,1,10,2,8,1,4.0,48,2.0,,4.0,439,359,82,1.47
1387921,85,Paris Saint Germain,True,6,10,20,4,14,6,12,7,1.0,72,1.0,,3.0,704,633,90,1.62
1387921,91,Monaco,False,6,3,11,2,6,5,6,3,2.0,28,3.0,,5.0,269,203,75,1.3
1387919,83,Nantes,True,3,8,13,2,7,6,14,3,1.0,49,1.0,,3.0,371,305,82,0.84
1387919,77,Angers,False,4,5,11,2,8,3,19,4,3.0,51,1.0,,3.0,417,345,83,0.7
1387914,108,Auxerre,True,4,3,10,3,7,3,10,5,1.0,28,1.0,,5.0,238,168,71,0.75
1387914,95,Strasbourg,False,5,5,13,3,8,5,11,4,3.0,72,2.0,,4.0,672,606,90,1.08
1387922,96,Toulouse,True,2,7,12,3,9,3,15,4,3.0,49,2.0,,2.0,438,363,83,0.91
1387922,81,Marseille,False,3,6,10,1,7,3,14,2,1.0,51,3.0,,2.0,461,386,84,1.13
1387916,116,Lens,True,7,12,24,5,19,5,12,6,3.0,52,0.0,,0.0,487,427,88,2.75
1387916,112,Metz,False,0,2,5,3,4,1,17,4,1.0,48,3.0,,4.0,469,401,86,0.4
1387917,79,Lille,True,2,7,12,3,7,5,14,5,1.0,58,3.0,,3.0,529,461,87,0.7
1387917,97,Lorient,False,5,3,9,1,5,4,13,1,0.0,42,1.0,,1.0,394,335,85,0.45
1387920,84,Nice,True,2,6,14,6,11,3,9,7,4.0,40,2.0,,3.0,394,306,78,1.76
1387920,94,Rennes,False,7,3,12,2,9,3,8,1,3.0,60,1.0,,3.0,614,527,86,1.63
1387915,106,Stade Brestois 29,True,2,7,11,2,7,4,15,1,1.0,41,3.0,,,337,252,75,1.11
1387915,111,Le Havre,False,0,11,14,3,11,3,17,3,0.0,59,1.0,,,484,406,84,0.91
1387918,80,Lyon,True,4,8,14,2,7,7,7,8,0.0,62,2.0,,3.0,552,493,89,1.85
1387918,114,Paris FC,False,4,7,14,3,12,2,9,2,2.0,38,0.0,,3.0,354,285,81,1.77
1387926,81,Marseille,True,3,7,16,6,6,10,12,9,1.0,58,4.0,,3.0,518,450,87,0.82
1387926,108,Auxerre,False,3,2,8,3,4,4,17,2,0.0,42,2.0,,2.0,379,305,80,0.31
1387925,97,Lorient,True,3,1,6,2,4,2,6,1,1.0,34,2.0,,5.0,339,260,77,1.45
1387925,116,Lens,False,6,10,20,4,15,5,11,10,0.0,66,3.0,,1.0,621,568,91,1.21
1387923,77,Angers,True,1,8,10,2,8,2,10,7,1.0,47,1.0,,6.0,436,365,84,0.91
1387923,84,Nice,False,8,2,12,2,6,6,13,6,1.0,53,3.0,,1.0,510,447,88,1.72
1387928,91,Monaco,True,4,4,10,2,9,1,9,3,5.0,56,2.0,,1.0,523,439,84,2.29
1387928,106,Stade Brestois 29,False,1,9,13,3,10,3,8,8,0.0,44,1.0,,2.0,393,301,77,1.48
1387931,95,Strasbourg,True,3,2,12,7,8,4,11,12,1.0,61,1.0,,2.0,575,520,90,1.14
1387931,114,Paris FC,False,2,6,11,3,6,5,17,4,0.0,39,0.0,,3.0,380,311,82,0.51
1387924,111,Le Havre,True,4,7,12,1,10,2,7,2,5.0,35,1.0,1.0,4.0,267,205,77,0.72
1387924,80,Lyon,False,4,7,13,2,11,2,16,2,3.0,65,3.0,0.0,4.0,511,446,87,1.09
1387927,112,Metz,True,8,6,17,3,13,4,10,4,,50,0.0,,2.0,499,442,89,1.6
1387927,96,Toulouse,False,6,6,19,7,9,10,13,4,,50,3.0,,5.0,498,433,87,1.57
1387930,94,Rennes,True,4,5,12,3,7,5,16,5,3.0,59,2.0,,1.0,579,493,85,0.99
1387930,79,Lille,False,3,2,8,3,6,2,7,2,1.0,41,5.0,,3.0,402,315,78,1.62
1387933,116,Lens,True,9,12,26,5,16,10,7,7,0.0,57,,,4.0,592,530,90,3.39
1387933,77,Angers,False,5,6,16,5,12,4,5,3,3.0,43,,,4.0,435,364,84,1.58
1387940,96,Toulouse,True,4,6,12,2,8,4,9,1,1.0,42,2.0,,2.0,437,365,84,1.65
1387940,97,Lorient,False,2,3,7,2,3,4,10,4,2.0,58,3.0,,3.0,602,530,88,0.4
1387932,108,Auxerre,True,7,1,11,3,9,2,10,6,2.0,44,0.0,1.0,2.0,318,241,76,1.28
1387932,106,Stade Brestois 29,False,2,3,9,4,4,5,14,3,3.0,56,4.0,0.0,4.0,396,333,84,0.94
1387937,84,Nice,True,1,3,6,2,4,2,12,2,5.0,26,1.0,1.0,5.0,241,190,79,0.24
1387937,85,Paris Saint Germain,False,10,4,17,3,13,4,5,5,4.0,74,1.0,0.0,1.0,729,675,93,4.13
1387934,80,Lyon,True,4,4,15,7,8,7,11,2,2.0,57,0.0,1.0,6.0,461,377,82,1.51
1387934,91,Monaco,False,7,6,21,8,17,4,19,6,0.0,43,3.0,0.0,2.0,357,277,78,3.28
1387935,81,Marseille,True,3,6,14,5,7,7,8,6,0.0,55,1.0,,2.0,534,476,89,0.67
1387935,79,Lille,False,4,4,11,3,8,3,6,4,1.0,45,3.0,,2.0,444,373,84,0.97
1387939,94,Rennes,True,8,11,25,6,13,12,13,8,2.0,68,1.0,,2.0,602,534,89,1.49
1387939,112,Metz,False,2,4,7,1,4,3,13,2,2.0,32,3.0,,8.0,291,208,71,0.33
1387938,114,Paris FC,True,4,9,15,2,14,1,9,9,5.0,41,0.0,1.0,4.0,263,191,73,2.06
1387938,111,Le Havre,False,6,13,20,1,14,6,13,5,2.0,59,1.0,0.0,2.0,369,313,85,2.05
1387936,83,Nantes,True,9,4,13,1,8,5,15,3,0.0,37,3.0,,6.0,327,254,78,1.64
1387936,95,Strasbourg,False,9,1,13,3,10,3,17,6,2.0,63,3.0,,7.0,576,522,91,2.33
1387948,85,Paris Saint Germain,True,7,6,17,4,8,9,4,5,2.0,72,0.0,,0.0,814,737,91,1.95
1387948,96,Toulouse,False,1,4,5,0,1,4,13,2,4.0,28,1.0,,3.0,314,245,78,0.16
1387949,95,Strasbourg,True,6,7,16,3,15,1,7,4,1.0,59,0.0,,2.0,593,531,90,2.86
1387949,84,Nice,False,3,1,8,4,4,4,15,10,2.0,41,2.0,,3.0,394,332,84,0.32
1387942,106,Stade Brestois 29,True,4,3,10,3,8,2,13,3,2.0,40,3.0,,3.0,315,240,76,1.3
1387942,94,Rennes,False,7,5,15,3,11,4,11,7,3.0,60,3.0,,1.0,503,425,84,2.95
1387944,79,Lille,True,7,4,13,2,12,1,9,3,1.0,56,3.0,,1.0,469,397,85,3.68
1387944,116,Lens,False,1,4,5,0,4,1,13,3,1.0,44,2.0,,4.0,371,293,79,0.59
1387941,77,Angers,True,1,2,7,4,4,3,14,3,1.0,32,3.0,,2.0,271,205,76,0.29
1387941,80,Lyon,False,2,4,11,5,5,6,13,7,0.0,68,0.0,,1.0,603,525,87,0.73
1387945,97,Lorient,True,3,5,10,2,6,4,8,5,3.0,49,1.0,,4.0,445,386,87,1.21
1387945,114,Paris FC,False,5,2,7,0,7,0,6,6,0.0,51,2.0,,2.0,452,393,87,0.95
1387943,111,Le Havre,True,3,5,10,2,6,4,16,5,3.0,53,2.0,,1.0,396,320,81,0.65
1387943,108,Auxerre,False,2,5,12,5,10,2,21,5,3.0,47,2.0,,2.0,361,289,80,1.8
1387946,112,Metz,True,5,9,19,5,14,5,14,6,6.0,66,2.0,0.0,2.0,568,499,88,2.28
1387946,83,Nantes,False,2,3,6,1,5,1,10,3,1.0,34,1.0,1.0,5.0,291,227,78,0.46
1387947,91,Monaco,True,3,3,7,1,7,0,14,0,2.0,48,2.0,,7.0,409,342,84,1.58
