fixture_id,team_id,team_name,is_home,shots_on_goal,shots_off_goal,total_shots,blocked_shots,shots_insidebox,shots_outsidebox,fouls,corner_kicks,offsides,ball_possession,yellow_cards,red_cards,goalkeeper_saves,total_passes,passes_accurate,passes_percentage,expected_goals
1387721,91,Monaco,True,4,4,12,4,10,2,13,6,4.0,43,2.0,0.0,2.0,383,321,84,1.94
1387721,95,Strasbourg,False,4,5,12,3,10,2,12,5,2.0,57,1.0,1.0,1.0,525,461,88,1.62
1387717,111,Le Havre,True,8,2,12,2,8,4,13,0,,41,1.0,,2.0,326,256,79,2.56
1387717,84,Nice,False,3,2,7,2,5,2,16,5,,59,4.0,,5.0,475,406,85,0.63
1387723,114,Paris FC,True,9,12,24,3,19,5,4,14,0.0,51,1.0,0.0,0.0,485,426,88,3.21
1387723,112,Metz,False,2,7,14,5,10,4,8,6,1.0,49,1.0,1.0,6.0,472,414,88,1.84
1387720,80,Lyon,True,6,7,18,5,12,6,16,9,1.0,58,2.0,0.0,2.0,429,371,86,3.04
1387720,81,Marseille,False,2,1,5,2,3,2,11,4,1.0,42,2.0,1.0,4.0,321,252,79,0.77
1387728,81,Marseille,True,8,2,15,5,10,5,18,10,1.0,72,3.0,0.0,1.0,800,746,93,2.26
1387728,97,Lorient,False,1,1,4,2,3,1,5,0,0.0,28,2.0,1.0,4.0,306,257,84,0.14
1387730,84,Nice,True,8,8,19,3,13,6,16,7,7.0,59,2.0,,3.0,489,421,86,1.75
1387730,83,Nantes,False,3,7,14,4,7,7,14,4,0.0,41,0.0,,7.0,348,275,79,0.75
1387725,108,Auxerre,True,2,4,9,3,4,5,12,5,0.0,33,3.0,1.0,1.0,282,203,72,0.67
1387725,91,Monaco,False,3,6,13,4,12,1,19,8,1.0,67,6.0,0.0,2.0,574,486,85,1.42
1387727,79,Lille,True,5,7,20,8,14,6,12,7,1.0,70,2.0,0.0,3.0,553,479,87,2.21
1387727,96,Toulouse,False,4,3,9,2,5,4,10,6,2.0,30,4.0,1.0,3.0,231,171,74,0.81
1387731,85,Paris Saint Germain,True,6,3,14,5,6,8,10,4,,68,1.0,,3.0,771,713,92,1.07
1387731,116,Lens,False,3,7,11,1,6,5,8,3,,32,2.0,,4.0,352,293,83,1.16
1387733,95,Strasbourg,True,7,1,9,1,8,1,8,4,1.0,49,2.0,1.0,1.0,453,398,88,1.36
1387733,111,Le Havre,False,1,7,10,2,5,5,16,3,1.0,51,2.0,0.0,5.0,468,406,87,0.65
1387726,106,Stade Brestois 29,True,8,7,23,8,14,9,11,6,3.0,46,0.0,0.0,2.0,401,316,79,2.57
1387726,114,Paris FC,False,4,1,7,2,5,2,10,1,1.0,54,3.0,1.0,6.0,487,405,83,1.55
1387729,112,Metz,True,5,1,9,3,7,2,10,4,1.0,55,0.0,,4.0,542,481,89,1.71
1387729,77,Angers,False,4,6,10,0,7,3,7,3,3.0,45,1.0,,4.0,443,387,87,2.27
1387732,94,Rennes,True,5,9,23,9,13,10,18,5,3.0,48,2.0,0.0,4.0,449,386,86,2.19
1387732,80,Lyon,False,5,0,8,3,7,1,13,4,0.0,52,2.0,1.0,2.0,492,420,85,1.71
1387738,80,Lyon,True,5,7,16,4,10,6,16,7,1.0,67,2.0,,2.0,583,529,91,1.81
1387738,77,Angers,False,2,4,10,4,8,2,10,4,1.0,33,2.0,,4.0,284,227,80,1.18
1387741,83,Nantes,True,4,6,16,6,10,6,14,4,1.0,43,2.0,,2.0,361,290,80,2.11
1387741,94,Rennes,False,4,4,8,0,5,3,18,4,3.0,57,2.0,,2.0,495,429,87,1.37
1387735,106,Stade Brestois 29,True,5,4,11,2,6,5,17,2,0.0,38,1.0,,3.0,376,290,77,2.03
1387735,84,Nice,False,4,10,21,7,16,5,11,7,1.0,62,3.0,,1.0,605,538,89,2.33
1387737,116,Lens,True,6,7,15,2,10,5,17,4,4.0,38,1.0,,3.0,326,256,79,3.54
1387737,79,Lille,False,3,6,17,8,13,4,11,10,1.0,62,3.0,,3.0,539,453,84,1.9
1387742,114,Paris FC,True,6,10,18,2,12,6,11,4,2.0,61,1.0,,0.0,634,576,91,1.6
1387742,95,Strasbourg,False,4,2,8,2,7,1,10,2,1.0,39,5.0,,4.0,414,344,83,2.38
1387740,91,Monaco,True,6,7,16,3,12,4,15,4,3.0,43,1.0,,1.0,410,342,83,3.5
1387740,112,Metz,False,3,2,8,3,6,2,6,5,0.0,57,0.0,,2.0,551,464,84,2.16
1387734,108,Auxerre,True,1,3,6,2,5,1,12,3,,40,1.0,1.0,3.0,300,231,77,0.75
1387734,96,Toulouse,False,3,6,13,4,12,1,20,4,,60,6.0,0.0,0.0,450,392,87,2.33
1387736,111,Le Havre,True,2,9,13,2,10,3,20,6,,60,3.0,,3.0,555,472,85,2.47
1387736,97,Lorient,False,4,4,8,0,5,3,15,2,,40,6.0,,0.0,378,302,80,1.21
1387739,81,Marseille,True,1,5,9,3,8,1,16,5,2.0,32,3.0,,5.0,308,245,80,1.14
1387739,85,Paris Saint Germain,False,5,6,12,1,4,8,7,3,1.0,68,1.0,,1.0,669,611,91,0.67
1387750,95,Strasbourg,True,1,6,9,2,7,2,13,5,2.0,40,2.0,,7.0,393,323,82,1.36
1387750,81,Marseille,False,9,5,16,2,10,6,15,4,1.0,60,4.0,,0.0,588,518,88,2.02
1387745,97,Lorient,True,8,5,19,6,12,7,10,2,0.0,47,2.0,0.0,1.0,511,449,88,1.98
1387745,91,Monaco,False,2,3,5,0,2,3,11,4,1.0,53,3.0,1.0,5.0,570,516,91,0.92
1387751,96,Toulouse,True,7,8,20,5,15,5,18,1,2.0,46,2.0,,0.0,404,335,83,2.1
1387751,83,Nantes,False,2,4,12,6,7,5,12,4,1.0,54,3.0,,5.0,498,427,86,1.46
1387748,85,Paris Saint Germain,True,8,4,15,3,10,5,17,5,1.0,66,1.0,,2.0,672,607,90,1.77
1387748,108,Auxerre,False,3,4,12,5,7,5,10,5,4.0,34,2.0,,6.0,333,256,77,0.71
1387747,84,Nice,True,5,2,11,4,8,3,14,5,1.0,44,1.0,,2.0,392,319,81,0.96
1387747,114,Paris FC,False,3,3,13,7,8,5,14,5,1.0,56,1.0,,4.0,512,437,85,1.84
1387743,77,Angers,True,2,5,11,4,7,4,13,11,2.0,57,1.0,,1.0,452,384,85,0.48
1387743,106,Stade Brestois 29,False,3,3,7,1,6,1,13,4,1.0,43,1.0,,2.0,366,266,73,1.56
1387744,79,Lille,True,3,4,14,7,9,5,20,3,1.0,54,4.0,,1.0,429,363,85,1.47
1387744,80,Lyon,False,2,1,5,2,4,1,24,4,1.0,46,4.0,,3.0,369,300,81,0.52
1387746,112,Metz,True,0,5,7,2,6,1,16,4,1.0,53,2.0,,2.0,421,376,89,0.47
1387746,111,Le Havre,False,2,2,10,6,1,9,16,6,2.0,47,2.0,,0.0,367,306,83,0.27
1387749,94,Rennes,True,2,6,14,6,10,4,16,8,1.0,67,3.0,0.0,2.0,529,464,88,1.19
1387749,116,Lens,False,2,8,13,3,11,2,9,4,0.0,33,3.0,1.0,2.0,257,181,70,1.04
1387759,114,Paris FC,True,2,6,10,2,7,3,19,1,3.0,59,0.0,,3.0,653,597,91,1.02
1387759,97,Lorient,False,3,4,8,1,4,4,10,5,2.0,41,3.0,,0.0,452,382,85,0.97
1387757,112,Metz,True,1,2,4,1,1,3,8,4,2.0,38,,,6.0,375,322,86,0.16
1387757,81,Marseille,False,9,10,21,2,11,10,7,4,2.0,62,,,1.0,639,586,92,2.71
1387753,106,Stade Brestois 29,True,5,5,17,7,9,8,11,12,1.0,51,2.0,,0.0,388,318,82,1.51
1387753,83,Nantes,False,0,4,6,2,5,1,12,3,3.0,49,1.0,,5.0,390,328,84,0.15
1387752,108,Auxerre,True,2,7,18,9,9,9,10,2,0.0,57,3.0,0.0,2.0,514,420,82,1.71
1387752,116,Lens,False,4,1,7,2,5,2,21,2,2.0,43,7.0,1.0,1.0,397,324,82,0.41
1387756,80,Lyon,True,3,7,13,3,10,3,13,8,2.0,69,1.0,,2.0,583,504,86,1.17
1387756,96,Toulouse,False,3,5,14,6,10,4,17,5,0.0,31,3.0,,2.0,257,183,71,1.18
1387758,91,Monaco,True,6,10,20,4,12,8,10,6,4.0,66,1.0,0.0,0.0,527,448,85,2.98
1387758,84,Nice,False,2,2,9,5,5,4,9,7,2.0,34,3.0,1.0,4.0,272,186,68,1.15
1387760,95,Strasbourg,True,12,3,18,3,14,4,12,2,2.0,66,2.0,,1.0,781,706,90,4.73
1387760,77,Angers,False,1,1,5,3,4,1,11,5,2.0,34,2.0,,7.0,400,310,78,0.32
1387754,111,Le Havre,True,2,7,10,1,5,5,13,3,3.0,43,1.0,,1.0,390,316,81,1.71
1387754,94,Rennes,False,3,4,9,2,6,3,9,4,2.0,57,2.0,,0.0,544,464,85,1.11
1387755,79,Lille,True,3,2,9,4,8,1,11,3,1.0,38,1.0,,4.0,389,317,81,0.65
1387755,85,Paris Saint Germain,False,5,7,17,5,9,8,12,5,0.0,62,1.0,,2.0,656,600,91,1.5
1387767,85,Paris Saint Germain,True,9,7,21,5,11,10,12,4,,71,2.0,,4.0,783,717,92,2.67
1387767,95,Strasbourg,False,7,3,12,2,9,3,15,1,,29,1.0,,6.0,309,257,83,2.15
1387766,84,Nice,True,4,1,5,0,5,0,10,1,2.0,31,1.0,,5.0,252,192,76,0.6
1387766,80,Lyon,False,7,7,29,15,16,13,11,16,0.0,69,2.0,,1.0,544,477,88,3.39
1387761,77,Angers,True,3,4,16,9,10,6,15,10,,42,2.0,,3.0,397,327,82,1.77
1387761,91,Monaco,False,4,4,11,3,8,3,14,3,,58,2.0,,2.0,568,488,86,1.88
1387764,81,Marseille,True,11,4,18,3,11,7,17,2,3.0,74,2.0,0.0,1.0,684,640,94,4.19
1387764,111,Le Havre,False,3,3,8,2,6,2,13,1,3.0,26,2.0,1.0,5.0,238,181,76,0.48
1387762,116,Lens,True,3,4,11,4,10,1,11,11,2.0,43,2.0,,2.0,402,327,81,1.63
1387762,114,Paris FC,False,3,2,9,4,7,2,8,3,2.0,57,2.0,,1.0,567,479,84,0.52
1387768,94,Rennes,True,7,6,19,6,14,5,11,6,2.0,52,1.0,,2.0,418,338,81,2.03
1387768,108,Auxerre,False,4,2,7,1,3,4,15,2,2.0,48,3.0,,5.0,395,308,78,1.51
1387769,96,Toulouse,True,7,6,16,3,13,3,14,5,1.0,36,2.0,0.0,2.0,325,272,84,2.54
1387769,112,Metz,False,2,0,2,0,1,1,11,1,1.0,64,1.0,1.0,3.0,608,545,90,0.08
1387763,97,Lorient,True,7,3,12,2,10,2,13,5,4.0,50,3.0,,2.0,390,321,82,1.2
1387763,106,Stade Brestois 29,False,4,3,8,1,7,1,16,2,0.0,50,2.0,,4.0,405,340,84,1.59
1387765,83,Nantes,True,3,3,8,2,4,4,12,5,,37,1.0,,3.0,295,220,75,0.45
1387765,79,Lille,False,5,10,23,8,19,4,15,9,,63,4.0,,2.0,531,460,87,2.6
1387777,114,Paris FC,True,3,7,14,4,10,4,10,8,9.0,68,3.0,,1.0,548,487,89,1.19
1387777,83,Nantes,False,3,5,11,3,5,6,13,2,1.0,32,2.0,,2.0,270,205,76,0.9
1387772,106,Stade Brestois 29,True,2,5,8,1,4,4,10,2,2.0,25,1.0,,5.0,259,191,74,1.62
1387772,85,Paris Saint Germain,False,8,8,18,2,9,9,10,7,2.0,75,1.0,,2.0,808,751,93,2.07
1387776,91,Monaco,True,5,4,14,5,13,1,15,2,,54,3.0,,2.0,418,322,77,3.08
1387776,96,Toulouse,False,2,5,10,3,7,3,18,5,,46,4.0,,4.0,350,246,70,0.68
1387773,116,Lens,True,5,3,8,0,6,2,12,4,3.0,31,3.0,,2.0,339,271,80,1.8
1387773,81,Marseille,False,3,6,17,8,9,8,9,8,1.0,69,3.0,,4.0,762,690,91,0.66
1387774,79,Lille,True,12,8,23,3,18,5,18,7,1.0,62,3.0,,3.0,552,479,87,2.92
1387774,112,Metz,False,4,5,10,1,9,1,12,8,0.0,38,2.0,,6.0,317,249,79,1.29
1387770,77,Angers,True,4,1,7,2,5,2,14,1,0.0,37,1.0,,4.0,380,317,83,0.93
1387770,97,Lorient,False,4,8,23,11,14,9,6,6,1.0,63,0.0,,2.0,616,547,89,1.99
1387778,94,Rennes,True,7,5,19,7,9,10,13,7,3.0,58,5.0,,1.0,480,422,88,1.74
1387778,84,Nice,False,3,3,8,2,3,5,22,3,2.0,42,2.0,,6.0,349,271,78,0.73
1387771,108,Auxerre,True,3,4,14,7,8,6,21,13,0.0,51,2.0,,3.0,341,280,82,0.61
1387771,111,Le Havre,False,4,4,9,1,6,3,12,5,2.0,49,3.0,,3.0,349,287,82,0.94
1387775,80,Lyon,True,3,2,8,3,8,0,15,4,2.0,48,0.0,0.0,1.0,385,316,82,1.67
1387775,95,Strasbourg,False,2,3,7,2,4,3,19,2,1.0,52,4.0,1.0,2.0,434,365,84,0.49
1387784,84,Nice,True,4,4,8,0,4,4,11,2,1.0,32,3.0,,4.0,290,223,77,1.77
1387784,79,Lille,False,4,8,21,9,9,12,10,13,0.0,68,3.0,,2.0,593,516,87,0.99
1387780,97,Lorient,True,2,3,5,0,3,2,5,0,4.0,22,0.0,,7.0,229,167,73,0.23
1387780,85,Paris Saint Germain,False,8,3,15,4,7,8,13,8,0.0,78,2.0,,1.0,827,773,93,1.49
1387779,111,Le Havre,True,3,4,13,6,8,5,12,5,2.0,46,1.0,,2.0,412,351,85,1.01
1387779,106,Stade Brestois 29,False,2,4,8,2,5,3,11,1,1.0,54,3.0,,2.0,497,412,83,0.55
1387782,112,Metz,True,7,8,16,1,10,6,15,2,0.0,46,3.0,1.0,2.0,456,392,86,3.42
1387782,116,Lens,False,2,5,10,3,6,4,15,5,3.0,54,2.0,0.0,4.0,524,459,88,1.32
1387781,81,Marseille,True,6,4,11,1,8,3,11,1,1.0,59,2.0,,4.0,636,564,89,1.33
1387781,77,Angers,False,6,2,12,4,7,5,7,5,3.0,41,1.0,,4.0,427,349,82,1.04
1387783,83,Nantes,True,5,8,18,5,12,6,13,1,0.0,48,3.0,,4.0,370,286,77,1.62
1387783,91,Monaco,False,9,7,19,3,19,0,17,3,2.0,52,7.0,,2.0,396,328,83,4.31
1387786,95,Strasbourg,True,9,8,18,1,14,4,11,4,1.0,64,1.0,,1.0,690,626,91,4.06
1387786,108,Auxerre,False,1,4,6,1,5,1,16,3,1.0,36,1.0,,6.0,380,318,84,0.43
1387787,96,Toulouse,True,4,7,15,4,9,6,9,5,0.0,55,2.0,,3.0,431,354,82,1.55
1387787,94,Rennes,False,5,4,11,2,7,4,12,8,2.0,45,3.0,,2.0,356,277,78,1.58
1387785,114,Paris FC,True,3,3,11,5,5,6,18,4,1.0,52,6.0,1.0,1.0,457,389,85,0.62
1387785,80,Lyon,False,4,1,7,2,4,3,16,2,5.0,48,2.0,1.0,0.0,431,368,85,1.25
1387794,85,Paris Saint Germain,True,8,9,28,11,16,12,12,11,2.0,77,3.0,,2.0,805,760,94,2.29
1387794,84,Nice,False,2,0,5,3,3,2,5,1,1.0,23,1.0,,7.0,247,182,74,0.48
1387792,91,Monaco,True,1,5,10,4,4,6,10,3,3.0,55,3.0,,0.0,517,422,82,0.61
1387792,114,Paris FC,False,1,4,9,4,7,2,12,2,0.0,45,2.0,,3.0,420,333,79,0.85
1387788,108,Auxerre,True,4,3,9,2,9,0,12,3,2.0,49,3.0,1.0,1.0,450,386,86,1.17
1387788,81,Marseille,False,2,4,6,0,4,2,14,3,2.0,51,4.0,1.0,4.0,477,420,88,0.52
1387795,94,Rennes,True,6,3,13,4,10,3,15,6,2.0,41,1.0,,1.0,400,335,84,2.35
1387795,95,Strasbourg,False,2,10,20,8,14,6,9,5,3.0,59,1.0,,2.0,586,524,89,1.6
1387791,79,Lille,True,4,8,15,3,11,4,10,9,1.0,54,1.0,,1.0,545,466,86,2.04
1387791,77,Angers,False,1,1,6,4,2,4,10,2,3.0,46,0.0,,2.0,469,396,84,0.37
1387793,83,Nantes,True,4,6,16,6,9,7,8,8,1.0,52,1.0,,5.0,363,302,83,0.81
1387793,112,Metz,False,7,7,14,0,9,5,8,5,3.0,48,3.0,,4.0,336,275,82,1.34
1387796,96,Toulouse,True,2,9,18,7,15,3,12,10,0.0,46,1.0,,3.0,335,262,78,1.12
1387796,111,Le Havre,False,3,4,9,2,4,5,14,2,2.0,54,2.0,,2.0,427,344,81,1.3
1387790,116,Lens,True,6,2,9,1,8,1,8,7,2.0,58,2.0,,3.0,627,560,89,2.09
1387790,97,Lorient,False,3,4,12,5,9,3,10,6,0.0,42,2.0,,2.0,434,378,87,1.82
1387789,106,Stade Brestois 29,True,3,6,13,4,11,2,19,12,2.0,50,1.0,0.0,2.0,383,313,82,1.49
1387789,80,Lyon,False,2,1,4,1,1,3,6,2,1.0,50,0.0,1.0,3.0,411,339,82,0.2
1387804,114,Paris FC,True,4,9,20,7,14,6,9,8,4.0,52,4.0,,2.0,442,362,82,1.98
1387804,94,Rennes,False,3,5,10,2,7,3,13,9,2.0,48,2.0,,4.0,398,328,82,0.75
1387801,81,Marseille,True,7,8,19,4,10,9,12,6,0.0,64,0.0,,2.0,658,605,92,3.46
1387801,106,Stade Brestois 29,False,2,2,4,0,3,1,10,2,2.0,36,1.0,,4.0,375,304,81,0.74
1387798,111,Le Havre,True,4,7,17,6,11,6,15,8,4.0,65,3.0,,1.0,470,402,86,0.94
1387798,83,Nantes,False,2,0,5,3,2,3,13,3,3.0,35,3.0,,3.0,266,189,71,0.21
1387803,91,Monaco,True,6,6,16,4,14,2,15,5,2.0,50,1.0,1.0,7.0,460,388,84,2.83
1387803,116,Lens,False,12,3,20,5,15,5,19,4,2.0,50,2.0,0.0,5.0,459,396,86,3.16
1387799,97,Lorient,True,2,6,10,2,5,5,6,6,1.0,50,0.0,,1.0,399,325,81,1.36
1387799,96,Toulouse,False,2,1,6,3,5,1,18,4,3.0,50,4.0,,1.0,413,346,84,1.32
1387797,77,Angers,True,5,3,9,1,2,7,19,3,2.0,49,2.0,,5.0,444,373,84,0.66
1387797,108,Auxerre,False,5,5,12,2,6,6,14,3,2.0,51,2.0,,4.0,465,391,84,0.7
1387805,95,Strasbourg,True,2,2,5,1,3,2,9,1,1.0,42,4.0,0.0,4.0,357,289,81,1.07
1387805,79,Lille,False,4,2,6,0,2,4,20,4,1.0,58,3.0,1.0,0.0,484,413,85,0.28
1387802,112,Metz,True,2,4,9,3,3,6,12,6,,49,2.0,,3.0,421,351,83,1.58
1387802,84,Nice,False,4,5,11,2,8,3,19,3,,51,4.0,,0.0,435,390,90,0.95
1387800,80,Lyon,True,2,4,9,3,5,4,10,5,2.0,28,6.0,1.0,1.0,271,211,78,0.69
1387800,85,Paris Saint Germain,False,4,4,9,1,6,3,8,5,2.0,72,2.0,0.0,0.0,729,656,90,1.42
1387811,84,Nice,True,7,3,15,5,8,7,9,8,3.0,53,2.0,,6.0,507,454,90,1.19
1387811,81,Marseille,False,11,1,13,1,11,2,10,6,1.0,47,2.0,,6.0,468,413,88,2.86
1387808,116,Lens,True,5,3,13,5,10,3,13,3,3.0,55,2.0,1.0,1.0,552,472,86,1.92
1387808,95,Strasbourg,False,1,3,7,3,5,2,13,1,2.0,45,3.0,1.0,4.0,461,384,83,0.46
1387813,94,Rennes,True,9,3,17,5,10,7,3,4,1.0,50,0.0,0.0,2.0,497,421,85,3.69
1387813,91,Monaco,False,3,2,13,8,10,3,13,6,5.0,50,1.0,1.0,4.0,486,431,89,1.33
1387812,85,Paris Saint Germain,True,11,13,31,7,22,9,10,6,3.0,65,2.0,,3.0,599,526,88,3.46
1387812,111,Le Havre,False,4,6,12,2,7,5,8,4,3.0,35,1.0,,8.0,313,235,75,1.19
1387806,108,Auxerre,True,5,3,12,4,9,3,10,7,2.0,30,1.0,,7.0,237,175,74,2.07
1387806,80,Lyon,False,7,5,16,4,9,7,11,11,3.0,70,3.0,,5.0,548,475,87,1.57
1387810,83,Nantes,True,1,5,9,3,7,2,17,1,0.0,56,1.0,,1.0,496,419,84,0.84
1387810,97,Lorient,False,1,4,7,2,4,3,17,1,2.0,44,1.0,,0.0,399,331,83,0.32
1387814,96,Toulouse,True,6,15,25,4,20,5,15,11,1.0,54,1.0,,1.0,464,392,84,1.98
1387814,77,Angers,False,2,3,6,1,2,4,15,1,1.0,46,3.0,,6.0,418,333,80,0.43
1387807,106,Stade Brestois 29,True,7,11,20,2,15,5,11,6,,56,2.0,,2.0,516,435,84,3.11
1387807,112,Metz,False,3,3,7,1,4,3,8,2,,44,3.0,,4.0,406,331,82,1.05
1387809,79,Lille,True,10,3,17,4,13,4,9,9,1.0,52,1.0,,1.0,475,395,83,4.03
1387809,114,Paris FC,False,3,1,6,2,4,2,12,4,3.0,48,2.0,,7.0,440,353,80,1.52
1387820,112,Metz,True,5,6,16,5,11,5,9,6,4.0,52,,,1.0,482,414,86,1.02
1387820,94,Rennes,False,2,3,9,4,5,4,8,3,1.0,48,,,5.0,459,374,81,0.78
1387821,91,Monaco,True,5,2,10,3,6,4,10,4,3.0,43,3.0,1.0,4.0,407,316,78,0.52
1387821,85,Paris Saint Germain,False,4,9,17,4,14,3,13,4,1.0,57,1.0,0.0,4.0,534,445,83,1.33
1387822,114,Paris FC,True,2,7,11,2,8,3,11,4,2.0,55,2.0,,2.0,511,451,88,1.8
1387822,108,Auxerre,False,3,4,11,4,6,5,17,3,0.0,45,1.0,,1.0,419,357,85,1.11
1387819,81,Marseille,True,5,8,20,7,11,9,7,9,1.0,77,2.0,,2.0,714,660,92,1.8
1387819,96,Toulouse,False,4,1,6,1,4,2,10,1,1.0,23,1.0,,2.0,217,157,72,0.7
1387823,95,Strasbourg,True,6,7,14,1,9,5,12,5,1.0,57,0.0,,2.0,548,484,88,0.8
1387823,106,Stade Brestois 29,False,4,3,7,0,2,5,14,0,1.0,43,3.0,,5.0,421,347,82,1.05
1387815,77,Angers,True,5,2,7,0,5,2,7,2,5.0,45,1.0,,4.0,425,330,78,1.16
1387815,116,Lens,False,6,10,17,1,11,6,11,8,2.0,55,1.0,,4.0,514,440,86,2.05
1387817,97,Lorient,True,7,9,18,2,14,4,7,3,0.0,43,1.0,,2.0,428,364,85,2.38
1387817,84,Nice,False,2,3,9,4,7,2,11,7,1.0,57,2.0,,4.0,560,486,87,0.82
1387816,111,Le Havre,True,7,3,14,4,8,6,15,6,1.0,43,1.0,0.0,1.0,341,263,77,1.18
